code,country,year,wall_200,wall_1000
NZL,New Zealand,1947,45,47
NZL,New Zealand,1948,45,47
NZL,New Zealand,1949,44,47
NZL,New Zealand,1950,45,47
NZL,New Zealand,1951,45,47
NZL,New Zealand,1952,45,47
NZL,New Zealand,1953,44,46
NZL,New Zealand,1954,45,47
NZL,New Zealand,1955,45,47
NZL,New Zealand,1956,45,47
NZL,New Zealand,1957,44,47
NZL,New Zealand,1958,44,46
NZL,New Zealand,1959,44,46
NZL,New Zealand,1960,44,47
NZL,New Zealand,1961,44,47
NZL,New Zealand,1962,45,47
NZL,New Zealand,1963,44,46
NZL,New Zealand,1964,44,46
NZL,New Zealand,1965,44,46
NZL,New Zealand,1966,44,46
NZL,New Zealand,1967,44,46
NZL,New Zealand,1968,44,46
NZL,New Zealand,1969,43,46
NZL,New Zealand,1970,44,46
NZL,New Zealand,1971,44,46
NZL,New Zealand,1972,43,45
NZL,New Zealand,1973,43,45
NZL,New Zealand,1974,42,45
NZL,New Zealand,1975,42,45
NZL,New Zealand,1976,42,45
NZL,New Zealand,1977,42,44
NZL,New Zealand,1978,41,44
NZL,New Zealand,1979,41,44
NZL,New Zealand,1980,41,45
NZL,New Zealand,1981,40,44
NZL,New Zealand,1982,40,45
NZL,New Zealand,1983,41,44
NZL,New Zealand,1984,41,44
NZL,New Zealand,1985,41,43
NZL,New Zealand,1986,40,44
NZL,New Zealand,1987,41,44
NZL,New Zealand,1988,41,44
NZL,New Zealand,1989,41,44
NZL,New Zealand,1990,41,44
NZL,New Zealand,1991,42,44
NZL,New Zealand,1992,42,44
NZL,New Zealand,1993,41,44
NZL,New Zealand,1994,42,45
NZL,New Zealand,1995,42,45
NZL,New Zealand,1996,42,45
NZL,New Zealand,1997,42,45
NZL,New Zealand,1998,42,45
NZL,New Zealand,1999,43,45
NZL,New Zealand,2000,42,44
NZL,New Zealand,2001,43,45
NZL,New Zealand,2002,42,45
NZL,New Zealand,2003,43,46
NZL,New Zealand,2004,43,45
NZL,New Zealand,2005,43,45
NZL,New Zealand,2006,43,45
NZL,New Zealand,2007,43,45
NZL,New Zealand,2008,43,45
NZL,New Zealand,2009,43,45
NZL,New Zealand,2010,43,45
NZL,New Zealand,2011,43,46
NZL,New Zealand,2012,43,45
NZL,New Zealand,2013,43,45
NZL,New Zealand,2014,43,45
NZL,New Zealand,2015,43,46
NZL,New Zealand,2016,43,46
NZL,New Zealand,2017,43,45
NZL,New Zealand,2018,43,46
NZL,New Zealand,2019,43,46
NZL,New Zealand,2020,43,46
NZL,New Zealand,2021,43,45
NZL,New Zealand,2022,43,45
NZL,New Zealand,2023,43,46
NZL,New Zealand,2024,43,45
NZL,New Zealand,2025,43,46
POL,Poland,1948,46,48
POL,Poland,1949,46,48
POL,Poland,1950,46,48
POL,Poland,1951,46,48
POL,Poland,1952,46,48
POL,Poland,1953,46,48
POL,Poland,1954,46,48
POL,Poland,1955,46,48
POL,Poland,1956,45,48
POL,Poland,1957,45,47
POL,Poland,1958,45,47
POL,Poland,1959,45,47
POL,Poland,1960,45,47
POL,Poland,1961,44,47
POL,Poland,1962,44,47
POL,Poland,1963,44,46
POL,Poland,1964,44,46
POL,Poland,1965,44,46
POL,Poland,1966,43,46
POL,Poland,1967,43,45
POL,Poland,1968,43,45
POL,Poland,1969,43,45
POL,Poland,1970,43,45
POL,Poland,1971,43,46
POL,Poland,1972,43,46
POL,Poland,1973,43,46
POL,Poland,1974,43,46
POL,Poland,1975,43,45
POL,Poland,1976,43,45
POL,Poland,1977,43,46
POL,Poland,1978,42,45
POL,Poland,1979,42,45
POL,Poland,1980,42,45
POL,Poland,1981,42,45
POL,Poland,1982,42,45
POL,Poland,1983,42,45
POL,Poland,1984,42,45
POL,Poland,1985,42,45
POL,Poland,1986,42,45
POL,Poland,1987,42,44
POL,Poland,1988,42,45
POL,Poland,1989,42,45
POL,Poland,1990,42,44
POL,Poland,1991,42,44
POL,Poland,1992,42,44
POL,Poland,1993,42,44
POL,Poland,1994,42,44
POL,Poland,1995,42,44
POL,Poland,1996,41,44
POL,Poland,1997,41,44
POL,Poland,1998,41,44
POL,Poland,1999,41,44
POL,Poland,2000,41,44
POL,Poland,2001,41,44
POL,Poland,2002,41,44
POL,Poland,2003,41,44
POL,Poland,2004,41,44
POL,Poland,2005,41,44
POL,Poland,2006,41,44
POL,Poland,2007,41,44
POL,Poland,2008,41,44
POL,Poland,2009,41,44
POL,Poland,2010,42,44
POL,Poland,2011,42,44
POL,Poland,2012,42,44
POL,Poland,2013,42,44
POL,Poland,2014,42,44
POL,Poland,2015,42,44
POL,Poland,2016,42,44
POL,Poland,2017,42,44
POL,Poland,2018,42,45
POL,Poland,2019,42,44
POL,Poland,2020,42,44
POL,Poland,2021,42,45
POL,Poland,2022,42,45
POL,Poland,2023,42,45
POL,Poland,2024,42,46
PRT,Portugal,1940,47,50
PRT,Portugal,1941,47,49
PRT,Portugal,1942,47,50
PRT,Portugal,1943,47,50
PRT,Portugal,1944,47,49
PRT,Portugal,1945,47,49
PRT,Portugal,1946,47,49
PRT,Portugal,1947,47,49
PRT,Portugal,1948,47,50
PRT,Portugal,1949,47,49
PRT,Portugal,1950,47,49
PRT,Portugal,1951,47,49
PRT,Portugal,1952,47,50
PRT,Portugal,1953,47,50
PRT,Portugal,1954,47,49
PRT,Portugal,1955,46,48
PRT,Portugal,1956,46,48
PRT,Portugal,1957,46,48
PRT,Portugal,1958,46,48
PRT,Portugal,1959,46,48
PRT,Portugal,1960,46,48
PRT,Portugal,1961,45,48
PRT,Portugal,1962,46,47
PRT,Portugal,1963,45,48
PRT,Portugal,1964,46,48
PRT,Portugal,1965,45,48
PRT,Portugal,1966,46,48
PRT,Portugal,1967,46,48
PRT,Portugal,1968,45,47
PRT,Portugal,1969,45,47
PRT,Portugal,1970,45,48
PRT,Portugal,1971,45,48
PRT,Portugal,1972,45,47
PRT,Portugal,1973,45,48
PRT,Portugal,1974,45,47
PRT,Portugal,1975,45,47
PRT,Portugal,1976,45,47
PRT,Portugal,1977,45,47
PRT,Portugal,1978,45,47
PRT,Portugal,1979,44,47
PRT,Portugal,1980,44,47
PRT,Portugal,1981,44,47
PRT,Portugal,1982,44,47
PRT,Portugal,1983,44,46
PRT,Portugal,1984,43,46
PRT,Portugal,1985,43,46
PRT,Portugal,1986,43,46
PRT,Portugal,1987,42,45
PRT,Portugal,1988,42,45
PRT,Portugal,1989,42,45
PRT,Portugal,1990,42,45
PRT,Portugal,1991,42,44
PRT,Portugal,1992,41,44
PRT,Portugal,1993,41,44
PRT,Portugal,1994,41,44
PRT,Portugal,1995,41,45
PRT,Portugal,1996,41,44
PRT,Portugal,1997,41,44
PRT,Portugal,1998,42,44
PRT,Portugal,1999,42,44
PRT,Portugal,2000,42,44
PRT,Portugal,2001,42,44
PRT,Portugal,2002,42,44
PRT,Portugal,2003,42,45
PRT,Portugal,2004,42,45
PRT,Portugal,2005,42,45
PRT,Portugal,2006,42,45
PRT,Portugal,2007,42,44
PRT,Portugal,2008,42,45
PRT,Portugal,2009,42,45
PRT,Portugal,2010,42,45
PRT,Portugal,2011,42,45
PRT,Portugal,2012,42,45
PRT,Portugal,2013,42,45
PRT,Portugal,2014,42,45
PRT,Portugal,2015,42,45
PRT,Portugal,2016,43,45
PRT,Portugal,2017,43,45
PRT,Portugal,2018,43,46
PRT,Portugal,2019,43,46
PRT,Portugal,2020,43,46
PRT,Portugal,2021,43,46
PRT,Portugal,2022,44,46
PRT,Portugal,2023,44,47
PRT,Portugal,2024,44,46
ROU,Romania,1955,47,50
ROU,Romania,1956,46,50
ROU,Romania,1957,46,50
ROU,Romania,1958,45,50
ROU,Romania,1959,45,50
ROU,Romania,1960,46,50
ROU,Romania,1961,45,50
ROU,Romania,1962,45,50
ROU,Romania,1963,45,50
ROU,Romania,1964,43,47
ROU,Romania,1965,43,47
ROU,Romania,1966,43,47
ROU,Romania,1967,44,47
ROU,Romania,1968,44,46
ROU,Romania,1969,44,46
ROU,Romania,1970,43,46
ROU,Romania,1971,43,46
ROU,Romania,1972,43,45
ROU,Romania,1973,43,45
ROU,Romania,1974,43,45
ROU,Romania,1975,43,45
ROU,Romania,1976,43,45
ROU,Romania,1977,43,46
ROU,Romania,1978,43,46
ROU,Romania,1979,42,45
ROU,Romania,1980,42,45
ROU,Romania,1981,42,45
ROU,Romania,1982,42,44
ROU,Romania,1983,41,45
ROU,Romania,1984,41,45
ROU,Romania,1985,41,45
ROU,Romania,1986,42,45
ROU,Romania,1987,42,45
ROU,Romania,1988,42,45
ROU,Romania,1989,42,45
ROU,Romania,1990,41,44
ROU,Romania,1991,41,44
ROU,Romania,1992,40,44
ROU,Romania,1993,40,44
ROU,Romania,1994,40,44
ROU,Romania,1995,40,44
ROU,Romania,1996,39,44
ROU,Romania,1997,40,44
ROU,Romania,1998,40,44
ROU,Romania,1999,40,43
ROU,Romania,2000,40,44
ROU,Romania,2001,40,44
ROU,Romania,2002,40,43
ROU,Romania,2003,40,44
ROU,Romania,2004,40,44
ROU,Romania,2005,40,44
ROU,Romania,2006,40,44
ROU,Romania,2007,40,44
ROU,Romania,2008,41,44
ROU,Romania,2009,40,44
ROU,Romania,2010,41,44
ROU,Romania,2011,41,44
ROU,Romania,2012,41,44
ROU,Romania,2013,41,44
RUS,Russia,1959,45,49
RUS,Russia,1960,45,48
RUS,Russia,1961,44,47
RUS,Russia,1962,44,47
RUS,Russia,1963,44,47
RUS,Russia,1964,44,47
RUS,Russia,1965,44,47
RUS,Russia,1966,44,46
RUS,Russia,1967,43,47
RUS,Russia,1968,43,46
RUS,Russia,1969,43,46
RUS,Russia,1970,42,46
RUS,Russia,1971,42,45
RUS,Russia,1972,42,45
RUS,Russia,1973,42,45
RUS,Russia,1974,42,45
RUS,Russia,1975,42,45
RUS,Russia,1976,42,45
RUS,Russia,1977,42,45
RUS,Russia,1978,42,45
RUS,Russia,1979,41,45
RUS,Russia,1980,41,45
RUS,Russia,1981,41,44
RUS,Russia,1982,41,44
RUS,Russia,1983,41,44
RUS,Russia,1984,41,44
RUS,Russia,1985,41,44
RUS,Russia,1986,41,44
RUS,Russia,1987,41,44
RUS,Russia,1988,41,44
RUS,Russia,1989,41,44
RUS,Russia,1990,41,44
RUS,Russia,1991,40,44
RUS,Russia,1992,40,43
RUS,Russia,1993,39,43
RUS,Russia,1994,39,43
RUS,Russia,1995,39,43
RUS,Russia,1996,39,43
RUS,Russia,1997,39,43
RUS,Russia,1998,39,43
RUS,Russia,1999,39,43
RUS,Russia,2000,39,43
RUS,Russia,2001,39,43
RUS,Russia,2002,40,43
RUS,Russia,2003,40,43
RUS,Russia,2004,40,43
RUS,Russia,2005,40,43
RUS,Russia,2006,40,43
RUS,Russia,2007,41,44
RUS,Russia,2008,41,44
RUS,Russia,2009,41,44
RUS,Russia,2010,42,44
RUS,Russia,2011,42,44
RUS,Russia,2012,42,44
RUS,Russia,2013,42,44
RUS,Russia,2014,42,45
RUS,Russia,2015,42,45
RUS,Russia,2016,42,45
RUS,Russia,2017,42,45
RUS,Russia,2018,42,45
RUS,Russia,2019,42,45
RUS,Russia,2020,42,45
RUS,Russia,2021,42,45
RUS,Russia,2022,42,45
SVK,Slovakia,1946,47,49
SVK,Slovakia,1947,45,48
SVK,Slovakia,1948,45,49
SVK,Slovakia,1949,45,48
SVK,Slovakia,1950,45,49
SVK,Slovakia,1951,45,48
SVK,Slovakia,1952,45,48
SVK,Slovakia,1953,45,48
SVK,Slovakia,1954,45,47
SVK,Slovakia,1955,45,48
SVK,Slovakia,1956,45,47
SVK,Slovakia,1957,45,47
SVK,Slovakia,1958,44,47
SVK,Slovakia,1959,44,47
SVK,Slovakia,1960,44,46
SVK,Slovakia,1961,43,46
SVK,Slovakia,1962,43,46
SVK,Slovakia,1963,43,46
SVK,Slovakia,1964,43,46
SVK,Slovakia,1965,43,46
SVK,Slovakia,1966,43,46
SVK,Slovakia,1967,43,46
SVK,Slovakia,1968,43,45
SVK,Slovakia,1969,43,45
SVK,Slovakia,1970,42,45
SVK,Slovakia,1971,42,45
SVK,Slovakia,1972,42,45
SVK,Slovakia,1973,42,45
SVK,Slovakia,1974,42,45
SVK,Slovakia,1975,42,44
SVK,Slovakia,1976,42,44
SVK,Slovakia,1977,41,44
SVK,Slovakia,1978,41,44
SVK,Slovakia,1979,41,44
SVK,Slovakia,1980,41,44
SVK,Slovakia,1981,40,44
SVK,Slovakia,1982,40,44
SVK,Slovakia,1983,40,43
SVK,Slovakia,1984,40,43
SVK,Slovakia,1985,40,43
SVK,Slovakia,1986,40,43
SVK,Slovakia,1987,40,43
SVK,Slovakia,1988,40,43
SVK,Slovakia,1989,40,43
SVK,Slovakia,1990,40,43
SVK,Slovakia,1991,40,43
SVK,Slovakia,1992,40,43
SVK,Slovakia,1993,40,43
SVK,Slovakia,1994,40,43
SVK,Slovakia,1995,40,43
SVK,Slovakia,1996,40,43
SVK,Slovakia,1997,40,43
SVK,Slovakia,1998,40,43
SVK,Slovakia,1999,40,43
SVK,Slovakia,2000,40,43
SVK,Slovakia,2001,40,43
SVK,Slovakia,2002,40,43
SVK,Slovakia,2003,40,43
SVK,Slovakia,2004,40,43
SVK,Slovakia,2005,40,44
SVK,Slovakia,2006,41,43
SVK,Slovakia,2007,41,44
SVK,Slovakia,2008,41,44
SVK,Slovakia,2009,41,44
SVK,Slovakia,2010,41,44
SVK,Slovakia,2011,42,44
SVK,Slovakia,2012,41,44
SVK,Slovakia,2013,42,44
SVK,Slovakia,2014,42,44
SVK,Slovakia,2015,41,44
SVK,Slovakia,2016,42,44
SVK,Slovakia,2017,42,44
SVK,Slovakia,2018,42,44
SVK,Slovakia,2019,42,45
SVK,Slovakia,2020,43,46
SVK,Slovakia,2021,43,46
SVK,Slovakia,2022,43,46
SVK,Slovakia,2023,43,46
SVK,Slovakia,2024,43,46
SVN,Slovenia,1950,46,48
SVN,Slovenia,1951,46,48
SVN,Slovenia,1952,46,47
SVN,Slovenia,1953,46,48
SVN,Slovenia,1954,46,48
SVN,Slovenia,1955,45,47
SVN,Slovenia,1956,45,47
SVN,Slovenia,1957,45,47
SVN,Slovenia,1958,45,47
SVN,Slovenia,1959,44,47
SVN,Slovenia,1960,44,47
SVN,Slovenia,1961,44,47
SVN,Slovenia,1962,44,46
SVN,Slovenia,1963,44,47
SVN,Slovenia,1964,44,46
SVN,Slovenia,1965,43,46
SVN,Slovenia,1966,44,46
SVN,Slovenia,1967,43,46
SVN,Slovenia,1968,43,46
SVN,Slovenia,1969,43,46
SVN,Slovenia,1970,43,45
SVN,Slovenia,1971,43,45
SVN,Slovenia,1972,43,45
SVN,Slovenia,1973,43,45
SVN,Slovenia,1974,42,45
SVN,Slovenia,1975,42,45
SVN,Slovenia,1976,42,44
SVN,Slovenia,1977,42,44
SVN,Slovenia,1978,41,43
SVN,Slovenia,1979,41,43
SVN,Slovenia,1980,41,43
SVN,Slovenia,1981,42,45
SVN,Slovenia,1982,42,45
SVN,Slovenia,1983,40,44
SVN,Slovenia,1984,40,44
SVN,Slovenia,1985,40,44
SVN,Slovenia,1986,40,44
SVN,Slovenia,1987,40,44
SVN,Slovenia,1988,40,44
SVN,Slovenia,1989,40,43
SVN,Slovenia,1990,40,43
SVN,Slovenia,1991,40,43
SVN,Slovenia,1992,40,43
SVN,Slovenia,1993,39,43
SVN,Slovenia,1994,39,43
SVN,Slovenia,1995,40,43
SVN,Slovenia,1996,40,43
SVN,Slovenia,1997,40,43
SVN,Slovenia,1998,41,43
SVN,Slovenia,1999,40,43
SVN,Slovenia,2000,40,43
SVN,Slovenia,2001,40,43
SVN,Slovenia,2002,40,43
SVN,Slovenia,2003,40,43
SVN,Slovenia,2004,41,43
SVN,Slovenia,2005,41,43
SVN,Slovenia,2006,41,44
SVN,Slovenia,2007,41,44
SVN,Slovenia,2008,41,44
SVN,Slovenia,2009,41,44
SVN,Slovenia,2010,41,45
SVN,Slovenia,2011,41,44
SVN,Slovenia,2012,42,44
SVN,Slovenia,2013,42,44
SVN,Slovenia,2014,42,44
SVN,Slovenia,2015,42,45
SVN,Slovenia,2016,42,45
SVN,Slovenia,2017,42,45
SVN,Slovenia,2018,42,46
SVN,Slovenia,2019,42,44
SVN,Slovenia,2020,42,45
SVN,Slovenia,2021,42,44
SVN,Slovenia,2022,42,45
SVN,Slovenia,2023,43,45
SVN,Slovenia,2024,42,45
SWE,Sweden,1850,48,49
SWE,Sweden,1851,47,49
SWE,Sweden,1852,47,49
SWE,Sweden,1853,47,49
SWE,Sweden,1854,47,49
SWE,Sweden,1855,48,49
SWE,Sweden,1856,48,49
SWE,Sweden,1857,48,49
SWE,Sweden,1858,48,49
SWE,Sweden,1859,48,49
SWE,Sweden,1860,48,49
SWE,Sweden,1861,48,49
SWE,Sweden,1862,48,49
SWE,Sweden,1863,48,49
SWE,Sweden,1864,48,49
SWE,Sweden,1865,48,49
SWE,Sweden,1866,48,49
SWE,Sweden,1867,48,49
SWE,Sweden,1868,47,49
SWE,Sweden,1869,47,49
SWE,Sweden,1870,47,49
SWE,Sweden,1871,48,49
SWE,Sweden,1872,48,49
SWE,Sweden,1873,48,49
SWE,Sweden,1874,48,49
SWE,Sweden,1875,48,49
SWE,Sweden,1876,48,49
SWE,Sweden,1877,48,49
SWE,Sweden,1878,48,49
SWE,Sweden,1879,48,49
SWE,Sweden,1880,48,49
SWE,Sweden,1881,47,49
SWE,Sweden,1882,48,49
SWE,Sweden,1883,47,49
SWE,Sweden,1884,47,49
SWE,Sweden,1885,47,49
SWE,Sweden,1886,47,49
SWE,Sweden,1887,47,49
SWE,Sweden,1888,47,49
SWE,Sweden,1889,47,49
SWE,Sweden,1890,47,49
SWE,Sweden,1891,48,49
SWE,Sweden,1892,47,49
SWE,Sweden,1893,47,49
SWE,Sweden,1894,47,49
SWE,Sweden,1895,47,49
SWE,Sweden,1896,47,48
SWE,Sweden,1897,47,49
SWE,Sweden,1898,47,49
SWE,Sweden,1899,47,49
SWE,Sweden,1900,47,49
SWE,Sweden,1901,47,49
SWE,Sweden,1902,47,48
SWE,Sweden,1903,47,49
SWE,Sweden,1904,47,48
SWE,Sweden,1905,47,48
SWE,Sweden,1906,47,48
SWE,Sweden,1907,47,48
SWE,Sweden,1908,47,48
SWE,Sweden,1909,47,48
SWE,Sweden,1910,47,48
SWE,Sweden,1911,47,48
SWE,Sweden,1912,47,48
SWE,Sweden,1913,46,48
SWE,Sweden,1914,47,48
SWE,Sweden,1915,46,48
SWE,Sweden,1916,46,48
SWE,Sweden,1917,46,48
SWE,Sweden,1918,46,48
SWE,Sweden,1919,46,48
SWE,Sweden,1920,46,48
SWE,Sweden,1921,46,48
SWE,Sweden,1922,46,48
SWE,Sweden,1923,46,48
SWE,Sweden,1924,46,48
SWE,Sweden,1925,46,48
SWE,Sweden,1926,46,48
SWE,Sweden,1927,46,48
SWE,Sweden,1928,46,47
SWE,Sweden,1929,45,47
SWE,Sweden,1930,45,47
SWE,Sweden,1931,45,47
SWE,Sweden,1932,45,47
SWE,Sweden,1933,45,47
SWE,Sweden,1934,45,47
SWE,Sweden,1935,45,47
SWE,Sweden,1936,45,47
SWE,Sweden,1937,45,47
SWE,Sweden,1938,45,47
SWE,Sweden,1939,45,47
SWE,Sweden,1940,45,47
SWE,Sweden,1941,44,46
SWE,Sweden,1942,45,46
SWE,Sweden,1943,45,47
SWE,Sweden,1944,45,47
SWE,Sweden,1945,45,46
SWE,Sweden,1946,45,47
SWE,Sweden,1947,45,47
SWE,Sweden,1948,44,47
SWE,Sweden,1949,44,47
SWE,Sweden,1950,44,47
SWE,Sweden,1951,44,46
SWE,Sweden,1952,44,46
SWE,Sweden,1953,44,46
SWE,Sweden,1954,44,46
SWE,Sweden,1955,44,46
SWE,Sweden,1956,44,46
SWE,Sweden,1957,44,46
SWE,Sweden,1958,43,46
SWE,Sweden,1959,43,46
SWE,Sweden,1960,43,46
SWE,Sweden,1961,43,46
SWE,Sweden,1962,43,45
SWE,Sweden,1963,43,45
SWE,Sweden,1964,43,45
SWE,Sweden,1965,43,45
SWE,Sweden,1966,42,45
SWE,Sweden,1967,43,45
SWE,Sweden,1968,42,44
SWE,Sweden,1969,42,45
SWE,Sweden,1970,42,45
SWE,Sweden,1971,42,44
SWE,Sweden,1972,42,44
SWE,Sweden,1973,41,44
SWE,Sweden,1974,41,44
SWE,Sweden,1975,41,44
SWE,Sweden,1976,40,44
SWE,Sweden,1977,40,43
SWE,Sweden,1978,40,43
SWE,Sweden,1979,41,43
SWE,Sweden,1980,41,44
SWE,Sweden,1981,41,44
SWE,Sweden,1982,41,44
SWE,Sweden,1983,41,44
SWE,Sweden,1984,41,44
SWE,Sweden,1985,41,44
SWE,Sweden,1986,41,44
SWE,Sweden,1987,41,44
SWE,Sweden,1988,41,44
SWE,Sweden,1989,42,44
SWE,Sweden,1990,42,44
SWE,Sweden,1991,42,44
SWE,Sweden,1992,42,44
SWE,Sweden,1993,42,44
SWE,Sweden,1994,42,44
SWE,Sweden,1995,42,44
SWE,Sweden,1996,42,44
SWE,Sweden,1997,42,44
SWE,Sweden,1998,42,44
SWE,Sweden,1999,42,44
SWE,Sweden,2000,42,44
SWE,Sweden,2001,42,44
SWE,Sweden,2002,42,45
SWE,Sweden,2003,42,45
SWE,Sweden,2004,43,44
SWE,Sweden,2005,43,45
SWE,Sweden,2006,43,44
SWE,Sweden,2007,43,45
SWE,Sweden,2008,43,45
SWE,Sweden,2009,43,45
SWE,Sweden,2010,43,45
SWE,Sweden,2011,43,45
SWE,Sweden,2012,43,46
SWE,Sweden,2013,43,45
SWE,Sweden,2014,43,45
SWE,Sweden,2015,43,46
SWE,Sweden,2016,43,46
SWE,Sweden,2017,43,46
SWE,Sweden,2018,43,46
SWE,Sweden,2019,43,46
SWE,Sweden,2020,43,46
SWE,Sweden,2021,43,46
SWE,Sweden,2022,43,46
SWE,Sweden,2023,43,46
SWE,Sweden,2024,43,46
TWN,Taiwan,1947,47,49
TWN,Taiwan,1948,47,49
TWN,Taiwan,1949,48,49
TWN,Taiwan,1950,48,49
TWN,Taiwan,1951,48,49
TWN,Taiwan,1952,48,49
TWN,Taiwan,1953,48,49
TWN,Taiwan,1954,48,49
TWN,Taiwan,1955,48,49
TWN,Taiwan,1956,48,49
TWN,Taiwan,1957,47,49
TWN,Taiwan,1958,47,49
TWN,Taiwan,1959,47,49
TWN,Taiwan,1960,47,48
TWN,Taiwan,1961,47,48
TWN,Taiwan,1962,47,48
TWN,Taiwan,1963,47,48
TWN,Taiwan,1964,46,48
TWN,Taiwan,1965,46,48
TWN,Taiwan,1966,46,48
TWN,Taiwan,1967,45,47
TWN,Taiwan,1968,45,47
TWN,Taiwan,1969,45,47
TWN,Taiwan,1970,44,47
TWN,Taiwan,1971,44,46
TWN,Taiwan,1972,43,46
TWN,Taiwan,1973,43,46
TWN,Taiwan,1974,43,45
TWN,Taiwan,1975,42,44
TWN,Taiwan,1976,42,50
TWN,Taiwan,1977,42,45
TWN,Taiwan,1978,41,45
TWN,Taiwan,1979,41,44
TWN,Taiwan,1980,40,45
TWN,Taiwan,1981,40,44
TWN,Taiwan,1982,40,44
TWN,Taiwan,1983,39,44
TWN,Taiwan,1984,39,43
TWN,Taiwan,1985,38,43
TWN,Taiwan,1986,38,43
TWN,Taiwan,1987,38,42
TWN,Taiwan,1988,38,42
TWN,Taiwan,1989,39,42
TWN,Taiwan,1990,39,42
TWN,Taiwan,1991,39,42
TWN,Taiwan,1992,39,42
TWN,Taiwan,1993,39,42
TWN,Taiwan,1994,39,43
TWN,Taiwan,1995,40,42
TWN,Taiwan,1996,40,43
TWN,Taiwan,1997,40,43
TWN,Taiwan,1998,40,43
TWN,Taiwan,1999,40,43
TWN,Taiwan,2000,40,43
TWN,Taiwan,2001,40,43
TWN,Taiwan,2002,40,43
TWN,Taiwan,2003,40,43
TWN,Taiwan,2004,40,43
TWN,Taiwan,2005,40,43
TWN,Taiwan,2006,40,43
TWN,Taiwan,2007,40,43
TWN,Taiwan,2008,40,43
TWN,Taiwan,2009,40,43
TWN,Taiwan,2010,41,43
TWN,Taiwan,2011,41,43
TWN,Taiwan,2012,41,43
TWN,Taiwan,2013,41,44
TWN,Taiwan,2014,42,44
TWN,Taiwan,2015,42,44
TWN,Taiwan,2016,42,44
TWN,Taiwan,2017,42,44
TWN,Taiwan,2018,42,45
TWN,Taiwan,2019,42,44
TWN,Taiwan,2020,42,45
TWN,Taiwan,2021,42,45
TWN,Taiwan,2022,42,45
TWN,Taiwan,2023,42,45
TWN,Taiwan,2024,42,46
UKR,Ukraine,1959,43,47
UKR,Ukraine,1960,43,46
UKR,Ukraine,1961,43,46
UKR,Ukraine,1962,43,46
UKR,Ukraine,1963,43,46
UKR,Ukraine,1964,43,46
UKR,Ukraine,1965,43,46
UKR,Ukraine,1966,43,46
UKR,Ukraine,1967,42,46
UKR,Ukraine,1968,42,46
UKR,Ukraine,1969,42,46
UKR,Ukraine,1970,42,45
UKR,Ukraine,1971,42,45
UKR,Ukraine,1972,42,45
UKR,Ukraine,1973,42,45
UKR,Ukraine,1974,42,44
UKR,Ukraine,1975,42,45
UKR,Ukraine,1976,42,44
UKR,Ukraine,1977,42,45
UKR,Ukraine,1978,41,45
UKR,Ukraine,1979,41,45
UKR,Ukraine,1980,41,44
UKR,Ukraine,1981,41,44
UKR,Ukraine,1982,41,44
UKR,Ukraine,1983,41,44
UKR,Ukraine,1984,41,44
UKR,Ukraine,1985,41,44
UKR,Ukraine,1986,41,44
UKR,Ukraine,1987,41,44
UKR,Ukraine,1988,41,44
UKR,Ukraine,1989,40,44
UKR,Ukraine,1990,40,43
UKR,Ukraine,1991,40,43
UKR,Ukraine,1992,40,43
UKR,Ukraine,1993,39,43
UKR,Ukraine,1994,39,43
UKR,Ukraine,1995,39,43
UKR,Ukraine,1996,38,43
UKR,Ukraine,1997,39,42
UKR,Ukraine,1998,39,43
UKR,Ukraine,1999,38,43
UKR,Ukraine,2000,38,43
UKR,Ukraine,2001,38,42
UKR,Ukraine,2002,39,42
UKR,Ukraine,2003,39,42
UKR,Ukraine,2004,39,43
UKR,Ukraine,2005,39,43
UKR,Ukraine,2006,40,43
UKR,Ukraine,2007,40,43
UKR,Ukraine,2008,40,43
UKR,Ukraine,2009,41,43
UKR,Ukraine,2010,41,44
UKR,Ukraine,2011,41,44
UKR,Ukraine,2012,41,44
UKR,Ukraine,2013,41,44
UKR,Ukraine,2014,42,45
UKR,Ukraine,2015,42,45
UKR,Ukraine,2016,42,45
UKR,Ukraine,2017,42,45
UKR,Ukraine,2018,42,45
UKR,Ukraine,2019,42,45
UKR,Ukraine,2020,42,45
UKR,Ukraine,2021,42,45
USA,United States of America,1917,46,48
USA,United States of America,1918,47,49
USA,United States of America,1919,46,48
USA,United States of America,1920,46,48
USA,United States of America,1921,46,48
USA,United States of America,1922,46,48
USA,United States of America,1923,46,48
USA,United States of America,1924,46,48
USA,United States of America,1925,46,48
USA,United States of America,1926,46,48
USA,United States of America,1927,46,48
USA,United States of America,1928,46,48
USA,United States of America,1929,45,48
USA,United States of America,1930,45,48
USA,United States of America,1931,45,48
USA,United States of America,1932,45,48
USA,United States of America,1933,45,47
USA,United States of America,1934,44,47
USA,United States of America,1935,44,47
USA,United States of America,1936,44,47
USA,United States of America,1937,44,47
USA,United States of America,1938,44,46
USA,United States of America,1939,44,47
USA,United States of America,1940,44,46
USA,United States of America,1941,43,46
USA,United States of America,1942,43,46
USA,United States of America,1943,43,46
USA,United States of America,1944,43,46
USA,United States of America,1945,43,46
USA,United States of America,1946,44,46
USA,United States of America,1947,44,46
USA,United States of America,1948,44,46
USA,United States of America,1949,44,46
USA,United States of America,1950,43,46
USA,United States of America,1951,44,46
USA,United States of America,1952,44,46
