code,country,year,wall_200,wall_1000
IRL,Ireland,2002,43,45
IRL,Ireland,2003,43,45
IRL,Ireland,2004,43,45
IRL,Ireland,2005,43,45
IRL,Ireland,2006,43,46
IRL,Ireland,2007,43,46
IRL,Ireland,2008,43,46
IRL,Ireland,2009,44,46
IRL,Ireland,2010,44,46
IRL,Ireland,2011,43,46
IRL,Ireland,2012,44,46
IRL,Ireland,2013,44,46
IRL,Ireland,2014,44,47
IRL,Ireland,2015,44,46
IRL,Ireland,2016,44,47
IRL,Ireland,2017,44,47
IRL,Ireland,2018,44,47
IRL,Ireland,2019,44,47
IRL,Ireland,2020,44,47
IRL,Ireland,2021,44,47
IRL,Ireland,2022,44,47
IRL,Ireland,2023,45,47
ISL,Iceland,1853,48,49
ISL,Iceland,1854,48,49
ISL,Iceland,1855,48,49
ISL,Iceland,1856,47,49
ISL,Iceland,1857,48,49
ISL,Iceland,1858,48,49
ISL,Iceland,1859,48,49
ISL,Iceland,1860,47,49
ISL,Iceland,1861,48,49
ISL,Iceland,1862,48,49
ISL,Iceland,1863,48,49
ISL,Iceland,1864,48,49
ISL,Iceland,1865,48,49
ISL,Iceland,1866,48,49
ISL,Iceland,1867,48,49
ISL,Iceland,1868,47,49
ISL,Iceland,1869,47,49
ISL,Iceland,1870,47,49
ISL,Iceland,1871,47,49
ISL,Iceland,1872,47,49
ISL,Iceland,1873,48,49
ISL,Iceland,1874,48,49
ISL,Iceland,1875,48,49
ISL,Iceland,1876,48,49
ISL,Iceland,1877,47,49
ISL,Iceland,1878,47,49
ISL,Iceland,1879,47,48
ISL,Iceland,1880,47,49
ISL,Iceland,1881,47,49
ISL,Iceland,1882,47,48
ISL,Iceland,1883,47,49
ISL,Iceland,1884,47,48
ISL,Iceland,1885,47,49
ISL,Iceland,1886,47,49
ISL,Iceland,1887,47,49
ISL,Iceland,1888,47,48
ISL,Iceland,1889,47,48
ISL,Iceland,1890,47,48
ISL,Iceland,1891,47,48
ISL,Iceland,1892,47,48
ISL,Iceland,1893,47,49
ISL,Iceland,1894,47,49
ISL,Iceland,1895,47,49
ISL,Iceland,1896,47,49
ISL,Iceland,1897,47,49
ISL,Iceland,1898,47,48
ISL,Iceland,1899,47,48
ISL,Iceland,1900,47,48
ISL,Iceland,1901,47,48
ISL,Iceland,1902,47,48
ISL,Iceland,1903,47,48
ISL,Iceland,1904,47,48
ISL,Iceland,1905,47,48
ISL,Iceland,1906,47,48
ISL,Iceland,1907,47,48
ISL,Iceland,1908,47,48
ISL,Iceland,1909,47,48
ISL,Iceland,1910,47,48
ISL,Iceland,1911,47,48
ISL,Iceland,1912,47,48
ISL,Iceland,1913,47,48
ISL,Iceland,1914,47,48
ISL,Iceland,1915,47,48
ISL,Iceland,1916,47,48
ISL,Iceland,1917,47,48
ISL,Iceland,1918,47,48
ISL,Iceland,1919,47,49
ISL,Iceland,1920,47,48
ISL,Iceland,1921,47,48
ISL,Iceland,1922,47,48
ISL,Iceland,1923,47,48
ISL,Iceland,1924,47,48
ISL,Iceland,1925,47,48
ISL,Iceland,1926,47,48
ISL,Iceland,1927,47,48
ISL,Iceland,1928,47,48
ISL,Iceland,1929,47,48
ISL,Iceland,1930,47,48
ISL,Iceland,1931,47,48
ISL,Iceland,1932,47,48
ISL,Iceland,1933,47,48
ISL,Iceland,1934,47,48
ISL,Iceland,1935,46,48
ISL,Iceland,1936,47,48
ISL,Iceland,1937,46,48
ISL,Iceland,1938,46,48
ISL,Iceland,1939,46,48
ISL,Iceland,1940,46,48
ISL,Iceland,1941,46,48
ISL,Iceland,1942,46,48
ISL,Iceland,1943,46,48
ISL,Iceland,1944,46,48
ISL,Iceland,1945,46,48
ISL,Iceland,1946,46,48
ISL,Iceland,1947,46,48
ISL,Iceland,1948,46,48
ISL,Iceland,1949,46,48
ISL,Iceland,1950,46,48
ISL,Iceland,1951,46,48
ISL,Iceland,1952,46,48
ISL,Iceland,1953,46,48
ISL,Iceland,1954,46,48
ISL,Iceland,1955,46,48
ISL,Iceland,1956,46,48
ISL,Iceland,1957,46,48
ISL,Iceland,1958,46,48
ISL,Iceland,1959,46,48
ISL,Iceland,1960,45,46
ISL,Iceland,1961,45,46
ISL,Iceland,1962,45,46
ISL,Iceland,1963,44,46
ISL,Iceland,1964,45,48
ISL,Iceland,1965,45,48
ISL,Iceland,1966,46,49
ISL,Iceland,1967,45,48
ISL,Iceland,1968,45,48
ISL,Iceland,1969,44,45
ISL,Iceland,1970,44,46
ISL,Iceland,1971,44,47
ISL,Iceland,1972,44,46
ISL,Iceland,1973,44,48
ISL,Iceland,1974,44,45
ISL,Iceland,1975,44,45
ISL,Iceland,1976,44,45
ISL,Iceland,1977,42,46
ISL,Iceland,1978,42,45
ISL,Iceland,1979,42,47
ISL,Iceland,1980,42,45
ISL,Iceland,1981,43,44
ISL,Iceland,1982,43,44
ISL,Iceland,1983,41,44
ISL,Iceland,1984,41,43
ISL,Iceland,1985,41,45
ISL,Iceland,1986,42,44
ISL,Iceland,1987,42,45
ISL,Iceland,1988,42,44
ISL,Iceland,1989,42,45
ISL,Iceland,1990,41,44
ISL,Iceland,1991,43,44
ISL,Iceland,1992,43,44
ISL,Iceland,1993,42,44
ISL,Iceland,1994,42,44
ISL,Iceland,1995,42,45
ISL,Iceland,1996,42,46
ISL,Iceland,1997,43,44
ISL,Iceland,1998,43,44
ISL,Iceland,1999,42,44
ISL,Iceland,2000,42,46
ISL,Iceland,2001,43,44
ISL,Iceland,2002,42,46
ISL,Iceland,2003,43,43
ISL,Iceland,2004,43,45
ISL,Iceland,2005,42,45
ISL,Iceland,2006,43,44
ISL,Iceland,2007,43,45
ISL,Iceland,2008,43,46
ISL,Iceland,2009,43,45
ISL,Iceland,2010,43,44
ISL,Iceland,2011,43,48
ISL,Iceland,2012,43,46
ISL,Iceland,2013,44,46
ISL,Iceland,2014,42,46
ISL,Iceland,2015,43,47
ISL,Iceland,2016,42,48
ISL,Iceland,2017,43,46
ISL,Iceland,2018,44,46
ISL,Iceland,2019,42,49
ISL,Iceland,2020,43,46
ISL,Iceland,2021,44,45
ISL,Iceland,2022,43,49
ISL,Iceland,2023,43,46
ISL,Iceland,2024,45,48
ITA,Italy,1930,47,48
ITA,Italy,1931,47,48
ITA,Italy,1932,46,48
ITA,Italy,1933,46,48
ITA,Italy,1934,46,48
ITA,Italy,1935,46,48
ITA,Italy,1936,46,48
ITA,Italy,1937,46,48
ITA,Italy,1938,46,48
ITA,Italy,1939,46,48
ITA,Italy,1940,46,48
ITA,Italy,1941,46,48
ITA,Italy,1942,46,48
ITA,Italy,1943,46,48
ITA,Italy,1944,46,48
ITA,Italy,1945,46,48
ITA,Italy,1946,46,48
ITA,Italy,1947,46,48
ITA,Italy,1948,46,48
ITA,Italy,1949,46,48
ITA,Italy,1950,46,48
ITA,Italy,1951,46,48
ITA,Italy,1952,45,47
ITA,Italy,1953,45,47
ITA,Italy,1954,45,47
ITA,Italy,1955,45,47
ITA,Italy,1956,45,47
ITA,Italy,1957,45,47
ITA,Italy,1958,44,47
ITA,Italy,1959,44,47
ITA,Italy,1960,44,47
ITA,Italy,1961,44,47
ITA,Italy,1962,44,46
ITA,Italy,1963,44,46
ITA,Italy,1964,44,46
ITA,Italy,1965,44,47
ITA,Italy,1966,44,47
ITA,Italy,1967,44,46
ITA,Italy,1968,44,46
ITA,Italy,1969,44,46
ITA,Italy,1970,44,46
ITA,Italy,1971,44,46
ITA,Italy,1972,44,46
ITA,Italy,1973,43,46
ITA,Italy,1974,44,46
ITA,Italy,1975,43,46
ITA,Italy,1976,43,46
ITA,Italy,1977,43,46
ITA,Italy,1978,43,45
ITA,Italy,1979,42,45
ITA,Italy,1980,42,45
ITA,Italy,1981,42,45
ITA,Italy,1982,42,44
ITA,Italy,1983,41,44
ITA,Italy,1984,41,44
ITA,Italy,1985,41,44
ITA,Italy,1986,41,44
ITA,Italy,1987,41,44
ITA,Italy,1988,41,44
ITA,Italy,1989,41,44
ITA,Italy,1990,41,44
ITA,Italy,1991,41,44
ITA,Italy,1992,42,44
ITA,Italy,1993,41,44
ITA,Italy,1994,42,44
ITA,Italy,1995,42,44
ITA,Italy,1996,42,44
ITA,Italy,1997,42,45
ITA,Italy,1998,42,44
ITA,Italy,1999,42,44
ITA,Italy,2000,42,44
ITA,Italy,2001,42,44
ITA,Italy,2002,42,44
ITA,Italy,2003,42,44
ITA,Italy,2004,42,45
ITA,Italy,2005,42,45
ITA,Italy,2006,43,45
ITA,Italy,2007,43,45
ITA,Italy,2008,43,45
ITA,Italy,2009,43,45
ITA,Italy,2010,43,46
ITA,Italy,2011,43,46
ITA,Italy,2012,43,46
ITA,Italy,2013,43,46
ITA,Italy,2014,43,46
ITA,Italy,2015,43,46
ITA,Italy,2016,43,46
ITA,Italy,2017,44,47
ITA,Italy,2018,44,47
ITA,Italy,2019,44,47
ITA,Italy,2020,44,47
ITA,Italy,2021,44,47
ITA,Italy,2022,44,47
ITA,Italy,2023,44,47
ITA,Italy,2024,44,50
JPN,Japan,1925,47,48
JPN,Japan,1926,47,48
JPN,Japan,1927,47,48
JPN,Japan,1928,47,48
JPN,Japan,1929,47,48
JPN,Japan,1930,47,48
JPN,Japan,1937,47,48
JPN,Japan,1938,47,48
JPN,Japan,1939,47,48
JPN,Japan,1940,47,48
JPN,Japan,1947,46,55
JPN,Japan,1948,46,49
JPN,Japan,1949,45,48
JPN,Japan,1950,45,47
JPN,Japan,1951,44,46
JPN,Japan,1952,44,46
JPN,Japan,1953,44,46
JPN,Japan,1954,43,46
JPN,Japan,1955,43,45
JPN,Japan,1956,43,45
JPN,Japan,1957,42,45
JPN,Japan,1958,42,45
JPN,Japan,1959,42,45
JPN,Japan,1960,41,44
JPN,Japan,1961,41,44
JPN,Japan,1962,41,44
JPN,Japan,1963,40,44
JPN,Japan,1964,40,43
JPN,Japan,1965,40,43
JPN,Japan,1966,40,43
JPN,Japan,1967,40,43
JPN,Japan,1968,40,43
JPN,Japan,1969,40,43
JPN,Japan,1970,40,43
JPN,Japan,1971,40,43
JPN,Japan,1972,40,43
JPN,Japan,1973,40,43
JPN,Japan,1974,39,43
JPN,Japan,1975,39,43
JPN,Japan,1976,39,42
JPN,Japan,1977,39,42
JPN,Japan,1978,39,42
JPN,Japan,1979,39,42
JPN,Japan,1980,39,42
JPN,Japan,1981,39,42
JPN,Japan,1982,39,42
JPN,Japan,1983,39,42
JPN,Japan,1984,39,42
JPN,Japan,1985,39,42
JPN,Japan,1986,39,42
JPN,Japan,1987,39,42
JPN,Japan,1988,39,42
JPN,Japan,1989,39,42
JPN,Japan,1990,40,42
JPN,Japan,1991,40,42
JPN,Japan,1992,40,42
JPN,Japan,1993,40,43
JPN,Japan,1994,40,43
JPN,Japan,1995,40,43
JPN,Japan,1996,40,43
JPN,Japan,1997,40,43
JPN,Japan,1998,40,43
JPN,Japan,1999,40,43
JPN,Japan,2000,41,43
JPN,Japan,2001,41,43
JPN,Japan,2002,41,43
JPN,Japan,2003,41,43
JPN,Japan,2004,41,43
JPN,Japan,2005,41,43
JPN,Japan,2006,41,43
JPN,Japan,2007,41,44
JPN,Japan,2008,41,44
JPN,Japan,2009,42,44
JPN,Japan,2010,42,44
JPN,Japan,2011,42,44
JPN,Japan,2012,42,44
JPN,Japan,2013,42,44
JPN,Japan,2014,42,44
JPN,Japan,2015,42,44
JPN,Japan,2016,43,44
JPN,Japan,2017,43,44
JPN,Japan,2018,43,44
JPN,Japan,2019,43,45
JPN,Japan,2020,43,45
JPN,Japan,2021,43,45
JPN,Japan,2022,43,45
JPN,Japan,2023,43,45
JPN,Japan,2024,43,45
KOR,Republic of Korea,1960,47,49
KOR,Republic of Korea,1961,48,49
KOR,Republic of Korea,1962,47,49
KOR,Republic of Korea,1963,47,49
KOR,Republic of Korea,1964,47,48
KOR,Republic of Korea,1965,47,48
KOR,Republic of Korea,1966,47,48
KOR,Republic of Korea,1967,46,48
KOR,Republic of Korea,1968,46,48
KOR,Republic of Korea,1969,46,48
KOR,Republic of Korea,1970,46,48
KOR,Republic of Korea,1971,46,48
KOR,Republic of Korea,1972,45,47
KOR,Republic of Korea,1973,46,48
KOR,Republic of Korea,1974,45,47
KOR,Republic of Korea,1975,45,47
KOR,Republic of Korea,1976,44,46
KOR,Republic of Korea,1977,43,46
KOR,Republic of Korea,1978,42,45
KOR,Republic of Korea,1979,41,44
KOR,Republic of Korea,1980,41,43
KOR,Republic of Korea,1981,41,43
KOR,Republic of Korea,1982,40,42
KOR,Republic of Korea,1983,41,43
KOR,Republic of Korea,1984,38,42
KOR,Republic of Korea,1985,37,42
KOR,Republic of Korea,1986,36,42
KOR,Republic of Korea,1987,36,40
KOR,Republic of Korea,1988,36,40
KOR,Republic of Korea,1989,36,39
KOR,Republic of Korea,1990,36,39
KOR,Republic of Korea,1991,38,42
KOR,Republic of Korea,1992,38,42
KOR,Republic of Korea,1993,39,42
KOR,Republic of Korea,1994,39,42
KOR,Republic of Korea,1995,39,42
KOR,Republic of Korea,1996,39,43
KOR,Republic of Korea,1997,39,43
KOR,Republic of Korea,1998,39,43
KOR,Republic of Korea,1999,39,43
KOR,Republic of Korea,2000,40,43
KOR,Republic of Korea,2001,40,43
KOR,Republic of Korea,2002,39,43
KOR,Republic of Korea,2003,40,43
KOR,Republic of Korea,2004,40,43
KOR,Republic of Korea,2005,40,43
KOR,Republic of Korea,2006,40,43
KOR,Republic of Korea,2007,40,43
KOR,Republic of Korea,2008,40,43
KOR,Republic of Korea,2009,40,43
KOR,Republic of Korea,2010,41,43
KOR,Republic of Korea,2011,41,43
KOR,Republic of Korea,2012,41,43
KOR,Republic of Korea,2013,41,43
KOR,Republic of Korea,2014,41,44
KOR,Republic of Korea,2015,41,44
KOR,Republic of Korea,2016,41,44
KOR,Republic of Korea,2017,41,44
KOR,Republic of Korea,2018,42,44
KOR,Republic of Korea,2019,42,44
KOR,Republic of Korea,2020,42,44
KOR,Republic of Korea,2021,42,44
KOR,Republic of Korea,2022,42,44
KOR,Republic of Korea,2023,42,44
KOR,Republic of Korea,2024,42,44
LTU,Lithuania,1959,45,49
LTU,Lithuania,1960,45,48
LTU,Lithuania,1961,45,49
LTU,Lithuania,1962,45,49
LTU,Lithuania,1963,45,47
LTU,Lithuania,1964,45,48
LTU,Lithuania,1965,44,47
LTU,Lithuania,1966,45,47
LTU,Lithuania,1967,44,47
LTU,Lithuania,1968,44,47
LTU,Lithuania,1969,44,47
LTU,Lithuania,1970,43,46
LTU,Lithuania,1971,44,47
LTU,Lithuania,1972,44,46
LTU,Lithuania,1973,44,45
LTU,Lithuania,1974,43,46
LTU,Lithuania,1975,43,45
LTU,Lithuania,1976,43,46
LTU,Lithuania,1977,43,46
LTU,Lithuania,1978,43,45
LTU,Lithuania,1979,43,45
LTU,Lithuania,1980,42,45
LTU,Lithuania,1981,43,46
LTU,Lithuania,1982,43,46
LTU,Lithuania,1983,43,46
LTU,Lithuania,1984,43,45
LTU,Lithuania,1985,42,45
LTU,Lithuania,1986,42,45
LTU,Lithuania,1987,42,45
LTU,Lithuania,1988,42,45
LTU,Lithuania,1989,41,44
LTU,Lithuania,1990,41,44
LTU,Lithuania,1991,41,44
LTU,Lithuania,1992,41,43
LTU,Lithuania,1993,41,44
LTU,Lithuania,1994,40,43
LTU,Lithuania,1995,40,43
LTU,Lithuania,1996,41,44
LTU,Lithuania,1997,40,44
LTU,Lithuania,1998,40,43
LTU,Lithuania,1999,41,44
LTU,Lithuania,2000,40,43
LTU,Lithuania,2001,41,44
LTU,Lithuania,2002,41,44
LTU,Lithuania,2003,41,44
LTU,Lithuania,2004,41,44
LTU,Lithuania,2005,41,44
LTU,Lithuania,2006,41,44
LTU,Lithuania,2007,41,44
LTU,Lithuania,2008,41,44
LTU,Lithuania,2009,41,44
LTU,Lithuania,2010,41,44
LTU,Lithuania,2011,41,44
LTU,Lithuania,2012,42,44
LTU,Lithuania,2013,42,44
LTU,Lithuania,2014,42,44
LTU,Lithuania,2015,42,44
LTU,Lithuania,2016,42,45
LTU,Lithuania,2017,42,44
LTU,Lithuania,2018,42,45
LTU,Lithuania,2019,42,44
LTU,Lithuania,2020,43,45
LTU,Lithuania,2021,43,46
LTU,Lithuania,2022,43,46
LTU,Lithuania,2023,43,46
LTU,Lithuania,2024,43,46
LVA,Latvia,1965,43,45
LVA,Latvia,1966,42,45
LVA,Latvia,1967,42,45
LVA,Latvia,1968,42,45
LVA,Latvia,1969,42,44
LVA,Latvia,1970,42,44
LVA,Latvia,1971,42,44
LVA,Latvia,1972,42,44
LVA,Latvia,1973,42,44
LVA,Latvia,1974,42,44
LVA,Latvia,1975,42,44
LVA,Latvia,1976,42,44
LVA,Latvia,1977,42,44
LVA,Latvia,1978,41,43
LVA,Latvia,1979,41,43
LVA,Latvia,1980,41,43
LVA,Latvia,1981,41,43
LVA,Latvia,1982,41,43
LVA,Latvia,1983,41,43
LVA,Latvia,1984,41,43
LVA,Latvia,1985,41,43
LVA,Latvia,1986,41,43
LVA,Latvia,1987,41,43
LVA,Latvia,1988,42,43
LVA,Latvia,1989,41,43
LVA,Latvia,1990,41,43
LVA,Latvia,1991,41,43
LVA,Latvia,1992,41,43
LVA,Latvia,1993,40,43
LVA,Latvia,1994,41,43
LVA,Latvia,1995,41,43
LVA,Latvia,1996,40,43
LVA,Latvia,1997,41,44
LVA,Latvia,1998,41,44
LVA,Latvia,1999,41,44
LVA,Latvia,2000,41,44
LVA,Latvia,2001,41,44
LVA,Latvia,2002,41,44
LVA,Latvia,2003,41,44
LVA,Latvia,2004,41,44
LVA,Latvia,2005,41,44
LVA,Latvia,2006,41,44
LVA,Latvia,2007,42,44
LVA,Latvia,2008,42,44
LVA,Latvia,2009,42,44
MDA,Moldova,1961,46,48
MDA,Moldova,1979,42,44
MDA,Moldova,1980,42,44
MDA,Moldova,1981,42,44
MDA,Moldova,1982,42,43
MDA,Moldova,1983,42,43
MDA,Moldova,1984,42,43
MDA,Moldova,1985,42,43
MDA,Moldova,1986,42,43
MDA,Moldova,1987,42,44
MDA,Moldova,1988,42,44
MDA,Moldova,1989,42,43
MDA,Moldova,1990,41,43
MDA,Moldova,1991,41,43
MDA,Moldova,1992,41,42
MDA,Moldova,1993,40,42
MDA,Moldova,1994,40,42
MDA,Moldova,1995,40,42
MDA,Moldova,1996,40,43
MDA,Moldova,1997,40,43
MDA,Moldova,1998,40,43
MDA,Moldova,1999,40,42
MDA,Moldova,2000,39,42
MDA,Moldova,2001,39,42
MDA,Moldova,2002,39,42
MDA,Moldova,2003,40,42
MDA,Moldova,2004,40,42
MDA,Moldova,2005,40,43
MDA,Moldova,2006,40,43
MDA,Moldova,2007,40,43
MDA,Moldova,2008,40,43
MDA,Moldova,2009,41,43
MDA,Moldova,2010,41,44
MDA,Moldova,2011,41,44
MDA,Moldova,2012,41,44
MDA,Moldova,2013,41,44
MDA,Moldova,2014,41,44
MDA,Moldova,2015,42,45
MDA,Moldova,2016,42,45
MDA,Moldova,2017,42,46
MDA,Moldova,2018,42,45
MDA,Moldova,2019,43,46
MDA,Moldova,2020,43,46
MDA,Moldova,2021,43,46
MDA,Moldova,2022,43,46
MDA,Moldova,2023,43,46
MDA,Moldova,2024,43,46
MKD,Macedonia,1950,50,50
MKD,Macedonia,1951,50,50
MKD,Macedonia,1952,50,50
MKD,Macedonia,1953,50,50
MKD,Macedonia,1954,50,50
MKD,Macedonia,1955,50,50
MKD,Macedonia,1956,49,50
MKD,Macedonia,1957,48,50
MKD,Macedonia,1958,47,49
MKD,Macedonia,1959,46,48
MKD,Macedonia,1960,49,50
MKD,Macedonia,1961,50,50
MKD,Macedonia,1962,50,50
MKD,Macedonia,1963,50,50
MKD,Macedonia,1964,50,50
MKD,Macedonia,1965,50,50
MKD,Macedonia,1966,49,50
MKD,Macedonia,1967,45,48
MKD,Macedonia,1968,44,46
MKD,Macedonia,1969,44,47
MKD,Macedonia,1970,45,50
MKD,Macedonia,1971,45,50
MKD,Macedonia,1972,45,48
MKD,Macedonia,1973,44,47
MKD,Macedonia,1974,45,50
MKD,Macedonia,1975,44,46
MKD,Macedonia,1976,43,46
MKD,Macedonia,1977,43,46
MKD,Macedonia,1978,43,46
MKD,Macedonia,1979,43,47
MKD,Macedonia,1980,42,46
MKD,Macedonia,1981,42,45
MKD,Macedonia,1982,42,45
MKD,Macedonia,1983,42,45
MKD,Macedonia,1984,42,44
MKD,Macedonia,1985,42,45
MKD,Macedonia,1986,41,43
MKD,Macedonia,1987,41,43
MKD,Macedonia,1988,41,43
MKD,Macedonia,1989,40,42
MKD,Macedonia,1990,41,43
MKD,Macedonia,1991,40,42
MKD,Macedonia,1992,40,42
MKD,Macedonia,1993,40,43
MKD,Macedonia,1994,41,43
MKD,Macedonia,1995,41,44
MKD,Macedonia,1996,40,42
MKD,Macedonia,1997,40,42
MKD,Macedonia,1998,40,42
MKD,Macedonia,1999,40,42
MKD,Macedonia,2000,40,42
MKD,Macedonia,2001,40,42
MKD,Macedonia,2002,40,43
MKD,Macedonia,2003,40,42
MKD,Macedonia,2004,40,43
MKD,Macedonia,2005,40,43
MKD,Macedonia,2006,40,43
MKD,Macedonia,2007,40,43
MKD,Macedonia,2008,40,43
MKD,Macedonia,2009,41,44
MKD,Macedonia,2010,41,44
MKD,Macedonia,2011,41,44
MKD,Macedonia,2012,41,44
MKD,Macedonia,2013,41,45
MKD,Macedonia,2014,41,45
MKD,Macedonia,2015,41,45
MKD,Macedonia,2016,42,45
MKD,Macedonia,2017,42,45
MKD,Macedonia,2018,42,46
MKD,Macedonia,2019,42,46
MKD,Macedonia,2020,42,45
MKD,Macedonia,2021,42,46
MKD,Macedonia,2022,42,46
MKD,Macedonia,2023,43,46
MKD,Macedonia,2024,42,46
NLD,Netherlands,1906,47,48
NLD,Netherlands,1907,47,48
NLD,Netherlands,1908,47,48
NLD,Netherlands,1909,47,48
NLD,Netherlands,1930,47,48
NLD,Netherlands,1931,47,48
NLD,Netherlands,1932,46,48
NLD,Netherlands,1933,46,48
NLD,Netherlands,1934,46,48
NLD,Netherlands,1935,46,48
NLD,Netherlands,1936,46,48
NLD,Netherlands,1937,46,48
NLD,Netherlands,1938,46,48
NLD,Netherlands,1939,46,48
NLD,Netherlands,1940,46,48
NLD,Netherlands,1941,46,48
NLD,Netherlands,1942,46,48
NLD,Netherlands,1943,46,48
NLD,Netherlands,1944,46,48
NLD,Netherlands,1945,46,48
NLD,Netherlands,1946,47,48
NLD,Netherlands,1947,47,48
NLD,Netherlands,1948,47,48
NLD,Netherlands,1949,46,48
NLD,Netherlands,1950,46,47
NLD,Netherlands,1951,46,47
NLD,Netherlands,1952,46,47
NLD,Netherlands,1953,45,47
NLD,Netherlands,1954,45,47
NLD,Netherlands,1955,45,47
NLD,Netherlands,1956,45,47
NLD,Netherlands,1957,45,47
NLD,Netherlands,1958,45,47
NLD,Netherlands,1959,45,47
NLD,Netherlands,1960,45,47
NLD,Netherlands,1961,45,47
NLD,Netherlands,1962,45,47
NLD,Netherlands,1963,45,47
NLD,Netherlands,1964,45,47
NLD,Netherlands,1965,45,47
NLD,Netherlands,1966,44,47
NLD,Netherlands,1967,44,46
NLD,Netherlands,1968,44,46
NLD,Netherlands,1969,44,46
NLD,Netherlands,1970,44,46
NLD,Netherlands,1971,43,46
NLD,Netherlands,1972,43,45
NLD,Netherlands,1973,42,45
NLD,Netherlands,1974,42,44
NLD,Netherlands,1975,41,45
NLD,Netherlands,1976,41,44
NLD,Netherlands,1977,41,44
NLD,Netherlands,1978,40,44
NLD,Netherlands,1979,40,44
NLD,Netherlands,1980,40,43
NLD,Netherlands,1981,40,44
NLD,Netherlands,1982,40,44
NLD,Netherlands,1983,40,44
NLD,Netherlands,1984,40,44
NLD,Netherlands,1985,40,44
NLD,Netherlands,1986,40,44
NLD,Netherlands,1987,40,44
NLD,Netherlands,1988,40,43
NLD,Netherlands,1989,40,44
NLD,Netherlands,1990,40,44
NLD,Netherlands,1991,41,43
NLD,Netherlands,1992,41,44
NLD,Netherlands,1993,41,44
NLD,Netherlands,1994,41,44
NLD,Netherlands,1995,41,43
NLD,Netherlands,1996,41,44
NLD,Netherlands,1997,41,43
NLD,Netherlands,1998,41,44
NLD,Netherlands,1999,41,44
NLD,Netherlands,2000,42,44
NLD,Netherlands,2001,42,44
NLD,Netherlands,2002,42,44
NLD,Netherlands,2003,42,44
NLD,Netherlands,2004,42,44
NLD,Netherlands,2005,42,44
NLD,Netherlands,2006,42,44
NLD,Netherlands,2007,42,44
NLD,Netherlands,2008,42,44
NLD,Netherlands,2009,42,44
NLD,Netherlands,2010,42,44
NLD,Netherlands,2011,42,45
NLD,Netherlands,2012,42,45
NLD,Netherlands,2013,42,45
NLD,Netherlands,2014,42,45
NLD,Netherlands,2015,42,44
NLD,Netherlands,2016,42,45
NLD,Netherlands,2017,43,45
NLD,Netherlands,2018,43,45
NLD,Netherlands,2019,43,45
NLD,Netherlands,2020,43,45
NLD,Netherlands,2021,43,45
NLD,Netherlands,2022,43,45
NLD,Netherlands,2023,43,45
NOR,Norway,1946,45,47
NOR,Norway,1947,45,47
NOR,Norway,1948,45,47
NOR,Norway,1949,45,47
NOR,Norway,1950,45,47
NOR,Norway,1951,45,47
NOR,Norway,1952,45,47
NOR,Norway,1953,45,47
NOR,Norway,1954,45,46
NOR,Norway,1955,45,47
NOR,Norway,1956,44,46
NOR,Norway,1957,44,46
NOR,Norway,1958,44,46
NOR,Norway,1959,44,47
NOR,Norway,1960,44,46
NOR,Norway,1961,44,46
NOR,Norway,1962,44,44
NOR,Norway,1963,44,44
NOR,Norway,1964,44,44
NOR,Norway,1965,44,44
NOR,Norway,1966,44,44
NOR,Norway,1967,44,47
NOR,Norway,1968,44,46
NOR,Norway,1969,43,46
NOR,Norway,1970,43,46
NOR,Norway,1971,43,45
NOR,Norway,1972,43,45
NOR,Norway,1973,42,45
NOR,Norway,1974,42,44
NOR,Norway,1975,42,44
NOR,Norway,1976,41,44
NOR,Norway,1977,41,43
NOR,Norway,1978,41,44
NOR,Norway,1979,41,43
NOR,Norway,1980,40,44
NOR,Norway,1981,40,43
NOR,Norway,1982,40,43
NOR,Norway,1983,41,43
NOR,Norway,1984,41,44
NOR,Norway,1985,41,43
NOR,Norway,1986,41,43
NOR,Norway,1987,40,43
NOR,Norway,1988,41,44
NOR,Norway,1989,41,44
NOR,Norway,1990,41,44
NOR,Norway,1991,41,44
NOR,Norway,1992,41,44
NOR,Norway,1993,41,44
NOR,Norway,1994,41,44
NOR,Norway,1995,41,44
NOR,Norway,1996,42,44
NOR,Norway,1997,42,44
NOR,Norway,1998,42,44
NOR,Norway,1999,42,44
NOR,Norway,2000,42,44
NOR,Norway,2001,42,44
NOR,Norway,2002,42,44
NOR,Norway,2003,42,44
NOR,Norway,2004,42,44
NOR,Norway,2005,42,45
NOR,Norway,2006,42,44
NOR,Norway,2007,42,45
NOR,Norway,2008,42,45
NOR,Norway,2009,42,45
NOR,Norway,2010,42,45
NOR,Norway,2011,43,45
NOR,Norway,2012,43,45
NOR,Norway,2013,43,45
NOR,Norway,2014,42,45
NOR,Norway,2015,43,46
NOR,Norway,2016,43,45
NOR,Norway,2017,43,46
NOR,Norway,2018,43,46
NOR,Norway,2019,43,46
NOR,Norway,2020,43,45
NOR,Norway,2021,43,46
NOR,Norway,2022,43,46
NOR,Norway,2023,43,46
NOR,Norway,2024,43,46
NZL,New Zealand,1937,45,47
NZL,New Zealand,1938,45,47
NZL,New Zealand,1939,45,47
NZL,New Zealand,1940,45,47
NZL,New Zealand,1941,45,47
NZL,New Zealand,1942,45,47
NZL,New Zealand,1943,44,47
NZL,New Zealand,1944,45,47
NZL,New Zealand,1945,45,47
NZL,New Zealand,1946,45,47
