code,country,year,peak_age,peak_asfr,wall_200,wall_1000,gap_200
GBRTENW,"UK, England and Wales",1994,28,0.11643,41,44,13
GBRTENW,"UK, England and Wales",1995,29,0.11304,42,44,13
GBRTENW,"UK, England and Wales",1996,28,0.1118,42,44,14
GBRTENW,"UK, England and Wales",1997,29,0.11083,42,44,13
GBRTENW,"UK, England and Wales",1998,29,0.10837,42,44,13
GBRTENW,"UK, England and Wales",1999,29,0.10599,42,44,13
GBRTENW,"UK, England and Wales",2000,29,0.10317,42,45,13
GBRTENW,"UK, England and Wales",2001,30,0.101,42,45,12
GBRTENW,"UK, England and Wales",2002,30,0.1017,42,45,12
GBRTENW,"UK, England and Wales",2003,30,0.10503,42,45,12
GBRTENW,"UK, England and Wales",2004,30,0.10895,42,45,12
GBRTENW,"UK, England and Wales",2005,31,0.11035,42,45,11
GBRTENW,"UK, England and Wales",2006,31,0.11291,43,45,12
GBRTENW,"UK, England and Wales",2007,31,0.11618,43,45,12
GBRTENW,"UK, England and Wales",2008,31,0.11813,43,45,12
GBRTENW,"UK, England and Wales",2009,31,0.11544,43,45,12
GBRTENW,"UK, England and Wales",2010,30,0.11867,43,46,13
GBRTENW,"UK, England and Wales",2011,31,0.11943,43,46,12
GBRTENW,"UK, England and Wales",2012,31,0.12073,43,46,12
GBRTENW,"UK, England and Wales",2013,31,0.11461,43,46,12
GBRTENW,"UK, England and Wales",2014,31,0.11567,43,46,12
GBRTENW,"UK, England and Wales",2015,31,0.11605,43,46,12
GBRTENW,"UK, England and Wales",2016,31,0.11529,43,46,12
GBRTENW,"UK, England and Wales",2017,31,0.11181,43,46,12
GBRTENW,"UK, England and Wales",2018,31,0.10944,43,46,12
GBRTENW,"UK, England and Wales",2019,31,0.10649,43,46,12
GBRTENW,"UK, England and Wales",2020,31,0.10301,43,46,12
GBRTENW,"UK, England and Wales",2021,31,0.10789,43,46,12
GBRTENW,"UK, England and Wales",2022,32,0.10019,43,46,11
GBRTENW,"UK, England and Wales",2023,31,0.09707,45,47,14
GBRTENW,"UK, England and Wales",2024,31,0.09738,45,47,14
GBR_NIR,"UK, Northern Ireland",1974,25,0.18387,44,46,19
GBR_NIR,"UK, Northern Ireland",1975,26,0.17302,44,46,18
GBR_NIR,"UK, Northern Ireland",1976,26,0.18451,43,46,17
GBR_NIR,"UK, Northern Ireland",1977,26,0.17207,43,46,17
GBR_NIR,"UK, Northern Ireland",1978,27,0.17153,43,46,16
GBR_NIR,"UK, Northern Ireland",1979,25,0.18052,44,46,19
GBR_NIR,"UK, Northern Ireland",1980,27,0.19446,43,46,16
GBR_NIR,"UK, Northern Ireland",1981,25,0.17947,43,46,18
GBR_NIR,"UK, Northern Ireland",1982,25,0.17344,43,46,18
GBR_NIR,"UK, Northern Ireland",1983,27,0.17648,43,45,16
GBR_NIR,"UK, Northern Ireland",1984,26,0.17126,43,45,17
GBR_NIR,"UK, Northern Ireland",1985,27,0.17246,42,45,15
GBR_NIR,"UK, Northern Ireland",1986,26,0.16911,43,45,17
GBR_NIR,"UK, Northern Ireland",1987,26,0.16431,43,45,17
GBR_NIR,"UK, Northern Ireland",1988,28,0.16299,43,44,15
GBR_NIR,"UK, Northern Ireland",1989,27,0.15738,43,45,16
GBR_NIR,"UK, Northern Ireland",1990,27,0.15309,43,45,16
GBR_NIR,"UK, Northern Ireland",1991,27,0.15472,42,45,15
GBR_NIR,"UK, Northern Ireland",1992,26,0.14601,43,45,17
GBR_NIR,"UK, Northern Ireland",1993,29,0.14328,42,44,13
GBR_NIR,"UK, Northern Ireland",1994,28,0.1412,43,45,15
GBR_NIR,"UK, Northern Ireland",1995,27,0.1369,42,44,15
GBR_NIR,"UK, Northern Ireland",1996,28,0.14011,42,45,14
GBR_NIR,"UK, Northern Ireland",1997,28,0.13462,42,44,14
GBR_NIR,"UK, Northern Ireland",1998,28,0.13149,42,45,14
GBR_NIR,"UK, Northern Ireland",1999,30,0.12874,42,46,12
GBR_NIR,"UK, Northern Ireland",2000,29,0.12162,42,44,13
GBR_NIR,"UK, Northern Ireland",2001,30,0.12664,42,45,12
GBR_NIR,"UK, Northern Ireland",2002,29,0.11744,42,45,13
GBR_NIR,"UK, Northern Ireland",2003,29,0.11746,43,45,14
GBR_NIR,"UK, Northern Ireland",2004,29,0.12499,42,44,13
GBR_NIR,"UK, Northern Ireland",2005,30,0.12522,43,45,13
GBR_NIR,"UK, Northern Ireland",2006,30,0.12869,42,45,12
GBR_NIR,"UK, Northern Ireland",2007,31,0.13571,42,45,11
GBR_NIR,"UK, Northern Ireland",2008,31,0.13519,42,45,11
GBR_NIR,"UK, Northern Ireland",2009,29,0.1347,43,45,14
GBR_NIR,"UK, Northern Ireland",2010,31,0.1363,43,45,12
GBR_NIR,"UK, Northern Ireland",2011,31,0.13967,43,45,12
GBR_NIR,"UK, Northern Ireland",2012,31,0.13867,43,45,12
GBR_NIR,"UK, Northern Ireland",2013,31,0.13537,43,45,12
GBR_NIR,"UK, Northern Ireland",2014,31,0.1394,43,45,12
GBR_NIR,"UK, Northern Ireland",2015,31,0.13604,43,45,12
GBR_NIR,"UK, Northern Ireland",2016,32,0.13395,43,45,11
GBR_NIR,"UK, Northern Ireland",2017,31,0.1315,43,45,12
GBR_NIR,"UK, Northern Ireland",2018,30,0.13051,43,46,13
GBR_NIR,"UK, Northern Ireland",2019,32,0.12601,43,46,11
GBR_NIR,"UK, Northern Ireland",2020,31,0.12663,43,45,12
GBR_NIR,"UK, Northern Ireland",2021,31,0.13382,43,44,12
GBR_NIR,"UK, Northern Ireland",2022,31,0.12834,43,45,12
GBR_NIR,"UK, Northern Ireland",2023,32,0.12555,43,45,11
GBR_NIR,"UK, Northern Ireland",2024,32,0.12261,43,45,11
GBR_SCO,"UK, Scotland",1939,23,0.146,44,46,21
GBR_SCO,"UK, Scotland",1940,23,0.15,44,46,21
GBR_SCO,"UK, Scotland",1941,23,0.151,44,46,21
GBR_SCO,"UK, Scotland",1942,23,0.156,44,46,21
GBR_SCO,"UK, Scotland",1943,24,0.186,44,46,20
GBR_SCO,"UK, Scotland",1944,24,0.186,44,46,20
GBR_SCO,"UK, Scotland",1945,24,0.16612,44,46,20
GBR_SCO,"UK, Scotland",1946,27,0.18833,44,46,17
GBR_SCO,"UK, Scotland",1947,26,0.19262,45,46,19
GBR_SCO,"UK, Scotland",1948,24,0.16772,44,46,20
GBR_SCO,"UK, Scotland",1949,24,0.16016,44,46,20
GBR_SCO,"UK, Scotland",1950,24,0.15809,44,46,20
GBR_SCO,"UK, Scotland",1951,25,0.15882,44,46,19
GBR_SCO,"UK, Scotland",1952,26,0.1651,44,46,18
GBR_SCO,"UK, Scotland",1953,25,0.16237,44,46,19
GBR_SCO,"UK, Scotland",1954,24,0.17452,44,46,20
GBR_SCO,"UK, Scotland",1955,24,0.18105,44,46,20
GBR_SCO,"UK, Scotland",1956,24,0.18528,44,46,20
GBR_SCO,"UK, Scotland",1957,24,0.20113,44,46,20
GBR_SCO,"UK, Scotland",1958,24,0.20733,43,46,19
GBR_SCO,"UK, Scotland",1959,24,0.20407,43,45,19
GBR_SCO,"UK, Scotland",1960,24,0.21352,43,46,19
GBR_SCO,"UK, Scotland",1961,24,0.21358,43,46,19
GBR_SCO,"UK, Scotland",1962,24,0.2191,44,46,20
GBR_SCO,"UK, Scotland",1963,25,0.22384,43,46,18
GBR_SCO,"UK, Scotland",1964,25,0.22477,44,46,19
GBR_SCO,"UK, Scotland",1965,24,0.21506,43,46,19
GBR_SCO,"UK, Scotland",1966,25,0.20802,43,46,18
GBR_SCO,"UK, Scotland",1967,24,0.20883,43,46,19
GBR_SCO,"UK, Scotland",1968,24,0.20729,43,45,19
GBR_SCO,"UK, Scotland",1969,25,0.20003,43,45,18
GBR_SCO,"UK, Scotland",1970,23,0.18978,43,45,20
GBR_SCO,"UK, Scotland",1971,24,0.19325,43,45,19
GBR_SCO,"UK, Scotland",1972,25,0.18062,42,45,17
GBR_SCO,"UK, Scotland",1973,26,0.16491,42,44,16
GBR_SCO,"UK, Scotland",1974,24,0.14884,41,45,17
GBR_SCO,"UK, Scotland",1975,25,0.14914,42,45,17
GBR_SCO,"UK, Scotland",1976,25,0.14436,41,44,16
GBR_SCO,"UK, Scotland",1977,25,0.13489,41,44,16
GBR_SCO,"UK, Scotland",1978,25,0.1379,40,44,15
GBR_SCO,"UK, Scotland",1979,25,0.14574,41,43,16
GBR_SCO,"UK, Scotland",1980,25,0.14147,40,43,15
GBR_SCO,"UK, Scotland",1981,25,0.14189,41,44,16
GBR_SCO,"UK, Scotland",1982,25,0.13198,41,43,16
GBR_SCO,"UK, Scotland",1983,26,0.13117,40,44,14
GBR_SCO,"UK, Scotland",1984,26,0.12999,40,44,14
GBR_SCO,"UK, Scotland",1985,26,0.1311,40,43,14
GBR_SCO,"UK, Scotland",1986,26,0.12501,40,44,14
GBR_SCO,"UK, Scotland",1987,26,0.12251,40,43,14
GBR_SCO,"UK, Scotland",1988,27,0.12441,40,43,13
GBR_SCO,"UK, Scotland",1989,27,0.11719,40,43,13
GBR_SCO,"UK, Scotland",1990,27,0.12328,41,43,14
GBR_SCO,"UK, Scotland",1991,27,0.12084,41,43,14
GBR_SCO,"UK, Scotland",1992,28,0.11802,41,44,13
GBR_SCO,"UK, Scotland",1993,28,0.11353,41,44,13
GBR_SCO,"UK, Scotland",1994,28,0.11168,41,43,13
GBR_SCO,"UK, Scotland",1995,27,0.10549,41,43,14
GBR_SCO,"UK, Scotland",1996,28,0.10539,41,43,13
GBR_SCO,"UK, Scotland",1997,29,0.10671,41,44,12
GBR_SCO,"UK, Scotland",1998,29,0.10283,41,44,12
GBR_SCO,"UK, Scotland",1999,28,0.09901,41,44,13
GBR_SCO,"UK, Scotland",2000,30,0.09843,41,44,11
GBR_SCO,"UK, Scotland",2001,30,0.09657,42,44,12
GBR_SCO,"UK, Scotland",2002,30,0.09575,42,44,12
GBR_SCO,"UK, Scotland",2003,31,0.09618,42,44,11
GBR_SCO,"UK, Scotland",2004,30,0.09898,42,44,12
GBR_SCO,"UK, Scotland",2005,31,0.10198,42,44,11
GBR_SCO,"UK, Scotland",2006,31,0.10522,42,44,11
GBR_SCO,"UK, Scotland",2007,31,0.10617,42,45,11
GBR_SCO,"UK, Scotland",2008,31,0.10999,42,45,11
GBR_SCO,"UK, Scotland",2009,31,0.1088,42,45,11
GBR_SCO,"UK, Scotland",2010,31,0.10981,42,45,11
GBR_SCO,"UK, Scotland",2011,30,0.10914,43,45,13
GBR_SCO,"UK, Scotland",2012,30,0.10887,42,45,12
GBR_SCO,"UK, Scotland",2013,31,0.10652,43,45,12
GBR_SCO,"UK, Scotland",2014,31,0.10886,43,45,12
GBR_SCO,"UK, Scotland",2015,31,0.10881,43,45,12
GBR_SCO,"UK, Scotland",2016,31,0.10557,43,45,12
GBR_SCO,"UK, Scotland",2017,32,0.09952,43,46,11
GBR_SCO,"UK, Scotland",2018,31,0.09912,43,45,12
GBR_SCO,"UK, Scotland",2019,31,0.09687,43,46,12
GBR_SCO,"UK, Scotland",2020,32,0.09262,43,46,11
GBR_SCO,"UK, Scotland",2021,31,0.09887,42,45,11
GBR_SCO,"UK, Scotland",2022,31,0.09408,43,46,12
GBR_SCO,"UK, Scotland",2023,31,0.095,43,46,12
GBR_SCO,"UK, Scotland",2024,31,0.091,43,45,12
GRC,Greece,1950,27,0.16554,46,48,19
GRC,Greece,1951,27,0.164126,46,48,19
GRC,Greece,1952,27,0.162712,46,48,19
GRC,Greece,1953,27,0.161298,45,48,18
GRC,Greece,1954,27,0.159884,45,48,18
GRC,Greece,1955,27,0.15847,45,47,18
GRC,Greece,1956,26,0.16155,45,47,19
GRC,Greece,1957,27,0.15713,45,47,18
GRC,Greece,1958,27,0.15485,44,47,17
GRC,Greece,1959,27,0.15904,44,47,17
GRC,Greece,1960,27,0.15456,44,47,17
GRC,Greece,1961,26,0.14782,44,47,18
GRC,Greece,1962,26,0.1482,44,46,18
GRC,Greece,1963,26,0.14573,43,46,17
GRC,Greece,1964,25,0.15326,43,46,18
GRC,Greece,1965,25,0.15357,43,46,18
GRC,Greece,1966,25,0.15911,43,46,18
GRC,Greece,1967,25,0.17087,43,46,18
GRC,Greece,1968,25,0.16875,43,46,18
GRC,Greece,1969,25,0.16135,43,46,18
GRC,Greece,1970,25,0.16726,43,46,18
GRC,Greece,1971,25,0.1648,43,46,18
GRC,Greece,1972,25,0.16249,43,46,18
GRC,Greece,1973,24,0.15876,43,46,19
GRC,Greece,1974,24,0.16832,43,45,19
GRC,Greece,1975,24,0.16527,43,45,19
GRC,Greece,1976,24,0.17078,42,45,18
GRC,Greece,1977,24,0.16637,42,45,18
GRC,Greece,1978,23,0.1693,42,44,19
GRC,Greece,1979,24,0.17025,42,45,18
GRC,Greece,1980,24,0.1668,42,44,18
GRC,Greece,1981,23,0.1555,42,44,19
GRC,Greece,1982,23,0.15247,41,44,18
GRC,Greece,1983,23,0.14726,41,44,18
GRC,Greece,1984,23,0.13805,41,43,18
GRC,Greece,1985,24,0.12496,41,43,17
GRC,Greece,1986,24,0.11945,41,43,17
GRC,Greece,1987,24,0.11453,41,44,17
GRC,Greece,1988,24,0.11342000000000001,41,43,17
GRC,Greece,1989,25,0.10686,41,43,16
GRC,Greece,1990,25,0.10662,41,43,16
GRC,Greece,1991,25,0.10273,41,44,16
GRC,Greece,1992,25,0.10269,41,44,16
GRC,Greece,1993,26,0.09997,41,44,15
GRC,Greece,1994,26,0.10212,41,44,15
GRC,Greece,1995,27,0.09929,41,45,14
GRC,Greece,1996,27,0.09652,41,45,14
GRC,Greece,1997,28,0.09565,41,45,13
GRC,Greece,1998,28,0.09388,41,45,13
GRC,Greece,1999,28,0.09086,41,45,13
GRC,Greece,2000,29,0.09207,42,46,13
GRC,Greece,2001,29,0.09058,42,46,13
GRC,Greece,2002,29,0.0916,42,46,13
GRC,Greece,2003,29,0.09166,42,46,13
GRC,Greece,2004,29,0.09374,43,46,14
GRC,Greece,2005,30,0.09796,42,45,12
GRC,Greece,2006,30,0.10164,42,46,12
GRC,Greece,2007,30,0.10071,42,46,12
GRC,Greece,2008,30,0.10766,42,47,12
GRC,Greece,2009,31,0.10647,43,47,12
HRV,Croatia,1950,24,0.18699,45,50,21
HRV,Croatia,1951,24,0.17168,45,48,21
HRV,Croatia,1952,24,0.17897,45,50,21
HRV,Croatia,1953,23,0.18063,46,50,23
HRV,Croatia,1954,23,0.1854,45,50,22
HRV,Croatia,1955,23,0.18292,45,50,22
HRV,Croatia,1956,23,0.1799,44,47,21
HRV,Croatia,1957,23,0.16978,44,46,21
HRV,Croatia,1958,23,0.16177,43,46,20
HRV,Croatia,1959,22,0.16243,44,47,22
HRV,Croatia,1960,22,0.16409,44,48,22
HRV,Croatia,1961,22,0.16682,44,47,22
HRV,Croatia,1962,22,0.17101,43,47,21
HRV,Croatia,1963,23,0.16493,43,47,20
HRV,Croatia,1964,22,0.16693,43,50,21
HRV,Croatia,1965,22,0.17667,43,46,21
HRV,Croatia,1966,22,0.17348,43,45,21
HRV,Croatia,1967,23,0.1533,42,46,19
HRV,Croatia,1968,21,0.15516,42,45,21
HRV,Croatia,1969,21,0.15245,42,45,21
HRV,Croatia,1970,22,0.14431,42,46,20
HRV,Croatia,1971,21,0.15666,42,46,21
HRV,Croatia,1972,22,0.15689,42,45,20
HRV,Croatia,1973,22,0.15564,42,45,20
HRV,Croatia,1974,21,0.15256,42,45,21
HRV,Croatia,1975,21,0.15625,41,44,20
HRV,Croatia,1976,21,0.15366,41,44,20
HRV,Croatia,1977,21,0.16007,41,44,20
HRV,Croatia,1978,22,0.16355,41,45,19
HRV,Croatia,1979,22,0.16742,40,50,18
HRV,Croatia,1980,22,0.16797,40,50,18
HRV,Croatia,1981,22,0.16831,40,50,18
HRV,Croatia,1982,22,0.16759,40,44,18
HRV,Croatia,1983,22,0.16776,40,44,18
HRV,Croatia,1984,22,0.165,40,44,18
HRV,Croatia,1985,23,0.16,40,43,17
HRV,Croatia,1986,23,0.15292,40,44,17
HRV,Croatia,1987,22,0.15093,40,43,18
HRV,Croatia,1988,22,0.15036,40,43,18
HRV,Croatia,1989,23,0.14425,40,42,17
HRV,Croatia,1990,24,0.14216,40,42,16
HRV,Croatia,1991,24,0.12768,40,42,16
HRV,Croatia,1992,24,0.11847,40,43,16
HRV,Croatia,1993,25,0.11898,40,43,15
HRV,Croatia,1994,25,0.11753,41,43,16
HRV,Croatia,1995,25,0.12088,41,43,16
HRV,Croatia,1996,25,0.12169,42,44,17
HRV,Croatia,1997,25,0.12004,42,44,17
HRV,Croatia,1998,25,0.10462,41,44,16
HRV,Croatia,1999,25,0.0997,41,44,16
HRV,Croatia,2000,25,0.1003,41,44,16
HRV,Croatia,2001,25,0.10805,41,44,16
HRV,Croatia,2002,26,0.10628,41,44,15
HRV,Croatia,2003,26,0.10187,41,43,15
HRV,Croatia,2004,27,0.10352,41,44,14
HRV,Croatia,2005,27,0.10927,41,44,14
HRV,Croatia,2006,28,0.10563,41,44,13
HRV,Croatia,2007,28,0.10752,41,44,13
HRV,Croatia,2008,29,0.11084,42,44,13
HRV,Croatia,2009,29,0.11378,41,44,12
HRV,Croatia,2010,29,0.11574,41,44,12
HRV,Croatia,2011,29,0.10769,42,44,13
HRV,Croatia,2012,29,0.10862,42,45,13
HRV,Croatia,2013,29,0.1083,42,45,13
HRV,Croatia,2014,29,0.10924,42,45,13
HRV,Croatia,2015,29,0.10495,42,45,13
HRV,Croatia,2016,29,0.10673,42,45,13
HRV,Croatia,2017,30,0.10893,42,45,12
HRV,Croatia,2018,30,0.11354,42,45,12
HRV,Croatia,2019,30,0.1122,42,45,12
HRV,Croatia,2020,30,0.11511,43,45,13
HRV,Croatia,2021,31,0.1218,42,45,11
HRV,Croatia,2022,30,0.11956,43,45,13
HRV,Croatia,2023,30,0.11163,43,45,13
HRV,Croatia,2024,30,0.11158,43,45,13
HUN,Hungary,1938,24,0.15716,45,47,21
HUN,Hungary,1947,23,0.16475,44,47,21
HUN,Hungary,1948,23,0.17094,44,47,21
HUN,Hungary,1949,23,0.17392,45,47,22
HUN,Hungary,1950,22,0.17795,44,46,22
HUN,Hungary,1951,23,0.17602,44,46,21
HUN,Hungary,1952,22,0.17301,44,46,22
HUN,Hungary,1953,23,0.18977,44,46,21
HUN,Hungary,1954,22,0.20702,44,46,22
HUN,Hungary,1955,22,0.20503,44,46,22
HUN,Hungary,1956,22,0.19807,43,46,21
HUN,Hungary,1957,21,0.1869,43,45,22
HUN,Hungary,1958,21,0.18141,43,46,22
HUN,Hungary,1959,22,0.1737,42,45,20
HUN,Hungary,1960,21,0.16969,42,45,21
HUN,Hungary,1961,21,0.16528,42,45,21
HUN,Hungary,1962,22,0.15433,42,45,20
HUN,Hungary,1963,22,0.1506,42,44,20
HUN,Hungary,1964,22,0.15382,41,44,19
HUN,Hungary,1965,21,0.15692,41,44,20
HUN,Hungary,1966,22,0.16368,41,45,19
HUN,Hungary,1967,22,0.16856,41,44,19
HUN,Hungary,1968,22,0.17293,41,44,19
HUN,Hungary,1969,21,0.17214,41,44,20
HUN,Hungary,1970,21,0.16873,41,44,20
HUN,Hungary,1971,21,0.16839,41,44,20
HUN,Hungary,1972,21,0.16838,41,44,20
HUN,Hungary,1973,21,0.16737,41,44,20
HUN,Hungary,1974,22,0.19571,41,44,19
HUN,Hungary,1975,23,0.19274,41,44,18
HUN,Hungary,1976,21,0.18591,40,44,19
HUN,Hungary,1977,22,0.18026,41,44,19
HUN,Hungary,1978,21,0.17976,40,43,19
HUN,Hungary,1979,21,0.17577,40,44,19
HUN,Hungary,1980,21,0.1683,40,43,19
HUN,Hungary,1981,21,0.16341,40,43,19
HUN,Hungary,1982,22,0.1569,39,43,17
HUN,Hungary,1983,21,0.15317,39,43,18
HUN,Hungary,1984,22,0.15682,39,43,17
HUN,Hungary,1985,22,0.16466,39,43,17
HUN,Hungary,1986,23,0.15896,40,43,17
HUN,Hungary,1987,23,0.16048,40,43,17
HUN,Hungary,1988,23,0.15979,40,43,17
HUN,Hungary,1989,23,0.15942,40,43,17
HUN,Hungary,1990,23,0.15943,40,43,17
HUN,Hungary,1991,23,0.16122,40,43,17
HUN,Hungary,1992,24,0.14855,40,43,16
HUN,Hungary,1993,24,0.13695,40,43,16
HUN,Hungary,1994,25,0.13246,40,43,15
HUN,Hungary,1995,24,0.12502,40,43,16
HUN,Hungary,1996,24,0.11338,40,43,16
HUN,Hungary,1997,25,0.10587,40,43,15
HUN,Hungary,1998,26,0.1033,40,43,14
HUN,Hungary,1999,25,0.09645,40,43,15
HUN,Hungary,2000,26,0.10076,40,43,14
HUN,Hungary,2001,27,0.09735,41,44,14
HUN,Hungary,2002,28,0.09595,41,44,13
HUN,Hungary,2003,28,0.09308,41,43,13
HUN,Hungary,2004,28,0.09625,41,43,13
HUN,Hungary,2005,28,0.09796,41,43,13
HUN,Hungary,2006,29,0.09882,41,44,12
HUN,Hungary,2007,29,0.09742,41,44,12
HUN,Hungary,2008,29,0.09798,42,44,13
HUN,Hungary,2009,29,0.09499,42,44,13
HUN,Hungary,2010,30,0.08955,42,44,12
HUN,Hungary,2011,29,0.08889,42,44,13
HUN,Hungary,2012,30,0.09417,42,44,12
HUN,Hungary,2013,30,0.09186,42,44,12
HUN,Hungary,2014,30,0.0979,42,44,12
HUN,Hungary,2015,30,0.09802,42,45,12
HUN,Hungary,2016,31,0.101,42,44,11
HUN,Hungary,2017,31,0.09939,43,45,12
HUN,Hungary,2018,31,0.09773,42,45,11
HUN,Hungary,2019,30,0.09534,43,45,13
HUN,Hungary,2020,31,0.10013,43,45,12
HUN,Hungary,2021,30,0.10592,44,47,14
HUN,Hungary,2022,30,0.10345,44,47,14
HUN,Hungary,2023,30,0.10118,44,47,14
HUN,Hungary,2024,30,0.09333,44,47,14
IRL,Ireland,1955,30,0.20683000000000001,45,48,15
IRL,Ireland,1956,30,0.20451,45,47,15
IRL,Ireland,1957,30,0.21367,46,47,16
IRL,Ireland,1958,30,0.22008,46,47,16
IRL,Ireland,1959,29,0.22148,46,47,17
IRL,Ireland,1960,30,0.22894,46,47,16
IRL,Ireland,1961,28,0.23091,46,48,18
IRL,Ireland,1962,30,0.23719,46,47,16
IRL,Ireland,1963,30,0.25285,46,47,16
IRL,Ireland,1964,29,0.25032,46,47,17
IRL,Ireland,1965,28,0.24503,45,47,17
IRL,Ireland,1966,29,0.24047,46,48,17
IRL,Ireland,1967,27,0.23677,46,47,19
IRL,Ireland,1968,29,0.23099,46,47,17
IRL,Ireland,1969,26,0.23809,46,47,20
IRL,Ireland,1970,27,0.2391,46,47,19
IRL,Ireland,1971,27,0.246,45,48,18
IRL,Ireland,1972,26,0.2392,45,47,19
IRL,Ireland,1973,27,0.2293,45,48,18
IRL,Ireland,1974,26,0.22576,45,49,19
IRL,Ireland,1975,28,0.21003,45,47,17
IRL,Ireland,1976,27,0.21012,45,47,18
IRL,Ireland,1977,29,0.20252,45,47,16
IRL,Ireland,1978,27,0.2021,45,47,18
IRL,Ireland,1979,26,0.20869,45,47,19
IRL,Ireland,1980,27,0.21161,45,46,18
IRL,Ireland,1981,28,0.20061,45,47,17
IRL,Ireland,1982,29,0.19266,45,47,16
IRL,Ireland,1983,28,0.1834,44,47,16
IRL,Ireland,1984,29,0.17419,44,47,15
IRL,Ireland,1985,28,0.1673,44,46,16
IRL,Ireland,1986,28,0.16549,44,46,16
IRL,Ireland,1987,29,0.16197,44,46,15
IRL,Ireland,1988,28,0.15375,44,46,16
IRL,Ireland,1989,29,0.15054,44,46,15
IRL,Ireland,1990,29,0.157,43,46,14
IRL,Ireland,1991,28,0.14731,44,45,16
IRL,Ireland,1992,30,0.14241,43,46,13
IRL,Ireland,1993,30,0.14259,43,46,13
IRL,Ireland,1994,30,0.13851,43,45,13
IRL,Ireland,1995,30,0.14183,43,46,13
IRL,Ireland,1996,31,0.13866,43,45,12
IRL,Ireland,1997,30,0.14349,43,45,13
IRL,Ireland,1998,31,0.14363,43,45,12
IRL,Ireland,1999,31,0.13929,43,45,12
IRL,Ireland,2000,31,0.13559,43,45,12
IRL,Ireland,2001,31,0.13879,43,45,12
IRL,Ireland,2002,32,0.14077,43,45,11
IRL,Ireland,2003,32,0.13687,43,45,11
IRL,Ireland,2004,33,0.13474,43,45,10
IRL,Ireland,2005,33,0.13432,43,45,10
IRL,Ireland,2006,32,0.13478,43,46,11
IRL,Ireland,2007,32,0.14305,43,46,11
IRL,Ireland,2008,32,0.14411,43,46,11
IRL,Ireland,2009,32,0.14217,44,46,12
IRL,Ireland,2010,33,0.14409,44,46,11
IRL,Ireland,2011,32,0.14305,43,46,11
IRL,Ireland,2012,33,0.13668,44,46,11
IRL,Ireland,2013,33,0.13339,44,46,11
IRL,Ireland,2014,32,0.13177,44,47,12
IRL,Ireland,2015,33,0.13197,44,46,11
IRL,Ireland,2016,33,0.13226,44,47,11
IRL,Ireland,2017,33,0.12908,44,47,11
IRL,Ireland,2018,33,0.12499,44,47,11
IRL,Ireland,2019,33,0.13063,44,47,11
IRL,Ireland,2020,33,0.12544,44,47,11
IRL,Ireland,2021,34,0.13801,44,47,10
IRL,Ireland,2022,34,0.11887,44,47,10
IRL,Ireland,2023,32,0.1112,45,47,13
ISL,Iceland,1853,32,0.31308,48,49,16
ISL,Iceland,1854,32,0.29974,48,49,16
ISL,Iceland,1855,33,0.28661,48,49,15
ISL,Iceland,1856,31,0.28471,47,49,16
ISL,Iceland,1857,33,0.28609,48,49,15
ISL,Iceland,1858,32,0.30484,48,49,16
ISL,Iceland,1859,32,0.27434,48,49,16
ISL,Iceland,1860,31,0.26978,47,49,16
ISL,Iceland,1861,31,0.25456,48,49,17
ISL,Iceland,1862,31,0.2658,48,49,17
ISL,Iceland,1863,32,0.26421,48,49,16
ISL,Iceland,1864,32,0.26986,48,49,16
ISL,Iceland,1865,31,0.26628,48,49,17
ISL,Iceland,1866,31,0.26012,48,49,17
ISL,Iceland,1867,30,0.26224,48,49,18
ISL,Iceland,1868,33,0.22849,47,49,14
ISL,Iceland,1869,31,0.24013,47,49,16
ISL,Iceland,1870,31,0.24453,47,49,16
ISL,Iceland,1871,32,0.23767,47,49,15
ISL,Iceland,1872,31,0.24894,47,49,16
ISL,Iceland,1873,31,0.25208,48,49,17
ISL,Iceland,1874,34,0.21792,48,49,14
ISL,Iceland,1875,32,0.23813,48,49,16
ISL,Iceland,1876,34,0.25043,48,49,14
ISL,Iceland,1877,32,0.24082,47,49,15
ISL,Iceland,1878,32,0.27534,47,49,15
ISL,Iceland,1879,31,0.24513,47,48,16
ISL,Iceland,1880,31,0.25533,47,49,16
ISL,Iceland,1881,32,0.24702,47,49,15
ISL,Iceland,1882,31,0.23958,47,48,16
ISL,Iceland,1883,34,0.21587,47,49,13
ISL,Iceland,1884,32,0.23377,47,48,15
ISL,Iceland,1885,32,0.21949,47,49,15
ISL,Iceland,1886,34,0.19355,47,49,13
ISL,Iceland,1887,34,0.18947,47,49,13
ISL,Iceland,1888,30,0.19522,47,48,17
ISL,Iceland,1889,31,0.23091,47,48,16
ISL,Iceland,1890,31,0.21689,47,48,16
ISL,Iceland,1891,31,0.24481,47,48,16
ISL,Iceland,1892,31,0.21311,47,48,16
ISL,Iceland,1893,31,0.23286,47,49,16
ISL,Iceland,1894,31,0.22549,47,49,16
ISL,Iceland,1895,31,0.2446,47,49,16
ISL,Iceland,1896,34,0.21689,47,49,13
ISL,Iceland,1897,30,0.23361,47,49,17
ISL,Iceland,1898,30,0.21527,47,48,17
ISL,Iceland,1899,30,0.21977,47,48,17
ISL,Iceland,1900,35,0.19684,47,48,12
ISL,Iceland,1901,31,0.20475,47,48,16
ISL,Iceland,1902,30,0.22441,47,48,17
