code,country,year,peak_age,peak_asfr,wall_200,wall_1000,gap_200
DNK,Denmark,2011,30,0.14384,42,45,12
DNK,Denmark,2012,29,0.14276,42,45,13
DNK,Denmark,2013,30,0.13901,42,45,12
DNK,Denmark,2014,30,0.13963,43,45,13
DNK,Denmark,2015,30,0.14152,43,45,13
DNK,Denmark,2016,30,0.14593,43,45,13
DNK,Denmark,2017,29,0.14461,43,45,14
DNK,Denmark,2018,29,0.14319,43,46,14
DNK,Denmark,2019,31,0.14071,43,46,12
DNK,Denmark,2020,31,0.14253,43,46,12
DNK,Denmark,2021,31,0.146,43,46,12
DNK,Denmark,2022,30,0.13445,43,46,13
DNK,Denmark,2023,30,0.13346,43,46,13
DNK,Denmark,2024,30,0.12907,43,46,13
DNK,Denmark,2025,31,0.13404,43,46,12
ESP,Spain,1922,29,0.24495,50,51,21
ESP,Spain,1923,29,0.24776,50,51,21
ESP,Spain,1924,28,0.24419,50,51,22
ESP,Spain,1925,29,0.23607,50,51,21
ESP,Spain,1926,29,0.2386,50,51,21
ESP,Spain,1927,29,0.22695,49,51,20
ESP,Spain,1928,29,0.23055,50,51,21
ESP,Spain,1929,29,0.21975,50,51,21
ESP,Spain,1930,29,0.21759,50,51,21
ESP,Spain,1931,29,0.21056,48,51,19
ESP,Spain,1932,26,0.21406,48,51,22
ESP,Spain,1933,26,0.20812,50,51,24
ESP,Spain,1934,26,0.20537,50,51,24
ESP,Spain,1935,26,0.20146,50,51,24
ESP,Spain,1936,26,0.19126,50,51,24
ESP,Spain,1937,26,0.17044,47,51,21
ESP,Spain,1938,29,0.1489,47,51,18
ESP,Spain,1939,30,0.12234,47,51,17
ESP,Spain,1940,29,0.19732,47,51,18
ESP,Spain,1941,29,0.14682,46,51,17
ESP,Spain,1942,29,0.15445,47,51,18
ESP,Spain,1943,29,0.17487,47,51,18
ESP,Spain,1944,29,0.17175,47,51,18
ESP,Spain,1945,29,0.17813,47,51,18
ESP,Spain,1946,29,0.16667,47,51,18
ESP,Spain,1947,29,0.166,46,51,17
ESP,Spain,1948,27,0.17962,46,51,19
ESP,Spain,1949,27,0.16674,46,50,19
ESP,Spain,1950,29,0.15715,45,51,16
ESP,Spain,1951,28,0.15933,45,51,17
ESP,Spain,1952,28,0.1648,45,51,17
ESP,Spain,1953,27,0.1647,45,51,18
ESP,Spain,1954,27,0.16188,45,51,18
ESP,Spain,1955,27,0.1662,45,51,18
ESP,Spain,1956,27,0.16838,45,50,18
ESP,Spain,1957,27,0.17956,45,50,18
ESP,Spain,1958,26,0.18254,45,50,19
ESP,Spain,1959,26,0.18419,45,50,19
ESP,Spain,1960,26,0.18951,45,50,19
ESP,Spain,1961,26,0.18582,45,49,19
ESP,Spain,1962,26,0.18798,45,50,19
ESP,Spain,1963,26,0.19543,45,49,19
ESP,Spain,1964,26,0.20455,45,50,19
ESP,Spain,1965,27,0.1992,45,51,18
ESP,Spain,1966,27,0.20114,45,50,18
ESP,Spain,1967,27,0.20666,45,51,18
ESP,Spain,1968,26,0.20336,45,50,19
ESP,Spain,1969,26,0.20597,44,49,18
ESP,Spain,1970,26,0.20929,44,50,18
ESP,Spain,1971,26,0.21042,44,48,18
ESP,Spain,1972,25,0.20729,44,48,19
ESP,Spain,1973,25,0.20931,44,48,19
ESP,Spain,1974,25,0.20695,44,48,19
ESP,Spain,1975,25,0.19789,44,46,19
ESP,Spain,1976,25,0.19799,44,47,19
ESP,Spain,1977,25,0.19003,44,47,19
ESP,Spain,1978,25,0.18232,44,47,19
ESP,Spain,1979,25,0.16828,44,46,19
ESP,Spain,1980,25,0.15668,44,46,19
ESP,Spain,1981,25,0.14615,43,46,18
ESP,Spain,1982,25,0.14001,43,46,18
ESP,Spain,1983,26,0.12985,43,46,17
ESP,Spain,1984,26,0.12762,43,46,17
ESP,Spain,1985,27,0.12208,43,46,16
ESP,Spain,1986,27,0.11679,43,45,16
ESP,Spain,1987,27,0.11442,42,45,15
ESP,Spain,1988,27,0.11184,42,45,15
ESP,Spain,1989,28,0.1098,42,45,14
ESP,Spain,1990,28,0.109,41,45,13
ESP,Spain,1991,29,0.10702,42,44,13
ESP,Spain,1992,29,0.10839,41,44,12
ESP,Spain,1993,29,0.10737,41,44,12
ESP,Spain,1994,29,0.10186,41,44,12
ESP,Spain,1995,30,0.10021,41,44,11
ESP,Spain,1996,30,0.09872,41,44,11
ESP,Spain,1997,30,0.10141,41,44,11
ESP,Spain,1998,30,0.09684,41,44,11
ESP,Spain,1999,30,0.09916,41,44,11
ESP,Spain,2000,31,0.10147,42,44,11
ESP,Spain,2001,31,0.10123,42,44,11
ESP,Spain,2002,31,0.10147,42,45,11
ESP,Spain,2003,31,0.10406,42,45,11
ESP,Spain,2004,32,0.10371,42,45,10
ESP,Spain,2005,32,0.10453,42,45,10
ESP,Spain,2006,32,0.10383,42,45,10
ESP,Spain,2007,32,0.10093,42,45,10
ESP,Spain,2008,32,0.10314,43,45,11
ESP,Spain,2009,33,0.0974,43,46,10
ESP,Spain,2010,32,0.09842,43,46,11
ESP,Spain,2011,33,0.09687,43,46,10
ESP,Spain,2012,32,0.096,43,46,11
ESP,Spain,2013,32,0.09227,43,46,11
ESP,Spain,2014,33,0.09532,43,46,10
ESP,Spain,2015,33,0.09735,44,46,11
ESP,Spain,2016,33,0.09667,44,46,11
ESP,Spain,2017,33,0.0948,44,47,11
ESP,Spain,2018,33,0.09122,44,47,11
ESP,Spain,2019,33,0.08796,44,47,11
ESP,Spain,2020,33,0.08469,44,47,11
ESP,Spain,2021,34,0.08846,44,47,10
ESP,Spain,2022,34,0.08389,44,47,10
ESP,Spain,2023,33,0.08103,44,47,11
ESP,Spain,2024,34,0.08061,44,47,10
EST,Estonia,1959,23,0.13983,43,46,20
EST,Estonia,1960,24,0.14368,43,46,19
EST,Estonia,1961,24,0.14871,43,46,19
EST,Estonia,1962,24,0.14835,43,45,19
EST,Estonia,1963,23,0.14217,43,45,20
EST,Estonia,1964,23,0.14823,43,45,20
EST,Estonia,1965,23,0.15081,43,45,20
EST,Estonia,1966,24,0.14885,43,46,19
EST,Estonia,1967,23,0.14796,42,45,19
EST,Estonia,1968,23,0.15435,42,45,19
EST,Estonia,1969,22,0.16979,42,45,20
EST,Estonia,1970,23,0.17398,42,45,19
EST,Estonia,1971,22,0.18005,42,45,20
EST,Estonia,1972,22,0.18589,42,45,20
EST,Estonia,1973,22,0.17478,42,44,20
EST,Estonia,1974,22,0.17931,42,45,20
EST,Estonia,1975,21,0.17228,42,45,21
EST,Estonia,1976,22,0.17245,41,44,19
EST,Estonia,1977,21,0.17591,42,44,21
EST,Estonia,1978,21,0.17601,42,45,21
EST,Estonia,1979,22,0.18142,41,44,19
EST,Estonia,1980,22,0.1862,41,44,19
EST,Estonia,1981,21,0.19073,41,44,20
EST,Estonia,1982,22,0.1971,42,45,20
EST,Estonia,1983,22,0.19512,41,44,19
EST,Estonia,1984,21,0.19391,41,44,20
EST,Estonia,1985,22,0.18165,41,44,19
EST,Estonia,1986,23,0.18725,41,43,18
EST,Estonia,1987,22,0.19999,41,44,19
EST,Estonia,1988,22,0.19655,42,43,20
EST,Estonia,1989,21,0.18996,41,43,20
EST,Estonia,1990,21,0.17719,41,44,20
EST,Estonia,1991,21,0.16004,41,43,20
EST,Estonia,1992,21,0.14922,41,44,20
EST,Estonia,1993,20,0.12256,40,44,20
EST,Estonia,1994,21,0.11876,40,43,19
EST,Estonia,1995,21,0.11471,40,43,19
EST,Estonia,1996,22,0.10713,40,43,18
EST,Estonia,1997,21,0.09488,41,44,20
EST,Estonia,1998,23,0.09003,41,44,18
EST,Estonia,1999,23,0.09847,41,44,18
EST,Estonia,2000,24,0.09216,41,44,17
EST,Estonia,2001,26,0.08795,41,43,15
EST,Estonia,2002,26,0.09208,41,44,15
EST,Estonia,2003,27,0.0902,41,45,14
EST,Estonia,2004,25,0.10063,41,43,16
EST,Estonia,2005,27,0.10351,42,44,15
EST,Estonia,2006,28,0.10955,42,44,14
EST,Estonia,2007,27,0.11528,42,44,15
EST,Estonia,2008,25,0.11309,42,45,17
EST,Estonia,2009,28,0.12052,42,45,14
EST,Estonia,2010,28,0.12195,42,44,14
EST,Estonia,2011,29,0.1119,42,45,13
EST,Estonia,2012,27,0.10679,43,45,16
EST,Estonia,2013,27,0.1004,42,45,15
EST,Estonia,2014,28,0.10145,42,45,14
EST,Estonia,2015,28,0.10645,43,45,15
EST,Estonia,2016,29,0.11564,43,45,14
EST,Estonia,2017,28,0.11157,43,45,15
EST,Estonia,2018,29,0.11604,43,46,14
EST,Estonia,2019,29,0.11569,44,46,15
EST,Estonia,2020,30,0.11116,43,46,13
EST,Estonia,2021,30,0.12112,44,46,14
EST,Estonia,2022,30,0.10042,43,47,13
EST,Estonia,2023,29,0.08889,43,47,14
EST,Estonia,2024,31,0.08472,43,48,12
FIN,Finland,1866,30,0.22736,47,49,17
FIN,Finland,1867,30,0.23284,47,49,17
FIN,Finland,1868,30,0.17659,47,48,17
FIN,Finland,1869,30,0.24603,47,49,17
FIN,Finland,1870,29,0.25002,48,49,19
FIN,Finland,1871,30,0.2583,48,49,18
FIN,Finland,1872,30,0.2538,47,49,17
FIN,Finland,1873,30,0.25892,47,49,17
FIN,Finland,1874,31,0.26333,48,49,17
FIN,Finland,1875,30,0.25139,48,49,18
FIN,Finland,1876,30,0.25056,47,49,17
FIN,Finland,1877,30,0.25602,48,49,18
FIN,Finland,1878,30,0.23654,48,49,18
FIN,Finland,1879,30,0.25333,48,49,18
FIN,Finland,1880,29,0.24163,48,49,19
FIN,Finland,1881,30,0.23751,48,49,18
FIN,Finland,1882,30,0.24909,48,49,18
FIN,Finland,1883,30,0.24109,48,49,18
FIN,Finland,1884,30,0.24183,48,49,18
FIN,Finland,1885,30,0.23409,48,49,18
FIN,Finland,1886,30,0.2437,48,49,18
FIN,Finland,1887,30,0.25316,48,49,18
FIN,Finland,1888,30,0.24347,48,49,18
FIN,Finland,1889,30,0.24019,48,49,18
FIN,Finland,1890,30,0.23909,48,49,18
FIN,Finland,1891,31,0.25088,48,49,17
FIN,Finland,1892,31,0.23573,47,49,16
FIN,Finland,1893,32,0.22804,47,49,15
FIN,Finland,1894,32,0.23727,47,49,15
FIN,Finland,1895,32,0.25434,48,49,16
FIN,Finland,1896,32,0.24312,48,49,16
FIN,Finland,1897,31,0.23833,47,49,16
FIN,Finland,1898,29,0.24079,48,49,19
FIN,Finland,1899,26,0.24459,48,49,22
FIN,Finland,1900,29,0.24015,47,49,18
FIN,Finland,1901,30,0.24684,47,49,17
FIN,Finland,1902,29,0.23999,47,49,18
FIN,Finland,1903,30,0.23487,47,49,17
FIN,Finland,1904,30,0.2443,47,49,17
FIN,Finland,1905,29,0.23117,47,49,18
FIN,Finland,1906,30,0.23617,47,49,17
FIN,Finland,1907,30,0.23407,47,49,17
FIN,Finland,1908,29,0.23093,47,49,18
FIN,Finland,1909,29,0.23138,47,49,18
FIN,Finland,1910,29,0.22425,47,49,18
FIN,Finland,1911,30,0.21751,47,49,17
FIN,Finland,1912,30,0.21375,47,49,17
FIN,Finland,1913,30,0.20085,47,49,17
FIN,Finland,1914,31,0.19937,47,49,16
FIN,Finland,1915,30,0.18556,47,49,17
FIN,Finland,1916,29,0.17695,47,49,18
FIN,Finland,1917,29,0.17823,47,49,18
FIN,Finland,1918,29,0.17214,47,48,18
FIN,Finland,1919,29,0.14361,47,48,18
FIN,Finland,1920,29,0.18678,47,48,18
FIN,Finland,1921,28,0.17596,47,49,19
FIN,Finland,1922,26,0.17177,47,48,21
FIN,Finland,1923,28,0.17097,47,48,19
FIN,Finland,1924,26,0.16317,47,48,21
FIN,Finland,1925,27,0.16076,47,48,20
FIN,Finland,1926,27,0.15634,47,48,20
FIN,Finland,1927,27,0.15066,47,48,20
FIN,Finland,1928,27,0.15064,47,48,20
FIN,Finland,1929,26,0.1464,47,48,21
FIN,Finland,1930,26,0.14476,47,48,21
FIN,Finland,1931,26,0.13451,47,48,21
FIN,Finland,1932,28,0.12692,46,48,18
FIN,Finland,1933,27,0.11755,46,48,19
FIN,Finland,1934,26,0.12238,46,48,20
FIN,Finland,1935,25,0.12537,46,48,21
FIN,Finland,1936,25,0.12565,46,48,21
FIN,Finland,1937,25,0.13325,46,48,21
FIN,Finland,1938,25,0.13958,46,48,21
FIN,Finland,1939,25,0.14298,46,48,21
FIN,Finland,1940,25,0.11973,46,48,21
FIN,Finland,1941,25,0.16975,46,48,21
FIN,Finland,1942,26,0.11029,46,48,20
FIN,Finland,1943,28,0.13383,46,48,18
FIN,Finland,1944,27,0.1442,46,48,19
FIN,Finland,1945,25,0.192,46,48,21
FIN,Finland,1946,25,0.20572,46,48,21
FIN,Finland,1947,26,0.20851,46,48,20
FIN,Finland,1948,25,0.20532,46,48,21
FIN,Finland,1949,24,0.19546,46,48,22
FIN,Finland,1950,24,0.18464,46,48,22
FIN,Finland,1951,25,0.18,46,48,21
FIN,Finland,1952,24,0.1913,46,48,22
FIN,Finland,1953,24,0.1793,45,47,21
FIN,Finland,1954,24,0.1827,45,47,21
FIN,Finland,1955,24,0.18333,45,47,21
FIN,Finland,1956,24,0.18666,45,47,21
FIN,Finland,1957,24,0.18747,45,47,21
FIN,Finland,1958,23,0.17409,45,47,22
FIN,Finland,1959,24,0.18409,45,47,21
FIN,Finland,1960,24,0.1823,45,47,21
FIN,Finland,1961,25,0.18457,45,47,20
FIN,Finland,1962,23,0.18339,45,47,22
FIN,Finland,1963,23,0.18079,45,47,22
FIN,Finland,1964,24,0.18206,45,47,21
FIN,Finland,1965,23,0.1668,45,47,22
FIN,Finland,1966,24,0.16165,44,47,20
FIN,Finland,1967,24,0.16321,44,46,20
FIN,Finland,1968,23,0.14901,44,46,21
FIN,Finland,1969,24,0.13402,43,46,19
FIN,Finland,1970,24,0.12876,43,46,19
FIN,Finland,1971,24,0.12448,42,45,18
FIN,Finland,1972,25,0.11944,42,45,17
FIN,Finland,1973,24,0.11295,42,45,18
FIN,Finland,1974,24,0.12492,41,45,17
FIN,Finland,1975,25,0.12699,42,45,17
FIN,Finland,1976,25,0.12832,41,45,16
FIN,Finland,1977,25,0.12981,42,45,17
FIN,Finland,1978,26,0.12234,41,44,15
FIN,Finland,1979,25,0.12506,41,44,16
FIN,Finland,1980,26,0.12328,42,45,16
FIN,Finland,1981,26,0.12877,42,45,16
FIN,Finland,1982,26,0.13106,42,45,16
FIN,Finland,1983,26,0.13651,42,45,16
FIN,Finland,1984,27,0.12849,42,45,15
FIN,Finland,1985,27,0.12747,42,45,15
FIN,Finland,1986,27,0.12604,42,44,15
FIN,Finland,1987,27,0.12555,42,45,15
FIN,Finland,1988,27,0.13651,42,45,15
FIN,Finland,1989,28,0.1379,42,45,14
FIN,Finland,1990,28,0.14074,42,45,14
FIN,Finland,1991,27,0.13902,42,45,15
FIN,Finland,1992,28,0.14716,42,45,14
FIN,Finland,1993,28,0.14189,42,45,14
FIN,Finland,1994,29,0.14062,42,45,13
FIN,Finland,1995,27,0.13706,42,45,15
FIN,Finland,1996,28,0.13393,42,45,14
FIN,Finland,1997,28,0.13174,42,45,14
FIN,Finland,1998,28,0.12512,42,45,14
FIN,Finland,1999,29,0.12682,43,45,14
FIN,Finland,2000,28,0.12441,43,45,15
FIN,Finland,2001,29,0.12466000000000001,43,45,14
FIN,Finland,2002,30,0.12707,43,46,13
FIN,Finland,2003,29,0.12871,43,45,14
FIN,Finland,2004,29,0.13209,43,45,14
FIN,Finland,2005,29,0.13616,43,45,14
FIN,Finland,2006,29,0.13564,43,45,14
FIN,Finland,2007,29,0.13518,43,45,14
FIN,Finland,2008,30,0.13501,43,45,13
FIN,Finland,2009,29,0.13172,43,45,14
FIN,Finland,2010,30,0.13564,43,46,13
FIN,Finland,2011,29,0.13119,43,45,14
FIN,Finland,2012,31,0.12709,43,45,12
FIN,Finland,2013,30,0.12811,43,45,13
FIN,Finland,2014,29,0.12116,43,45,14
FIN,Finland,2015,30,0.12092,43,46,13
FIN,Finland,2016,31,0.11374,43,45,12
FIN,Finland,2017,31,0.11094,43,46,12
FIN,Finland,2018,31,0.10385,43,45,12
FIN,Finland,2019,31,0.10006,43,46,12
FIN,Finland,2020,31,0.10328,43,46,12
FIN,Finland,2021,31,0.11182,43,46,12
FIN,Finland,2022,31,0.09962,44,46,13
FIN,Finland,2023,31,0.09432,43,46,12
FIN,Finland,2024,31,0.09351,43,46,12
FRA,France,1892,25,0.1709,46,48,21
FRA,France,1893,25,0.17451,46,48,21
FRA,France,1894,25,0.16858,46,48,21
FRA,France,1895,25,0.16309,46,48,21
FRA,France,1896,25,0.17054,46,48,21
FRA,France,1897,25,0.16943,46,48,21
FRA,France,1898,25,0.16674,46,48,21
FRA,France,1899,25,0.17084,46,48,21
FRA,France,1900,25,0.16655,46,48,21
FRA,France,1901,25,0.17301,46,48,21
FRA,France,1902,25,0.16989,46,48,21
FRA,France,1903,25,0.16544,46,48,21
FRA,France,1904,25,0.16265,46,48,21
FRA,France,1905,25,0.16095,46,48,21
FRA,France,1906,25,0.16275,46,48,21
FRA,France,1907,25,0.15764,45,47,20
FRA,France,1908,25,0.16205,45,47,20
FRA,France,1909,25,0.15683,45,47,20
FRA,France,1910,25,0.15838,45,47,20
FRA,France,1911,24,0.15273,45,47,21
FRA,France,1912,24,0.15468,45,47,21
FRA,France,1913,24,0.15458,45,47,21
FRA,France,1914,25,0.14615,45,47,20
FRA,France,1915,25,0.08646,45,47,20
FRA,France,1916,25,0.06657,45,47,20
FRA,France,1917,26,0.07247,45,47,19
FRA,France,1918,26,0.08206,45,47,19
FRA,France,1919,27,0.08788,45,47,18
FRA,France,1920,25,0.1691,45,47,20
FRA,France,1921,25,0.16718,45,47,20
FRA,France,1922,25,0.15472,45,47,20
FRA,France,1923,25,0.15148,45,47,20
FRA,France,1924,25,0.14673,45,47,20
FRA,France,1925,24,0.14854,45,47,21
FRA,France,1926,24,0.14812,45,47,21
FRA,France,1927,24,0.14431,45,47,21
FRA,France,1928,24,0.14492,45,47,21
FRA,France,1929,24,0.14371,45,47,21
FRA,France,1930,24,0.14884,45,47,21
FRA,France,1931,24,0.14562,45,47,21
FRA,France,1932,24,0.14297,45,47,21
FRA,France,1933,24,0.13646,44,47,20
FRA,France,1934,24,0.13883,44,47,20
FRA,France,1935,24,0.13706,44,47,20
FRA,France,1936,24,0.1402,44,47,20
FRA,France,1937,24,0.14269,44,47,20
FRA,France,1938,24,0.14589,44,46,20
FRA,France,1939,24,0.14758,44,46,20
FRA,France,1940,24,0.12693,44,47,20
FRA,France,1941,25,0.1136,44,47,19
FRA,France,1942,24,0.12353,45,47,21
FRA,France,1943,24,0.13918,45,47,21
FRA,France,1944,24,0.1399,45,47,21
FRA,France,1945,24,0.14296,45,47,21
FRA,France,1946,26,0.19543,44,46,18
FRA,France,1947,24,0.20137,44,46,20
FRA,France,1948,24,0.2017,44,47,20
FRA,France,1949,24,0.20445,44,46,20
FRA,France,1950,24,0.20105,44,46,20
FRA,France,1951,24,0.19586,44,46,20
FRA,France,1952,24,0.19461,44,46,20
FRA,France,1953,24,0.19279,44,46,20
FRA,France,1954,24,0.19387,44,46,20
FRA,France,1955,24,0.19591,44,46,20
FRA,France,1956,24,0.19609,44,46,20
FRA,France,1957,24,0.20137,44,46,20
FRA,France,1958,24,0.1986,44,46,20
FRA,France,1959,24,0.20702,44,46,20
FRA,France,1960,24,0.20667,44,46,20
FRA,France,1961,24,0.21293,44,46,20
FRA,France,1962,24,0.2108,44,46,20
FRA,France,1963,24,0.21647,44,46,20
FRA,France,1964,24,0.21462,44,46,20
FRA,France,1965,23,0.20863,43,46,20
FRA,France,1966,23,0.20456,43,46,20
FRA,France,1967,23,0.19907,43,46,20
FRA,France,1968,23,0.19284,43,46,20
FRA,France,1969,23,0.18694,43,46,20
FRA,France,1970,23,0.18513,43,46,20
FRA,France,1971,23,0.18745,43,46,20
FRA,France,1972,24,0.1824,43,45,19
FRA,France,1973,24,0.1734,43,45,19
FRA,France,1974,24,0.16144,43,45,19
FRA,France,1975,24,0.1507,42,45,18
FRA,France,1976,24,0.14515,42,45,18
FRA,France,1977,24,0.15089,41,44,17
FRA,France,1978,24,0.14968,41,44,17
FRA,France,1979,24,0.15318,41,44,17
FRA,France,1980,25,0.16124,41,44,16
FRA,France,1981,25,0.16121,41,44,16
FRA,France,1982,25,0.1582,41,44,16
FRA,France,1983,25,0.14993,41,44,16
FRA,France,1984,25,0.15141,41,44,16
FRA,France,1985,25,0.15371,41,44,16
FRA,France,1986,26,0.15329,41,44,15
FRA,France,1987,25,0.14886,41,44,16
FRA,France,1988,26,0.14956,41,44,15
FRA,France,1989,26,0.14677,41,44,15
FRA,France,1990,26,0.14431,41,44,15
FRA,France,1991,26,0.14471,41,44,15
FRA,France,1992,27,0.14125,41,44,14
FRA,France,1993,27,0.13604,42,44,15
FRA,France,1994,27,0.13778,42,44,15
FRA,France,1995,27,0.14286,42,44,15
FRA,France,1996,28,0.1434,42,44,14
FRA,France,1997,28,0.14099,42,44,14
FRA,France,1998,28,0.14478,42,44,14
FRA,France,1999,28,0.14381,42,44,14
FRA,France,2000,28,0.14937,42,44,14
FRA,France,2001,28,0.14681,42,45,14
FRA,France,2002,28,0.14723,42,45,14
FRA,France,2003,28,0.14721,42,45,14
FRA,France,2004,29,0.14817,42,45,13
FRA,France,2005,29,0.1486,43,45,14
FRA,France,2006,29,0.15201,43,45,14
FRA,France,2007,29,0.15011,43,45,14
FRA,France,2008,29,0.15127,43,45,14
FRA,France,2009,29,0.1506,43,45,14
FRA,France,2010,29,0.1511,43,45,14
FRA,France,2011,29,0.14825,43,45,14
FRA,France,2012,29,0.14809,43,45,14
FRA,France,2013,29,0.14679,43,45,14
FRA,France,2014,29,0.14745,43,46,14
FRA,France,2015,30,0.14332,43,45,13
FRA,France,2016,30,0.14071,43,46,13
FRA,France,2017,30,0.13859,43,46,13
FRA,France,2018,30,0.13801,43,46,13
FRA,France,2019,30,0.13707,43,46,13
FRA,France,2020,30,0.13295,43,46,13
FRA,France,2021,31,0.13552,43,46,12
FRA,France,2022,31,0.13014,43,46,12
FRA,France,2023,30,0.1188,43,46,13
GBRTENW,"UK, England and Wales",1891,29,0.21779,44,44,15
GBRTENW,"UK, England and Wales",1901,28,0.19419,44,44,16
GBRTENW,"UK, England and Wales",1911,28,0.16887,46,48,18
GBRTENW,"UK, England and Wales",1912,28,0.16713,46,48,18
GBRTENW,"UK, England and Wales",1913,28,0.16843,46,48,18
GBRTENW,"UK, England and Wales",1914,28,0.16646,46,48,18
GBRTENW,"UK, England and Wales",1915,27,0.15186,46,48,19
GBRTENW,"UK, England and Wales",1916,26,0.1477,45,48,19
GBRTENW,"UK, England and Wales",1917,27,0.12762,45,47,18
GBRTENW,"UK, England and Wales",1918,27,0.12153,45,47,18
GBRTENW,"UK, England and Wales",1919,27,0.13741,45,47,18
GBRTENW,"UK, England and Wales",1920,27,0.1751,46,48,19
GBRTENW,"UK, England and Wales",1921,27,0.15672,46,48,19
GBRTENW,"UK, England and Wales",1922,26,0.14476,45,47,19
GBRTENW,"UK, England and Wales",1923,27,0.14247,45,47,18
GBRTENW,"UK, England and Wales",1924,27,0.13834,45,47,18
GBRTENW,"UK, England and Wales",1925,27,0.13384,45,47,18
GBRTENW,"UK, England and Wales",1926,27,0.13185,45,47,18
GBRTENW,"UK, England and Wales",1927,27,0.12324,45,47,18
GBRTENW,"UK, England and Wales",1928,27,0.12312,45,47,18
GBRTENW,"UK, England and Wales",1929,27,0.11988,45,47,18
GBRTENW,"UK, England and Wales",1930,27,0.11997,45,47,18
GBRTENW,"UK, England and Wales",1931,27,0.11643,45,47,18
GBRTENW,"UK, England and Wales",1932,27,0.11207,44,47,17
GBRTENW,"UK, England and Wales",1933,26,0.10575,44,47,18
GBRTENW,"UK, England and Wales",1934,26,0.10755,44,47,18
GBRTENW,"UK, England and Wales",1935,26,0.10848,44,47,18
GBRTENW,"UK, England and Wales",1936,26,0.11096,44,47,18
GBRTENW,"UK, England and Wales",1937,25,0.11344,44,47,19
GBRTENW,"UK, England and Wales",1938,25,0.11728,44,46,19
GBRTENW,"UK, England and Wales",1939,25,0.12042,44,46,19
GBRTENW,"UK, England and Wales",1940,25,0.11974,44,46,19
GBRTENW,"UK, England and Wales",1941,25,0.11445,44,46,19
GBRTENW,"UK, England and Wales",1942,26,0.12727,44,46,18
GBRTENW,"UK, England and Wales",1943,23,0.13088,44,46,21
GBRTENW,"UK, England and Wales",1944,24,0.14781,44,46,20
GBRTENW,"UK, England and Wales",1945,25,0.1353,44,46,19
GBRTENW,"UK, England and Wales",1946,26,0.1788,44,46,18
GBRTENW,"UK, England and Wales",1947,26,0.18889,44,46,18
GBRTENW,"UK, England and Wales",1948,24,0.16443,44,46,20
GBRTENW,"UK, England and Wales",1949,24,0.15536,44,46,20
GBRTENW,"UK, England and Wales",1950,24,0.15118,44,46,20
GBRTENW,"UK, England and Wales",1951,25,0.14866,43,46,18
GBRTENW,"UK, England and Wales",1952,24,0.1517,43,46,19
GBRTENW,"UK, England and Wales",1953,24,0.15746,43,46,19
GBRTENW,"UK, England and Wales",1954,24,0.16066,43,46,19
GBRTENW,"UK, England and Wales",1955,24,0.1622,43,46,19
GBRTENW,"UK, England and Wales",1956,24,0.17118,43,46,19
GBRTENW,"UK, England and Wales",1957,24,0.17757,43,46,19
GBRTENW,"UK, England and Wales",1958,24,0.1852,43,46,19
GBRTENW,"UK, England and Wales",1959,25,0.18683,43,46,18
GBRTENW,"UK, England and Wales",1960,25,0.19497,43,46,18
GBRTENW,"UK, England and Wales",1961,25,0.20034,43,46,18
GBRTENW,"UK, England and Wales",1962,25,0.20578,43,46,18
GBRTENW,"UK, England and Wales",1963,25,0.20885,43,46,18
GBRTENW,"UK, England and Wales",1964,24,0.21515,43,46,19
GBRTENW,"UK, England and Wales",1965,25,0.20873,43,46,18
GBRTENW,"UK, England and Wales",1966,24,0.20072,43,46,19
GBRTENW,"UK, England and Wales",1967,24,0.19166,43,46,19
GBRTENW,"UK, England and Wales",1968,24,0.19174,43,45,19
GBRTENW,"UK, England and Wales",1969,25,0.18302,43,45,18
GBRTENW,"UK, England and Wales",1970,25,0.17594,42,45,17
GBRTENW,"UK, England and Wales",1971,24,0.17372,42,45,18
GBRTENW,"UK, England and Wales",1972,25,0.16383,42,45,17
GBRTENW,"UK, England and Wales",1973,25,0.15481,42,44,17
GBRTENW,"UK, England and Wales",1974,26,0.14288,42,44,16
GBRTENW,"UK, England and Wales",1975,25,0.13669,41,44,16
GBRTENW,"UK, England and Wales",1976,26,0.13114,41,44,15
GBRTENW,"UK, England and Wales",1977,25,0.12853,41,44,16
GBRTENW,"UK, England and Wales",1978,25,0.13282,41,44,16
GBRTENW,"UK, England and Wales",1979,26,0.14146,41,44,15
GBRTENW,"UK, England and Wales",1980,26,0.14298,41,44,15
GBRTENW,"UK, England and Wales",1981,25,0.13788,41,45,16
GBRTENW,"UK, England and Wales",1982,25,0.13298,41,44,16
GBRTENW,"UK, England and Wales",1983,26,0.1336,41,44,15
GBRTENW,"UK, England and Wales",1984,26,0.13266,41,44,15
GBRTENW,"UK, England and Wales",1985,26,0.13155,41,44,15
GBRTENW,"UK, England and Wales",1986,26,0.12807,41,44,15
GBRTENW,"UK, England and Wales",1987,27,0.13021,41,44,14
GBRTENW,"UK, England and Wales",1988,27,0.1277,41,44,14
GBRTENW,"UK, England and Wales",1989,27,0.12372,41,44,14
GBRTENW,"UK, England and Wales",1990,27,0.12639,41,44,14
GBRTENW,"UK, England and Wales",1991,27,0.12384,41,44,14
GBRTENW,"UK, England and Wales",1992,28,0.12125,41,44,13
GBRTENW,"UK, England and Wales",1993,28,0.11893,41,44,13
