code,country,birth_year,crossed,cross_age,max_obs_age,final_ccfr,status
AUT,Austria,2003,FALSE,NA,21,0.03806,censored
AUT,Austria,2004,FALSE,NA,20,0.02071,censored
AUT,Austria,2005,FALSE,NA,19,0.010100000000000001,censored
AUT,Austria,2006,FALSE,NA,18,0.0041600000000000005,censored
AUT,Austria,2007,FALSE,NA,17,0.00169,censored
AUT,Austria,2008,FALSE,NA,16,5.2e-4,censored
AUT,Austria,2009,FALSE,NA,15,1e-4,censored
AUT,Austria,2010,FALSE,NA,14,0,censored
BEL,Belgium,1932,TRUE,35,55,2.292660000000001,crossed
BEL,Belgium,1933,TRUE,35,55,2.285420000000001,crossed
BEL,Belgium,1934,TRUE,35,55,2.276340000000001,crossed
BEL,Belgium,1935,TRUE,35,55,2.2768900000000007,crossed
BEL,Belgium,1936,TRUE,35,55,2.2517600000000004,crossed
BEL,Belgium,1937,TRUE,35,55,2.2282600000000006,crossed
BEL,Belgium,1938,TRUE,35,55,2.203010000000001,crossed
BEL,Belgium,1939,TRUE,36,55,2.1653200000000004,crossed
BEL,Belgium,1940,TRUE,36,55,2.1529500000000006,crossed
BEL,Belgium,1941,TRUE,35,55,2.1815100000000007,crossed
BEL,Belgium,1942,TRUE,38,55,2.1030400000000005,crossed
BEL,Belgium,1943,TRUE,41,55,2.0633799999999995,crossed
BEL,Belgium,1944,FALSE,NA,55,2.0135000000000005,never
BEL,Belgium,1945,FALSE,NA,55,1.9699699999999996,never
BEL,Belgium,1946,FALSE,NA,55,1.9047500000000004,never
BEL,Belgium,1947,FALSE,NA,55,1.8999600000000003,never
BEL,Belgium,1948,FALSE,NA,55,1.8753000000000002,never
BEL,Belgium,1949,FALSE,NA,55,1.8498999999999999,never
BEL,Belgium,1950,FALSE,NA,55,1.8616900000000005,never
BEL,Belgium,1951,FALSE,NA,55,1.8503899999999995,never
BEL,Belgium,1952,FALSE,NA,55,1.8431200000000008,never
BEL,Belgium,1953,FALSE,NA,55,1.8433800000000002,never
BEL,Belgium,1954,FALSE,NA,55,1.8327399999999998,never
BEL,Belgium,1955,FALSE,NA,55,1.8376300000000003,never
BEL,Belgium,1956,FALSE,NA,55,1.8516599999999994,never
BEL,Belgium,1957,FALSE,NA,55,1.8416399999999997,never
BEL,Belgium,1958,FALSE,NA,55,1.84383,never
BEL,Belgium,1959,FALSE,NA,55,1.8459800000000006,never
BEL,Belgium,1960,FALSE,NA,55,1.8686699999999998,never
BEL,Belgium,1961,FALSE,NA,55,1.8577299999999999,never
BEL,Belgium,1962,FALSE,NA,55,1.8521800000000004,never
BEL,Belgium,1963,FALSE,NA,55,1.8353000000000002,never
BEL,Belgium,1964,FALSE,NA,55,1.8215999999999992,never
BEL,Belgium,1965,FALSE,NA,55,1.83081,never
BEL,Belgium,1966,FALSE,NA,55,1.8123900000000008,never
BEL,Belgium,1967,FALSE,NA,55,1.8221500000000004,never
BEL,Belgium,1968,FALSE,NA,54,1.8238499999999995,never
BEL,Belgium,1969,FALSE,NA,53,1.8202000000000003,never
BEL,Belgium,1970,FALSE,NA,52,1.8257500000000004,never
BEL,Belgium,1971,FALSE,NA,51,1.8257499999999998,never
BEL,Belgium,1972,FALSE,NA,50,1.8292999999999997,never
BEL,Belgium,1973,FALSE,NA,49,1.84113,never
BEL,Belgium,1974,FALSE,NA,49,1.8632499999999999,never
BEL,Belgium,1975,FALSE,NA,49,1.8698700000000004,never
BEL,Belgium,1976,FALSE,NA,48,1.8865100000000006,never
BEL,Belgium,1977,FALSE,NA,47,1.8800100000000002,never
BEL,Belgium,1978,FALSE,NA,46,1.89269,never
BEL,Belgium,1979,FALSE,NA,45,1.88926,never
BEL,Belgium,1980,FALSE,NA,44,1.8982099999999997,never
BEL,Belgium,1981,FALSE,NA,43,1.8672999999999997,censored
BEL,Belgium,1982,FALSE,NA,42,1.84811,censored
BEL,Belgium,1983,FALSE,NA,41,1.8436000000000001,censored
BEL,Belgium,1984,FALSE,NA,40,1.80116,censored
BEL,Belgium,1985,FALSE,NA,39,1.7695899999999998,censored
BEL,Belgium,1986,FALSE,NA,38,1.7155799999999999,censored
BEL,Belgium,1987,FALSE,NA,37,1.6426300000000003,censored
BEL,Belgium,1988,FALSE,NA,36,1.55378,censored
BEL,Belgium,1989,FALSE,NA,35,1.4358400000000002,censored
BEL,Belgium,1990,FALSE,NA,34,1.31809,censored
BEL,Belgium,1991,FALSE,NA,33,1.16713,censored
BEL,Belgium,1992,FALSE,NA,32,1.0184600000000001,censored
BEL,Belgium,1993,FALSE,NA,31,0.85907,censored
BEL,Belgium,1994,FALSE,NA,30,0.70914,censored
BEL,Belgium,1995,FALSE,NA,29,0.56318,censored
BEL,Belgium,1996,FALSE,NA,28,0.43699,censored
BEL,Belgium,1997,FALSE,NA,27,0.33474000000000004,censored
BEL,Belgium,1998,FALSE,NA,26,0.24944999999999998,censored
BEL,Belgium,1999,FALSE,NA,25,0.18529,censored
BEL,Belgium,2000,FALSE,NA,24,0.13258,censored
BEL,Belgium,2001,FALSE,NA,23,0.09345,censored
BEL,Belgium,2002,FALSE,NA,22,0.060980000000000006,censored
BEL,Belgium,2003,FALSE,NA,21,0.03797,censored
BEL,Belgium,2004,FALSE,NA,20,0.02182,censored
BEL,Belgium,2005,FALSE,NA,19,0.01085,censored
BEL,Belgium,2006,FALSE,NA,18,0.0051199999999999996,censored
BEL,Belgium,2007,FALSE,NA,17,0.00206,censored
BEL,Belgium,2008,FALSE,NA,16,5.1e-4,censored
BEL,Belgium,2009,FALSE,NA,15,6e-5,censored
BGR,Bulgaria,1932,TRUE,45,55,2.05201,crossed
BGR,Bulgaria,1933,FALSE,NA,55,2.0428200000000003,never
BGR,Bulgaria,1934,TRUE,43,55,2.0543600000000017,crossed
BGR,Bulgaria,1935,FALSE,NA,55,2.026290000000001,never
BGR,Bulgaria,1936,FALSE,NA,55,2.0418600000000002,never
BGR,Bulgaria,1937,FALSE,NA,55,2.0297500000000004,never
BGR,Bulgaria,1938,FALSE,NA,55,2.0479299999999987,never
BGR,Bulgaria,1939,FALSE,NA,55,2.02987,never
BGR,Bulgaria,1940,TRUE,38,55,2.07891,crossed
BGR,Bulgaria,1941,TRUE,37,55,2.0883699999999994,crossed
BGR,Bulgaria,1942,TRUE,36,55,2.0981899999999998,crossed
BGR,Bulgaria,1943,TRUE,38,55,2.0809399999999987,crossed
BGR,Bulgaria,1944,TRUE,38,55,2.078090000000001,crossed
BGR,Bulgaria,1945,TRUE,38,55,2.07175,crossed
BGR,Bulgaria,1946,TRUE,39,55,2.0718000000000005,crossed
BGR,Bulgaria,1947,FALSE,NA,55,2.03714,never
BGR,Bulgaria,1948,TRUE,39,55,2.06672,crossed
BGR,Bulgaria,1949,TRUE,40,55,2.0613700000000006,crossed
BGR,Bulgaria,1950,TRUE,37,55,2.087399999999999,crossed
BGR,Bulgaria,1951,FALSE,NA,55,2.04197,never
BGR,Bulgaria,1952,FALSE,NA,55,2.04863,never
BGR,Bulgaria,1953,FALSE,NA,55,2.03169,never
BGR,Bulgaria,1954,FALSE,NA,55,2.0408600000000003,never
BGR,Bulgaria,1955,FALSE,NA,55,2.034840000000001,never
BGR,Bulgaria,1956,FALSE,NA,55,2.02738,never
BGR,Bulgaria,1957,FALSE,NA,55,2.0379600000000004,never
BGR,Bulgaria,1958,FALSE,NA,55,2.0314199999999993,never
BGR,Bulgaria,1959,FALSE,NA,55,2.003979999999999,never
BGR,Bulgaria,1960,FALSE,NA,55,1.9728299999999994,never
BGR,Bulgaria,1961,FALSE,NA,55,1.9249100000000001,never
BGR,Bulgaria,1962,FALSE,NA,55,1.89617,never
BGR,Bulgaria,1963,FALSE,NA,55,1.87006,never
BGR,Bulgaria,1964,FALSE,NA,55,1.8653899999999994,never
BGR,Bulgaria,1965,FALSE,NA,55,1.8459599999999996,never
BGR,Bulgaria,1966,FALSE,NA,55,1.8200500000000002,never
BGR,Bulgaria,1967,FALSE,NA,54,1.7981900000000004,never
BGR,Bulgaria,1968,FALSE,NA,53,1.7830900000000003,never
BGR,Bulgaria,1969,FALSE,NA,52,1.7275399999999999,never
BGR,Bulgaria,1970,FALSE,NA,51,1.6879500000000007,never
BGR,Bulgaria,1971,FALSE,NA,50,1.67503,never
BGR,Bulgaria,1972,FALSE,NA,49,1.6553200000000001,never
BGR,Bulgaria,1973,FALSE,NA,48,1.66785,never
BGR,Bulgaria,1974,FALSE,NA,47,1.6487500000000002,never
BGR,Bulgaria,1975,FALSE,NA,46,1.6360799999999995,never
BGR,Bulgaria,1976,FALSE,NA,45,1.6438799999999998,never
BGR,Bulgaria,1977,FALSE,NA,44,1.6538599999999997,never
BGR,Bulgaria,1978,FALSE,NA,43,1.65682,censored
BGR,Bulgaria,1979,FALSE,NA,42,1.6656400000000005,censored
BGR,Bulgaria,1980,FALSE,NA,41,1.6448500000000006,censored
BGR,Bulgaria,1981,FALSE,NA,40,1.6308599999999998,censored
BGR,Bulgaria,1982,FALSE,NA,39,1.6081200000000002,censored
BGR,Bulgaria,1983,FALSE,NA,38,1.5795300000000003,censored
BGR,Bulgaria,1984,FALSE,NA,37,1.5363499999999999,censored
BGR,Bulgaria,1985,FALSE,NA,36,1.4886499999999998,censored
BGR,Bulgaria,1986,FALSE,NA,35,1.42172,censored
BGR,Bulgaria,1987,FALSE,NA,34,1.3329800000000003,censored
BGR,Bulgaria,1988,FALSE,NA,33,1.25862,censored
BGR,Bulgaria,1989,FALSE,NA,32,1.1627,censored
BGR,Bulgaria,1990,FALSE,NA,31,1.10111,censored
BGR,Bulgaria,1991,FALSE,NA,30,1.00271,censored
BGR,Bulgaria,1992,FALSE,NA,29,0.9228999999999999,censored
BGR,Bulgaria,1993,FALSE,NA,28,0.8367700000000001,censored
BGR,Bulgaria,1994,FALSE,NA,27,0.7627799999999999,censored
BGR,Bulgaria,1995,FALSE,NA,26,0.6678200000000001,censored
BGR,Bulgaria,1996,FALSE,NA,25,0.57936,censored
BGR,Bulgaria,1997,FALSE,NA,24,0.4728,censored
BGR,Bulgaria,1998,FALSE,NA,23,0.37799,censored
BGR,Bulgaria,1999,FALSE,NA,22,0.32377999999999996,censored
BGR,Bulgaria,2000,FALSE,NA,21,0.26926000000000005,censored
BGR,Bulgaria,2001,FALSE,NA,20,0.2127,censored
BGR,Bulgaria,2002,FALSE,NA,19,0.14516,censored
BGR,Bulgaria,2003,FALSE,NA,18,0.09996,censored
BGR,Bulgaria,2004,FALSE,NA,17,0.05543,censored
BGR,Bulgaria,2005,FALSE,NA,16,0.02555,censored
BGR,Bulgaria,2006,FALSE,NA,15,0.006849999999999999,censored
BGR,Bulgaria,2007,FALSE,NA,14,0.0012000000000000001,censored
BGR,Bulgaria,2008,FALSE,NA,13,9e-5,censored
BIH,Bosnia and Herzegovina,1935,TRUE,30,50,3.0823199999999993,crossed
BIH,Bosnia and Herzegovina,1936,TRUE,30,50,2.9995800000000004,crossed
BIH,Bosnia and Herzegovina,1937,TRUE,30,50,2.9413399999999994,crossed
BIH,Bosnia and Herzegovina,1938,TRUE,30,50,2.84929,crossed
BIH,Bosnia and Herzegovina,1939,TRUE,30,50,2.81075,crossed
BIH,Bosnia and Herzegovina,1940,TRUE,30,50,2.7737799999999986,crossed
BIH,Bosnia and Herzegovina,1941,TRUE,30,49,2.7149399999999995,crossed
BIH,Bosnia and Herzegovina,1942,TRUE,31,48,2.58615,crossed
BIH,Bosnia and Herzegovina,1943,TRUE,31,47,2.5102199999999995,crossed
BIH,Bosnia and Herzegovina,1944,TRUE,32,46,2.447990000000001,crossed
BIH,Bosnia and Herzegovina,1945,TRUE,33,45,2.33384,crossed
BIH,Bosnia and Herzegovina,1946,TRUE,33,50,2.3462,crossed
BIH,Bosnia and Herzegovina,1947,TRUE,33,50,2.3418400000000004,crossed
BIH,Bosnia and Herzegovina,1948,TRUE,33,50,2.30557,crossed
BIH,Bosnia and Herzegovina,1949,TRUE,34,50,2.2201100000000005,crossed
BIH,Bosnia and Herzegovina,1950,TRUE,34,50,2.2122,crossed
BIH,Bosnia and Herzegovina,1951,TRUE,38,50,2.09199,crossed
BIH,Bosnia and Herzegovina,1952,FALSE,NA,50,2.01907,never
BIH,Bosnia and Herzegovina,1953,FALSE,NA,50,1.9718300000000002,never
BIH,Bosnia and Herzegovina,1954,FALSE,NA,50,1.9461000000000004,never
BIH,Bosnia and Herzegovina,1955,FALSE,NA,50,1.8775699999999995,never
BIH,Bosnia and Herzegovina,1956,FALSE,NA,50,1.8610400000000002,never
BIH,Bosnia and Herzegovina,1957,FALSE,NA,50,1.7988100000000002,never
BIH,Bosnia and Herzegovina,1958,FALSE,NA,50,1.7747200000000003,never
BIH,Bosnia and Herzegovina,1959,FALSE,NA,50,1.74415,never
BIH,Bosnia and Herzegovina,1960,FALSE,NA,50,1.6973599999999995,never
BIH,Bosnia and Herzegovina,1961,FALSE,NA,50,1.6148899999999997,never
BIH,Bosnia and Herzegovina,1962,FALSE,NA,50,1.5197800000000004,never
BIH,Bosnia and Herzegovina,1963,FALSE,NA,50,1.4122100000000002,never
BIH,Bosnia and Herzegovina,1964,FALSE,NA,50,1.3260999999999998,never
BIH,Bosnia and Herzegovina,1965,FALSE,NA,50,1.2601900000000001,never
BIH,Bosnia and Herzegovina,1966,FALSE,NA,50,1.2033700000000003,never
BIH,Bosnia and Herzegovina,1967,FALSE,NA,50,1.1385800000000004,never
BIH,Bosnia and Herzegovina,1968,FALSE,NA,50,1.0774199999999998,never
BIH,Bosnia and Herzegovina,1969,FALSE,NA,50,1.02475,never
BIH,Bosnia and Herzegovina,1970,FALSE,NA,50,0.9953599999999999,never
BIH,Bosnia and Herzegovina,1971,FALSE,NA,50,0.991,never
BIH,Bosnia and Herzegovina,1972,FALSE,NA,50,1.0231,never
