code,year,age,asfr,source
CHE,1968,36,0.04947,hfd
CHE,1968,37,0.04063,hfd
CHE,1968,38,0.03528,hfd
CHE,1968,39,0.02715,hfd
CHE,1968,40,0.02132,hfd
CHE,1968,41,0.01535,hfd
CHE,1968,42,0.01243,hfd
CHE,1968,43,0.00756,hfd
CHE,1968,44,0.00487,hfd
CHE,1968,45,0.00262,hfd
CHE,1968,46,0.00167,hfd
CHE,1968,47,6.6e-4,hfd
CHE,1968,48,1.6e-4,hfd
CHE,1968,49,1e-4,hfd
CHE,1968,50,0,hfd
CHE,1968,51,0,hfd
CHE,1968,52,0,hfd
CHE,1968,53,0,hfd
CHE,1968,54,0,hfd
CHE,1968,55,0,hfd
CHE,1969,12,2e-5,hfd
CHE,1969,13,5e-5,hfd
CHE,1969,14,1.6e-4,hfd
CHE,1969,15,7.4e-4,hfd
CHE,1969,16,0.00319,hfd
CHE,1969,17,0.01331,hfd
CHE,1969,18,0.03423,hfd
CHE,1969,19,0.05902,hfd
CHE,1969,20,0.09126,hfd
CHE,1969,21,0.11412,hfd
CHE,1969,22,0.13227,hfd
CHE,1969,23,0.14619,hfd
CHE,1969,24,0.15373,hfd
CHE,1969,25,0.15738,hfd
CHE,1969,26,0.15406,hfd
CHE,1969,27,0.15354,hfd
CHE,1969,28,0.13954,hfd
CHE,1969,29,0.12717,hfd
CHE,1969,30,0.11543,hfd
CHE,1969,31,0.10373,hfd
CHE,1969,32,0.08805,hfd
CHE,1969,33,0.0762,hfd
CHE,1969,34,0.06501,hfd
CHE,1969,35,0.05444,hfd
CHE,1969,36,0.04867,hfd
CHE,1969,37,0.03947,hfd
CHE,1969,38,0.03378,hfd
CHE,1969,39,0.02635,hfd
CHE,1969,40,0.02143,hfd
CHE,1969,41,0.01359,hfd
CHE,1969,42,0.01092,hfd
CHE,1969,43,0.0068,hfd
CHE,1969,44,0.00392,hfd
CHE,1969,45,0.00238,hfd
CHE,1969,46,0.00106,hfd
CHE,1969,47,6.5e-4,hfd
CHE,1969,48,1.6e-4,hfd
CHE,1969,49,3e-5,hfd
CHE,1969,50,3e-5,hfd
CHE,1969,51,0,hfd
CHE,1969,52,0,hfd
CHE,1969,53,0,hfd
CHE,1969,54,0,hfd
CHE,1969,55,0,hfd
CHE,1970,12,0,hfd
CHE,1970,13,2e-5,hfd
CHE,1970,14,1.4e-4,hfd
CHE,1970,15,8.5e-4,hfd
CHE,1970,16,0.00349,hfd
CHE,1970,17,0.01266,hfd
CHE,1970,18,0.03423,hfd
CHE,1970,19,0.05999,hfd
CHE,1970,20,0.08903,hfd
CHE,1970,21,0.11411,hfd
CHE,1970,22,0.13127,hfd
CHE,1970,23,0.14045,hfd
CHE,1970,24,0.15043,hfd
CHE,1970,25,0.1518,hfd
CHE,1970,26,0.14803,hfd
CHE,1970,27,0.14295,hfd
CHE,1970,28,0.13541,hfd
CHE,1970,29,0.12204,hfd
CHE,1970,30,0.10698,hfd
CHE,1970,31,0.09515,hfd
CHE,1970,32,0.0832,hfd
CHE,1970,33,0.07338,hfd
CHE,1970,34,0.06328,hfd
CHE,1970,35,0.05195,hfd
CHE,1970,36,0.04633,hfd
CHE,1970,37,0.03785,hfd
CHE,1970,38,0.02941,hfd
CHE,1970,39,0.02436,hfd
CHE,1970,40,0.01849,hfd
CHE,1970,41,0.0137,hfd
CHE,1970,42,0.00896,hfd
CHE,1970,43,0.00598,hfd
CHE,1970,44,0.00405,hfd
CHE,1970,45,0.00227,hfd
CHE,1970,46,9.1e-4,hfd
CHE,1970,47,6.4e-4,hfd
CHE,1970,48,3.9e-4,hfd
CHE,1970,49,3e-5,hfd
CHE,1970,50,3e-5,hfd
CHE,1970,51,0,hfd
CHE,1970,52,0,hfd
CHE,1970,53,0,hfd
CHE,1970,54,0,hfd
CHE,1970,55,0,hfd
CHE,1971,12,0,hfd
CHE,1971,13,9e-5,hfd
CHE,1971,14,1.6e-4,hfd
CHE,1971,15,8.3e-4,hfd
CHE,1971,16,0.00371,hfd
CHE,1971,17,0.01384,hfd
CHE,1971,18,0.03245,hfd
CHE,1971,19,0.05717,hfd
CHE,1971,20,0.08424,hfd
CHE,1971,21,0.10823,hfd
CHE,1971,22,0.12772,hfd
CHE,1971,23,0.14287,hfd
CHE,1971,24,0.15105,hfd
CHE,1971,25,0.14868,hfd
CHE,1971,26,0.14767,hfd
CHE,1971,27,0.14114,hfd
CHE,1971,28,0.1277,hfd
CHE,1971,29,0.11902,hfd
CHE,1971,30,0.10662,hfd
CHE,1971,31,0.0926,hfd
CHE,1971,32,0.07954,hfd
CHE,1971,33,0.06704,hfd
CHE,1971,34,0.05708,hfd
CHE,1971,35,0.05089,hfd
CHE,1971,36,0.04232,hfd
CHE,1971,37,0.03422,hfd
CHE,1971,38,0.02781,hfd
CHE,1971,39,0.0227,hfd
CHE,1971,40,0.01692,hfd
CHE,1971,41,0.01323,hfd
CHE,1971,42,0.009,hfd
CHE,1971,43,0.00487,hfd
CHE,1971,44,0.00306,hfd
CHE,1971,45,0.00209,hfd
CHE,1971,46,0.00106,hfd
CHE,1971,47,4.4e-4,hfd
CHE,1971,48,1.9e-4,hfd
CHE,1971,49,3e-5,hfd
CHE,1971,50,0,hfd
CHE,1971,51,0,hfd
CHE,1971,52,0,hfd
CHE,1971,53,0,hfd
CHE,1971,54,0,hfd
CHE,1971,55,0,hfd
CHE,1972,12,0,hfd
CHE,1972,13,2e-5,hfd
CHE,1972,14,1.5e-4,hfd
CHE,1972,15,8.2e-4,hfd
CHE,1972,16,0.00323,hfd
CHE,1972,17,0.01442,hfd
CHE,1972,18,0.03137,hfd
CHE,1972,19,0.05212,hfd
CHE,1972,20,0.07399,hfd
CHE,1972,21,0.09997,hfd
CHE,1972,22,0.12215,hfd
CHE,1972,23,0.13293,hfd
CHE,1972,24,0.14417,hfd
CHE,1972,25,0.14497,hfd
CHE,1972,26,0.14344,hfd
CHE,1972,27,0.13627,hfd
CHE,1972,28,0.12355,hfd
CHE,1972,29,0.11038,hfd
CHE,1972,30,0.09651,hfd
CHE,1972,31,0.08696,hfd
CHE,1972,32,0.0725,hfd
CHE,1972,33,0.06372,hfd
CHE,1972,34,0.0529,hfd
CHE,1972,35,0.04493,hfd
CHE,1972,36,0.03937,hfd
CHE,1972,37,0.03108,hfd
CHE,1972,38,0.0248,hfd
CHE,1972,39,0.02096,hfd
CHE,1972,40,0.0153,hfd
CHE,1972,41,0.01056,hfd
CHE,1972,42,0.00844,hfd
CHE,1972,43,0.00467,hfd
CHE,1972,44,0.00292,hfd
CHE,1972,45,0.00167,hfd
CHE,1972,46,0.00093000000000000005,hfd
CHE,1972,47,5.2e-4,hfd
CHE,1972,48,8e-5,hfd
CHE,1972,49,5e-5,hfd
CHE,1972,50,8e-5,hfd
CHE,1972,51,0,hfd
CHE,1972,52,3e-5,hfd
CHE,1972,53,0,hfd
CHE,1972,54,0,hfd
CHE,1972,55,0,hfd
CHE,1973,12,0,hfd
CHE,1973,13,9e-5,hfd
CHE,1973,14,1.1e-4,hfd
CHE,1973,15,6.7e-4,hfd
CHE,1973,16,0.00323,hfd
CHE,1973,17,0.01337,hfd
CHE,1973,18,0.03033,hfd
CHE,1973,19,0.05019,hfd
CHE,1973,20,0.0703,hfd
CHE,1973,21,0.08995,hfd
CHE,1973,22,0.11024,hfd
CHE,1973,23,0.12712,hfd
CHE,1973,24,0.13714,hfd
CHE,1973,25,0.14266,hfd
CHE,1973,26,0.14077,hfd
CHE,1973,27,0.13279,hfd
CHE,1973,28,0.11952,hfd
CHE,1973,29,0.10805,hfd
CHE,1973,30,0.09387,hfd
CHE,1973,31,0.07975,hfd
CHE,1973,32,0.0672,hfd
CHE,1973,33,0.0593,hfd
CHE,1973,34,0.04849,hfd
CHE,1973,35,0.04085,hfd
CHE,1973,36,0.03418,hfd
CHE,1973,37,0.02837,hfd
CHE,1973,38,0.02327,hfd
CHE,1973,39,0.01823,hfd
CHE,1973,40,0.01366,hfd
CHE,1973,41,0.01027,hfd
CHE,1973,42,0.0065,hfd
CHE,1973,43,0.00446,hfd
CHE,1973,44,0.00259,hfd
CHE,1973,45,0.00145,hfd
CHE,1973,46,8.8e-4,hfd
CHE,1973,47,2.3e-4,hfd
CHE,1973,48,1.3e-4,hfd
CHE,1973,49,5e-5,hfd
CHE,1973,50,3e-5,hfd
CHE,1973,51,3e-5,hfd
CHE,1973,52,0,hfd
CHE,1973,53,0,hfd
CHE,1973,54,0,hfd
CHE,1973,55,0,hfd
CHE,1974,12,0,hfd
CHE,1974,13,2e-5,hfd
CHE,1974,14,9e-5,hfd
CHE,1974,15,5.6e-4,hfd
CHE,1974,16,0.00376,hfd
CHE,1974,17,0.01241,hfd
CHE,1974,18,0.02684,hfd
CHE,1974,19,0.04447,hfd
CHE,1974,20,0.06617,hfd
CHE,1974,21,0.08702,hfd
CHE,1974,22,0.10751,hfd
CHE,1974,23,0.1211,hfd
CHE,1974,24,0.13197,hfd
CHE,1974,25,0.13655,hfd
CHE,1974,26,0.13648,hfd
CHE,1974,27,0.12863,hfd
CHE,1974,28,0.11754,hfd
CHE,1974,29,0.10902,hfd
CHE,1974,30,0.08925,hfd
CHE,1974,31,0.07918,hfd
CHE,1974,32,0.06692,hfd
CHE,1974,33,0.05719,hfd
CHE,1974,34,0.04604,hfd
CHE,1974,35,0.03865,hfd
CHE,1974,36,0.03091,hfd
CHE,1974,37,0.02551,hfd
CHE,1974,38,0.02032,hfd
CHE,1974,39,0.01623,hfd
CHE,1974,40,0.01144,hfd
CHE,1974,41,0.00795,hfd
CHE,1974,42,0.00571,hfd
CHE,1974,43,0.00322,hfd
CHE,1974,44,0.00221,hfd
CHE,1974,45,0.00142,hfd
CHE,1974,46,5.4e-4,hfd
CHE,1974,47,3.9e-4,hfd
CHE,1974,48,5e-5,hfd
CHE,1974,49,3e-5,hfd
CHE,1974,50,3e-5,hfd
CHE,1974,51,0,hfd
CHE,1974,52,0,hfd
CHE,1974,53,0,hfd
CHE,1974,54,0,hfd
CHE,1974,55,0,hfd
CHE,1975,12,0,hfd
CHE,1975,13,0,hfd
CHE,1975,14,1.5e-4,hfd
CHE,1975,15,6.5e-4,hfd
CHE,1975,16,0.00287,hfd
CHE,1975,17,0.01014,hfd
CHE,1975,18,0.02268,hfd
CHE,1975,19,0.04012,hfd
CHE,1975,20,0.05978,hfd
CHE,1975,21,0.07957,hfd
CHE,1975,22,0.09591,hfd
CHE,1975,23,0.10975,hfd
CHE,1975,24,0.12614,hfd
CHE,1975,25,0.13233,hfd
CHE,1975,26,0.13113,hfd
CHE,1975,27,0.1244,hfd
CHE,1975,28,0.11546,hfd
CHE,1975,29,0.10209,hfd
CHE,1975,30,0.08847,hfd
CHE,1975,31,0.07379,hfd
CHE,1975,32,0.06192,hfd
CHE,1975,33,0.05008,hfd
CHE,1975,34,0.04256,hfd
CHE,1975,35,0.034,hfd
CHE,1975,36,0.02733,hfd
CHE,1975,37,0.02202,hfd
CHE,1975,38,0.01748,hfd
CHE,1975,39,0.01376,hfd
CHE,1975,40,0.01044,hfd
CHE,1975,41,0.00705,hfd
CHE,1975,42,0.00496,hfd
CHE,1975,43,0.00369,hfd
CHE,1975,44,0.00192,hfd
CHE,1975,45,9.1e-4,hfd
CHE,1975,46,3.6e-4,hfd
CHE,1975,47,2.6e-4,hfd
CHE,1975,48,8e-5,hfd
CHE,1975,49,0,hfd
CHE,1975,50,0,hfd
CHE,1975,51,0,hfd
CHE,1975,52,0,hfd
CHE,1975,53,0,hfd
CHE,1975,54,0,hfd
CHE,1975,55,0,hfd
CHE,1976,12,0,hfd
CHE,1976,13,0,hfd
CHE,1976,14,1e-4,hfd
CHE,1976,15,5.1e-4,hfd
CHE,1976,16,0.0026,hfd
CHE,1976,17,0.00866,hfd
CHE,1976,18,0.01877,hfd
CHE,1976,19,0.03313,hfd
CHE,1976,20,0.05043,hfd
CHE,1976,21,0.07464,hfd
CHE,1976,22,0.0898,hfd
CHE,1976,23,0.10875,hfd
CHE,1976,24,0.12036,hfd
CHE,1976,25,0.12513,hfd
CHE,1976,26,0.12774,hfd
CHE,1976,27,0.12134,hfd
CHE,1976,28,0.11204,hfd
CHE,1976,29,0.10657,hfd
CHE,1976,30,0.08741,hfd
CHE,1976,31,0.07657,hfd
CHE,1976,32,0.06257,hfd
CHE,1976,33,0.04852,hfd
CHE,1976,34,0.03931,hfd
CHE,1976,35,0.03277,hfd
CHE,1976,36,0.02536,hfd
CHE,1976,37,0.0202,hfd
CHE,1976,38,0.01662,hfd
CHE,1976,39,0.01165,hfd
CHE,1976,40,0.00888,hfd
CHE,1976,41,0.00663,hfd
CHE,1976,42,0.00433,hfd
CHE,1976,43,0.00279,hfd
CHE,1976,44,0.00137,hfd
CHE,1976,45,0.00105,hfd
CHE,1976,46,4.6e-4,hfd
CHE,1976,47,1.5e-4,hfd
CHE,1976,48,8e-5,hfd
CHE,1976,49,3e-5,hfd
CHE,1976,50,0,hfd
CHE,1976,51,3e-5,hfd
CHE,1976,52,0,hfd
CHE,1976,53,0,hfd
CHE,1976,54,0,hfd
CHE,1976,55,0,hfd
CHE,1977,12,0,hfd
CHE,1977,13,2e-5,hfd
CHE,1977,14,4e-5,hfd
CHE,1977,15,4.6e-4,hfd
CHE,1977,16,0.00184,hfd
CHE,1977,17,0.0064,hfd
CHE,1977,18,0.01624,hfd
CHE,1977,19,0.02808,hfd
CHE,1977,20,0.04541,hfd
CHE,1977,21,0.06769,hfd
CHE,1977,22,0.08676,hfd
CHE,1977,23,0.10499,hfd
CHE,1977,24,0.11808,hfd
CHE,1977,25,0.12502,hfd
CHE,1977,26,0.12825,hfd
CHE,1977,27,0.12504,hfd
CHE,1977,28,0.11943,hfd
CHE,1977,29,0.10587,hfd
CHE,1977,30,0.0917,hfd
CHE,1977,31,0.07925,hfd
CHE,1977,32,0.0618,hfd
CHE,1977,33,0.05329,hfd
CHE,1977,34,0.03885,hfd
CHE,1977,35,0.03265,hfd
CHE,1977,36,0.02506,hfd
CHE,1977,37,0.02054,hfd
CHE,1977,38,0.01539,hfd
CHE,1977,39,0.01186,hfd
CHE,1977,40,0.00836,hfd
CHE,1977,41,0.00537,hfd
CHE,1977,42,0.00416,hfd
CHE,1977,43,0.00256,hfd
CHE,1977,44,0.00104,hfd
CHE,1977,45,0.001,hfd
CHE,1977,46,2.8e-4,hfd
CHE,1977,47,2e-4,hfd
CHE,1977,48,5e-5,hfd
CHE,1977,49,0,hfd
CHE,1977,50,0,hfd
CHE,1977,51,0,hfd
CHE,1977,52,0,hfd
CHE,1977,53,0,hfd
CHE,1977,54,0,hfd
CHE,1977,55,0,hfd
CHE,1978,12,0,hfd
CHE,1978,13,0,hfd
CHE,1978,14,6e-5,hfd
CHE,1978,15,3.6e-4,hfd
CHE,1978,16,0.00175,hfd
CHE,1978,17,0.00589,hfd
CHE,1978,18,0.01518,hfd
CHE,1978,19,0.02808,hfd
CHE,1978,20,0.04423,hfd
CHE,1978,21,0.06129,hfd
CHE,1978,22,0.08368,hfd
CHE,1978,23,0.098,hfd
CHE,1978,24,0.11135,hfd
CHE,1978,25,0.12294,hfd
CHE,1978,26,0.12771,hfd
CHE,1978,27,0.12645,hfd
CHE,1978,28,0.11823,hfd
CHE,1978,29,0.10789,hfd
CHE,1978,30,0.09328,hfd
CHE,1978,31,0.0792,hfd
CHE,1978,32,0.06349,hfd
CHE,1978,33,0.05321,hfd
CHE,1978,34,0.04239,hfd
CHE,1978,35,0.0329,hfd
CHE,1978,36,0.02389,hfd
CHE,1978,37,0.01853,hfd
CHE,1978,38,0.01536,hfd
CHE,1978,39,0.01036,hfd
CHE,1978,40,0.00857,hfd
CHE,1978,41,0.00529,hfd
CHE,1978,42,0.00348,hfd
CHE,1978,43,0.00214,hfd
CHE,1978,44,0.00131,hfd
CHE,1978,45,8.1e-4,hfd
CHE,1978,46,3.3e-4,hfd
CHE,1978,47,2e-4,hfd
CHE,1978,48,5e-5,hfd
CHE,1978,49,3e-5,hfd
CHE,1978,50,0,hfd
CHE,1978,51,0,hfd
CHE,1978,52,0,hfd
CHE,1978,53,0,hfd
CHE,1978,54,0,hfd
CHE,1978,55,0,hfd
CHE,1979,12,0,hfd
CHE,1979,13,6e-5,hfd
CHE,1979,14,6e-5,hfd
CHE,1979,15,3.2e-4,hfd
CHE,1979,16,0.00164,hfd
CHE,1979,17,0.00633,hfd
CHE,1979,18,0.01413,hfd
CHE,1979,19,0.02745,hfd
CHE,1979,20,0.04432,hfd
CHE,1979,21,0.06093,hfd
CHE,1979,22,0.07872,hfd
CHE,1979,23,0.10228,hfd
CHE,1979,24,0.11416,hfd
CHE,1979,25,0.12498,hfd
CHE,1979,26,0.13152,hfd
CHE,1979,27,0.12766,hfd
CHE,1979,28,0.11899,hfd
CHE,1979,29,0.11249,hfd
CHE,1979,30,0.09381,hfd
CHE,1979,31,0.08221,hfd
CHE,1979,32,0.06592,hfd
CHE,1979,33,0.05369,hfd
CHE,1979,34,0.04047,hfd
CHE,1979,35,0.03319,hfd
CHE,1979,36,0.02527,hfd
CHE,1979,37,0.01906,hfd
CHE,1979,38,0.01315,hfd
CHE,1979,39,0.01036,hfd
CHE,1979,40,0.00729,hfd
CHE,1979,41,0.00443,hfd
CHE,1979,42,0.00274,hfd
CHE,1979,43,0.00212,hfd
CHE,1979,44,0.00119,hfd
CHE,1979,45,7.1e-4,hfd
CHE,1979,46,2.6e-4,hfd
CHE,1979,47,5e-5,hfd
CHE,1979,48,5e-5,hfd
CHE,1979,49,8e-5,hfd
CHE,1979,50,0,hfd
CHE,1979,51,0,hfd
CHE,1979,52,0,hfd
CHE,1979,53,0,hfd
CHE,1979,54,0,hfd
CHE,1979,55,0,hfd
CHE,1980,12,0,hfd
CHE,1980,13,0,hfd
CHE,1980,14,1e-4,hfd
CHE,1980,15,3.5e-4,hfd
CHE,1980,16,0.00173,hfd
CHE,1980,17,0.00649,hfd
CHE,1980,18,0.01432,hfd
CHE,1980,19,0.02821,hfd
CHE,1980,20,0.04436,hfd
CHE,1980,21,0.06277,hfd
CHE,1980,22,0.08083,hfd
CHE,1980,23,0.09852,hfd
CHE,1980,24,0.11365,hfd
CHE,1980,25,0.13035,hfd
CHE,1980,26,0.13131,hfd
CHE,1980,27,0.12804,hfd
CHE,1980,28,0.12418,hfd
CHE,1980,29,0.11234,hfd
CHE,1980,30,0.0992,hfd
CHE,1980,31,0.08442,hfd
CHE,1980,32,0.06782,hfd
CHE,1980,33,0.05594,hfd
CHE,1980,34,0.04599,hfd
CHE,1980,35,0.03449,hfd
CHE,1980,36,0.02608,hfd
CHE,1980,37,0.01709,hfd
CHE,1980,38,0.01387,hfd
CHE,1980,39,0.01173,hfd
CHE,1980,40,0.00723,hfd
CHE,1980,41,0.00535,hfd
CHE,1980,42,0.00311,hfd
CHE,1980,43,0.00149,hfd
CHE,1980,44,0.00118,hfd
CHE,1980,45,8.2e-4,hfd
CHE,1980,46,3e-4,hfd
CHE,1980,47,8e-5,hfd
CHE,1980,48,5e-5,hfd
CHE,1980,49,1.3e-4,hfd
CHE,1980,50,0,hfd
CHE,1980,51,0,hfd
CHE,1980,52,0,hfd
CHE,1980,53,0,hfd
CHE,1980,54,0,hfd
CHE,1980,55,0,hfd
CHE,1981,12,0,hfd
CHE,1981,13,0,hfd
CHE,1981,14,6e-5,hfd
CHE,1981,15,4e-4,hfd
CHE,1981,16,0.00164,hfd
CHE,1981,17,0.00541,hfd
CHE,1981,18,0.01364,hfd
CHE,1981,19,0.02783,hfd
CHE,1981,20,0.04307,hfd
CHE,1981,21,0.06407,hfd
CHE,1981,22,0.08083,hfd
CHE,1981,23,0.09779,hfd
CHE,1981,24,0.11322,hfd
CHE,1981,25,0.12678,hfd
CHE,1981,26,0.12833,hfd
CHE,1981,27,0.13012,hfd
CHE,1981,28,0.12288,hfd
CHE,1981,29,0.11156,hfd
CHE,1981,30,0.10029,hfd
CHE,1981,31,0.08405,hfd
CHE,1981,32,0.07043,hfd
CHE,1981,33,0.05578,hfd
CHE,1981,34,0.04483,hfd
CHE,1981,35,0.03551,hfd
CHE,1981,36,0.02498,hfd
CHE,1981,37,0.01967,hfd
CHE,1981,38,0.01441,hfd
CHE,1981,39,0.01093,hfd
CHE,1981,40,0.00675,hfd
CHE,1981,41,0.0047,hfd
CHE,1981,42,0.00274,hfd
CHE,1981,43,0.0013,hfd
CHE,1981,44,8.6e-4,hfd
CHE,1981,45,5e-4,hfd
CHE,1981,46,2.7e-4,hfd
CHE,1981,47,8e-5,hfd
CHE,1981,48,3e-5,hfd
CHE,1981,49,3e-5,hfd
CHE,1981,50,0,hfd
CHE,1981,51,0,hfd
CHE,1981,52,0,hfd
CHE,1981,53,0,hfd
CHE,1981,54,0,hfd
CHE,1981,55,0,hfd
CHE,1982,12,0,hfd
CHE,1982,13,2e-5,hfd
CHE,1982,14,6e-5,hfd
CHE,1982,15,2.5e-4,hfd
CHE,1982,16,0.00178,hfd
CHE,1982,17,0.00547,hfd
CHE,1982,18,0.01247,hfd
CHE,1982,19,0.02656,hfd
CHE,1982,20,0.04259,hfd
CHE,1982,21,0.06264,hfd
CHE,1982,22,0.07875,hfd
CHE,1982,23,0.09563,hfd
CHE,1982,24,0.11245,hfd
CHE,1982,25,0.12383,hfd
CHE,1982,26,0.13426,hfd
CHE,1982,27,0.12983,hfd
CHE,1982,28,0.12571,hfd
CHE,1982,29,0.11583,hfd
CHE,1982,30,0.1029,hfd
CHE,1982,31,0.08592,hfd
CHE,1982,32,0.07367,hfd
CHE,1982,33,0.05818,hfd
CHE,1982,34,0.04608,hfd
CHE,1982,35,0.03506,hfd
CHE,1982,36,0.02557,hfd
CHE,1982,37,0.01923,hfd
CHE,1982,38,0.01444,hfd
CHE,1982,39,0.01008,hfd
CHE,1982,40,0.00694,hfd
CHE,1982,41,0.00408,hfd
CHE,1982,42,0.00232,hfd
CHE,1982,43,0.00213,hfd
CHE,1982,44,0.0011,hfd
CHE,1982,45,4e-4,hfd
CHE,1982,46,2.8e-4,hfd
CHE,1982,47,1.2e-4,hfd
CHE,1982,48,3e-5,hfd
CHE,1982,49,5e-5,hfd
CHE,1982,50,0,hfd
CHE,1982,51,0,hfd
CHE,1982,52,0,hfd
CHE,1982,53,0,hfd
CHE,1982,54,0,hfd
CHE,1982,55,0,hfd
CHE,1983,12,0,hfd
CHE,1983,13,7e-5,hfd
CHE,1983,14,0,hfd
CHE,1983,15,3.1e-4,hfd
CHE,1983,16,0.00149,hfd
CHE,1983,17,0.00399,hfd
CHE,1983,18,0.0114,hfd
CHE,1983,19,0.02195,hfd
CHE,1983,20,0.03796,hfd
CHE,1983,21,0.05662,hfd
CHE,1983,22,0.07509,hfd
CHE,1983,23,0.09598,hfd
CHE,1983,24,0.10925,hfd
CHE,1983,25,0.12333,hfd
CHE,1983,26,0.12826,hfd
CHE,1983,27,0.13044,hfd
CHE,1983,28,0.12352,hfd
CHE,1983,29,0.11396,hfd
CHE,1983,30,0.10255,hfd
CHE,1983,31,0.08744,hfd
CHE,1983,32,0.0724,hfd
CHE,1983,33,0.05806,hfd
CHE,1983,34,0.04606,hfd
CHE,1983,35,0.03392,hfd
CHE,1983,36,0.02516,hfd
CHE,1983,37,0.01954,hfd
CHE,1983,38,0.0131,hfd
CHE,1983,39,0.00989,hfd
CHE,1983,40,0.00692,hfd
CHE,1983,41,0.00442,hfd
CHE,1983,42,0.0025,hfd
CHE,1983,43,0.00156,hfd
CHE,1983,44,0.0011,hfd
CHE,1983,45,3.5e-4,hfd
CHE,1983,46,2.5e-4,hfd
CHE,1983,47,0,hfd
CHE,1983,48,0,hfd
CHE,1983,49,5e-5,hfd
CHE,1983,50,0,hfd
CHE,1983,51,0,hfd
CHE,1983,52,0,hfd
CHE,1983,53,0,hfd
CHE,1983,54,0,hfd
CHE,1983,55,0,hfd
CHE,1984,12,0,hfd
CHE,1984,13,2e-5,hfd
CHE,1984,14,9e-5,hfd
CHE,1984,15,3.2e-4,hfd
CHE,1984,16,0.00123,hfd
CHE,1984,17,0.00415,hfd
CHE,1984,18,0.01067,hfd
CHE,1984,19,0.0212,hfd
CHE,1984,20,0.03463,hfd
CHE,1984,21,0.05272,hfd
CHE,1984,22,0.0731,hfd
CHE,1984,23,0.0897,hfd
CHE,1984,24,0.11203,hfd
CHE,1984,25,0.12312,hfd
CHE,1984,26,0.12821,hfd
CHE,1984,27,0.13199,hfd
CHE,1984,28,0.12562,hfd
CHE,1984,29,0.11666,hfd
CHE,1984,30,0.10722,hfd
CHE,1984,31,0.09087,hfd
CHE,1984,32,0.07373,hfd
CHE,1984,33,0.06008,hfd
CHE,1984,34,0.04552,hfd
CHE,1984,35,0.03626,hfd
CHE,1984,36,0.02745,hfd
CHE,1984,37,0.02029,hfd
CHE,1984,38,0.01455,hfd
CHE,1984,39,0.00994,hfd
CHE,1984,40,0.00731,hfd
CHE,1984,41,0.00436,hfd
CHE,1984,42,0.00244,hfd
CHE,1984,43,0.00218,hfd
CHE,1984,44,7.9e-4,hfd
CHE,1984,45,5.2e-4,hfd
CHE,1984,46,3.5e-4,hfd
CHE,1984,47,0,hfd
CHE,1984,48,3e-5,hfd
CHE,1984,49,5e-5,hfd
CHE,1984,50,0,hfd
CHE,1984,51,0,hfd
CHE,1984,52,0,hfd
CHE,1984,53,0,hfd
CHE,1984,54,0,hfd
CHE,1984,55,0,hfd
CHE,1985,12,0,hfd
CHE,1985,13,0,hfd
CHE,1985,14,7e-5,hfd
CHE,1985,15,2.2e-4,hfd
CHE,1985,16,0.00118,hfd
CHE,1985,17,0.00334,hfd
CHE,1985,18,0.00965,hfd
CHE,1985,19,0.01707,hfd
CHE,1985,20,0.03111,hfd
CHE,1985,21,0.04712,hfd
CHE,1985,22,0.06368,hfd
CHE,1985,23,0.08683,hfd
CHE,1985,24,0.10568,hfd
CHE,1985,25,0.12302,hfd
CHE,1985,26,0.13107,hfd
CHE,1985,27,0.12944,hfd
CHE,1985,28,0.12891,hfd
CHE,1985,29,0.11939,hfd
CHE,1985,30,0.10893,hfd
CHE,1985,31,0.09109,hfd
CHE,1985,32,0.07722,hfd
CHE,1985,33,0.06247,hfd
CHE,1985,34,0.04881,hfd
CHE,1985,35,0.03753,hfd
CHE,1985,36,0.02977,hfd
CHE,1985,37,0.02083,hfd
CHE,1985,38,0.0139,hfd
CHE,1985,39,0.01029,hfd
CHE,1985,40,0.00694,hfd
CHE,1985,41,0.00439,hfd
CHE,1985,42,0.00278,hfd
CHE,1985,43,0.00117,hfd
CHE,1985,44,9.7e-4,hfd
CHE,1985,45,4.8e-4,hfd
CHE,1985,46,2.2e-4,hfd
CHE,1985,47,1.3e-4,hfd
CHE,1985,48,0,hfd
CHE,1985,49,3e-5,hfd
CHE,1985,50,0,hfd
CHE,1985,51,0,hfd
CHE,1985,52,0,hfd
CHE,1985,53,0,hfd
CHE,1985,54,0,hfd
CHE,1985,55,0,hfd
CHE,1986,12,0,hfd
CHE,1986,13,0,hfd
CHE,1986,14,7e-5,hfd
CHE,1986,15,1.6e-4,hfd
CHE,1986,16,0.00127,hfd
CHE,1986,17,0.00388,hfd
CHE,1986,18,0.0083,hfd
CHE,1986,19,0.01714,hfd
CHE,1986,20,0.02994,hfd
CHE,1986,21,0.04296,hfd
CHE,1986,22,0.06256,hfd
CHE,1986,23,0.08282,hfd
CHE,1986,24,0.10193,hfd
CHE,1986,25,0.11951,hfd
CHE,1986,26,0.13381,hfd
CHE,1986,27,0.1339,hfd
CHE,1986,28,0.13038,hfd
CHE,1986,29,0.12404,hfd
CHE,1986,30,0.10937,hfd
CHE,1986,31,0.09685,hfd
CHE,1986,32,0.08085,hfd
CHE,1986,33,0.06575,hfd
CHE,1986,34,0.05314,hfd
