code,year,age,asfr
ALB,1955,14,5.7e-4
ALB,1955,15,0.00458
ALB,1955,16,0.01707
ALB,1955,17,0.04361
ALB,1955,18,0.0838
ALB,1955,19,0.13168
ALB,1955,20,0.17944
ALB,1955,21,0.22101
ALB,1955,22,0.25343
ALB,1955,23,0.27641
ALB,1955,24,0.29129
ALB,1955,25,0.30002
ALB,1955,26,0.30452
ALB,1955,27,0.3064
ALB,1955,28,0.3068
ALB,1955,29,0.30642
ALB,1955,30,0.30552
ALB,1955,31,0.30405
ALB,1955,32,0.30166
ALB,1955,33,0.29785
ALB,1955,34,0.29204
ALB,1955,35,0.28364
ALB,1955,36,0.27217
ALB,1955,37,0.25736
ALB,1955,38,0.23923
ALB,1955,39,0.21809
ALB,1955,40,0.19458
ALB,1955,41,0.16956
ALB,1955,42,0.14407
ALB,1955,43,0.11918
ALB,1955,44,0.09586
ALB,1955,45,0.07487
ALB,1955,46,0.056710000000000003
ALB,1955,47,0.04163
ALB,1955,48,0.02957
ALB,1955,49,0.03114
ALB,1955,50,0.02351
ALB,1956,14,2.2e-4
ALB,1956,15,0.00208
ALB,1956,16,0.01149
ALB,1956,17,0.03608
ALB,1956,18,0.07798
ALB,1956,19,0.13042
ALB,1956,20,0.1828
ALB,1956,21,0.22683
ALB,1956,22,0.25885
ALB,1956,23,0.27907
ALB,1956,24,0.28975
ALB,1956,25,0.29377
ALB,1956,26,0.29374
ALB,1956,27,0.2917
ALB,1956,28,0.28898
ALB,1956,29,0.28633
ALB,1956,30,0.28396
ALB,1956,31,0.2817
ALB,1956,32,0.27906
ALB,1956,33,0.27536
ALB,1956,34,0.26983
ALB,1956,35,0.26172
ALB,1956,36,0.25042
ALB,1956,37,0.2356
ALB,1956,38,0.21727
ALB,1956,39,0.19584
ALB,1956,40,0.17209
ALB,1956,41,0.14709
ALB,1956,42,0.12203
ALB,1956,43,0.09809
ALB,1956,44,0.07628
ALB,1956,45,0.0573
ALB,1956,46,0.04152
ALB,1956,47,0.02899
ALB,1956,48,0.01947
ALB,1956,49,0.01796
ALB,1956,50,0.01243
ALB,1957,14,4.4e-4
ALB,1957,15,0.00382
ALB,1957,16,0.01616
ALB,1957,17,0.04322
ALB,1957,18,0.08402
ALB,1957,19,0.13109
ALB,1957,20,0.17573
ALB,1957,21,0.21213
ALB,1957,22,0.2383
ALB,1957,23,0.25504
ALB,1957,24,0.26446
ALB,1957,25,0.26893
ALB,1957,26,0.2705
ALB,1957,27,0.27067
ALB,1957,28,0.27038
ALB,1957,29,0.27006
ALB,1957,30,0.26967
ALB,1957,31,0.26888
ALB,1957,32,0.26706
ALB,1957,33,0.26349
ALB,1957,34,0.25739
ALB,1957,35,0.2481
ALB,1957,36,0.23519
ALB,1957,37,0.21856
ALB,1957,38,0.19851
ALB,1957,39,0.17576
ALB,1957,40,0.15133
ALB,1957,41,0.12644
ALB,1957,42,0.10233
ALB,1957,43,0.08009
ALB,1957,44,0.06053
ALB,1957,45,0.04411
ALB,1957,46,0.03096
ALB,1957,47,0.0209
ALB,1957,48,0.01355
ALB,1957,49,0.01166
ALB,1957,50,0.00774
ALB,1958,14,4e-4
ALB,1958,15,0.00347
ALB,1958,16,0.01508
ALB,1958,17,0.04158
ALB,1958,18,0.08327
ALB,1958,19,0.1335
ALB,1958,20,0.18322
ALB,1958,21,0.22554
ALB,1958,22,0.25737
ALB,1958,23,0.27874
ALB,1958,24,0.29139
ALB,1958,25,0.29765
ALB,1958,26,0.29968
ALB,1958,27,0.29919
ALB,1958,28,0.29734
ALB,1958,29,0.29475
ALB,1958,30,0.29161
ALB,1958,31,0.28777
ALB,1958,32,0.28284
ALB,1958,33,0.27627
ALB,1958,34,0.2675
ALB,1958,35,0.25605
ALB,1958,36,0.2416
ALB,1958,37,0.2241
ALB,1958,38,0.20381
ALB,1958,39,0.1813
ALB,1958,40,0.1574
ALB,1958,41,0.1331
ALB,1958,42,0.10944
ALB,1958,43,0.08736
ALB,1958,44,0.06761
ALB,1958,45,0.05065
ALB,1958,46,0.0367
ALB,1958,47,0.02567
ALB,1958,48,0.01733
ALB,1958,49,0.01624
ALB,1958,50,0.01145
ALB,1959,14,5.1e-4
ALB,1959,15,0.0043
ALB,1959,16,0.01739
ALB,1959,17,0.04607
ALB,1959,18,0.08995
ALB,1959,19,0.14186000000000001
ALB,1959,20,0.19258
ALB,1959,21,0.23531
ALB,1959,22,0.26708
ALB,1959,23,0.288
ALB,1959,24,0.29988
ALB,1959,25,0.30508
ALB,1959,26,0.30579
ALB,1959,27,0.30375
ALB,1959,28,0.30014
ALB,1959,29,0.29563
ALB,1959,30,0.29046
ALB,1959,31,0.28458
ALB,1959,32,0.27766
ALB,1959,33,0.26931
ALB,1959,34,0.25905
ALB,1959,35,0.24652
ALB,1959,36,0.23149
ALB,1959,37,0.21395
ALB,1959,38,0.19415
ALB,1959,39,0.17259
ALB,1959,40,0.14998
ALB,1959,41,0.12717
ALB,1959,42,0.10503
ALB,1959,43,0.08436
ALB,1959,44,0.06581
ALB,1959,45,0.0498
ALB,1959,46,0.0365
ALB,1959,47,0.02589
ALB,1959,48,0.01774
ALB,1959,49,0.01723
ALB,1959,50,0.01249
ALB,1960,14,5.8e-4
ALB,1960,15,0.00477
ALB,1960,16,0.01859
ALB,1960,17,0.04849
ALB,1960,18,0.09399
ALB,1960,19,0.14771
ALB,1960,20,0.20007
ALB,1960,21,0.24382
ALB,1960,22,0.27566
ALB,1960,23,0.29559
ALB,1960,24,0.3055
ALB,1960,25,0.30794
ALB,1960,26,0.30538
ALB,1960,27,0.29986
ALB,1960,28,0.29285
ALB,1960,29,0.28533
ALB,1960,30,0.27784
ALB,1960,31,0.27059
ALB,1960,32,0.26352
ALB,1960,33,0.25639
ALB,1960,34,0.24885
ALB,1960,35,0.2405
ALB,1960,36,0.23095
ALB,1960,37,0.21988
ALB,1960,38,0.20707
ALB,1960,39,0.19246
ALB,1960,40,0.17617
ALB,1960,41,0.15851
ALB,1960,42,0.13991
ALB,1960,43,0.12095
ALB,1960,44,0.10226
ALB,1960,45,0.08442
ALB,1960,46,0.06797
ALB,1960,47,0.05331
ALB,1960,48,0.04069
ALB,1960,49,0.05105
ALB,1960,50,0.04334
ALB,1961,14,2.8e-4
ALB,1961,15,0.00265
ALB,1961,16,0.0141
ALB,1961,17,0.04278
ALB,1961,18,0.08974
ALB,1961,19,0.14641
ALB,1961,20,0.20104
ALB,1961,21,0.24514
ALB,1961,22,0.27538
ALB,1961,23,0.2924
ALB,1961,24,0.29883
ALB,1961,25,0.2978
ALB,1961,26,0.29215
ALB,1961,27,0.28406
ALB,1961,28,0.27508
ALB,1961,29,0.26622
ALB,1961,30,0.25799
ALB,1961,31,0.25058
ALB,1961,32,0.24393
ALB,1961,33,0.23778
ALB,1961,34,0.23172
ALB,1961,35,0.22527
ALB,1961,36,0.2179
ALB,1961,37,0.2091
ALB,1961,38,0.19845
ALB,1961,39,0.18566
ALB,1961,40,0.17066
ALB,1961,41,0.15361
ALB,1961,42,0.13495
ALB,1961,43,0.11532
ALB,1961,44,0.09555
ALB,1961,45,0.0765
ALB,1961,46,0.059
ALB,1961,47,0.04368
ALB,1961,48,0.03094
ALB,1961,49,0.0303
ALB,1961,50,0.02137
ALB,1962,14,0
ALB,1962,15,2e-5
ALB,1962,16,0.00166
ALB,1962,17,0.01804
ALB,1962,18,0.0683
ALB,1962,19,0.14212
ALB,1962,20,0.21027
ALB,1962,21,0.25613
ALB,1962,22,0.27948
ALB,1962,23,0.28708
ALB,1962,24,0.28585
ALB,1962,25,0.28063
ALB,1962,26,0.27414
ALB,1962,27,0.2676
ALB,1962,28,0.26133
ALB,1962,29,0.25525
ALB,1962,30,0.24907
ALB,1962,31,0.24254
ALB,1962,32,0.23551
ALB,1962,33,0.22791
ALB,1962,34,0.21979
ALB,1962,35,0.21123
ALB,1962,36,0.20229
ALB,1962,37,0.19298
ALB,1962,38,0.1832
ALB,1962,39,0.17274
ALB,1962,40,0.16127
ALB,1962,41,0.14839
ALB,1962,42,0.1338
ALB,1962,43,0.11736
ALB,1962,44,0.09927
ALB,1962,45,0.08019
ALB,1962,46,0.0612
ALB,1962,47,0.04361
ALB,1962,48,0.02863
ALB,1962,49,0.0212
ALB,1962,50,0.01185
ALB,1963,14,0
ALB,1963,15,0
ALB,1963,16,9e-5
ALB,1963,17,0.00602
ALB,1963,18,0.04941
ALB,1963,19,0.13981
ALB,1963,20,0.2275
ALB,1963,21,0.27871
ALB,1963,22,0.29651
ALB,1963,23,0.29585
ALB,1963,24,0.28862
ALB,1963,25,0.28107
ALB,1963,26,0.27537
ALB,1963,27,0.27142
ALB,1963,28,0.26813
ALB,1963,29,0.2642
ALB,1963,30,0.25858
ALB,1963,31,0.25071
ALB,1963,32,0.24054
ALB,1963,33,0.22849
ALB,1963,34,0.21527
ALB,1963,35,0.20172
ALB,1963,36,0.18862
ALB,1963,37,0.17658
ALB,1963,38,0.16588
ALB,1963,39,0.15643
ALB,1963,40,0.14773
ALB,1963,41,0.13884
ALB,1963,42,0.12858
ALB,1963,43,0.11576
ALB,1963,44,0.09969
ALB,1963,45,0.08058
ALB,1963,46,0.05989
ALB,1963,47,0.04004
ALB,1963,48,0.02352
ALB,1963,49,0.01313
ALB,1963,50,0.00585
ALB,1964,14,0
ALB,1964,15,0
ALB,1964,16,9e-5
ALB,1964,17,0.0062
ALB,1964,18,0.05031
ALB,1964,19,0.14011
ALB,1964,20,0.22495
ALB,1964,21,0.27302
ALB,1964,22,0.28894
ALB,1964,23,0.28788
ALB,1964,24,0.2813
ALB,1964,25,0.27494
ALB,1964,26,0.27055
ALB,1964,27,0.26772
ALB,1964,28,0.26517
ALB,1964,29,0.2615
ALB,1964,30,0.25565
ALB,1964,31,0.24709
ALB,1964,32,0.23589
ALB,1964,33,0.2226
ALB,1964,34,0.20804
ALB,1964,35,0.19317
ALB,1964,36,0.17884
ALB,1964,37,0.1657
ALB,1964,38,0.15405
ALB,1964,39,0.14385
ALB,1964,40,0.13462
ALB,1964,41,0.12552
ALB,1964,42,0.11544
ALB,1964,43,0.1033
ALB,1964,44,0.08843
ALB,1964,45,0.07102
ALB,1964,46,0.05239
ALB,1964,47,0.03469
ALB,1964,48,0.02011
ALB,1964,49,0.01094
ALB,1964,50,0.00481
ALB,1965,14,0
ALB,1965,15,3e-5
ALB,1965,16,0.00177
ALB,1965,17,0.01779
ALB,1965,18,0.06479
ALB,1965,19,0.13251
ALB,1965,20,0.19516
ALB,1965,21,0.23837
ALB,1965,22,0.26196
ALB,1965,23,0.2716
ALB,1965,24,0.27305
ALB,1965,25,0.27027
ALB,1965,26,0.26544
ALB,1965,27,0.25945
ALB,1965,28,0.25249
ALB,1965,29,0.24446
ALB,1965,30,0.23519
ALB,1965,31,0.22464
ALB,1965,32,0.21291
ALB,1965,33,0.20025
ALB,1965,34,0.18701
ALB,1965,35,0.17358
ALB,1965,36,0.16036
ALB,1965,37,0.14764
ALB,1965,38,0.13563
ALB,1965,39,0.12443
ALB,1965,40,0.11398
ALB,1965,41,0.10412
ALB,1965,42,0.09459
ALB,1965,43,0.08509
ALB,1965,44,0.07533
ALB,1965,45,0.06511
ALB,1965,46,0.05444
ALB,1965,47,0.04357
ALB,1965,48,0.03298
ALB,1965,49,0.03262
ALB,1965,50,0.02288
ALB,1966,14,4.3e-4
ALB,1966,15,0.00321
ALB,1966,16,0.01092
ALB,1966,17,0.02979
ALB,1966,18,0.06331
ALB,1966,19,0.10972
ALB,1966,20,0.16169
ALB,1966,21,0.20998
ALB,1966,22,0.24758
ALB,1966,23,0.2715
ALB,1966,24,0.28233
ALB,1966,25,0.2827
ALB,1966,26,0.27587
ALB,1966,27,0.26484
ALB,1966,28,0.25192
ALB,1966,29,0.23864
ALB,1966,30,0.22587
ALB,1966,31,0.21397
ALB,1966,32,0.20289
ALB,1966,33,0.19236
ALB,1966,34,0.18199
ALB,1966,35,0.17135
ALB,1966,36,0.1601
ALB,1966,37,0.14801
ALB,1966,38,0.13504
ALB,1966,39,0.12131
ALB,1966,40,0.10711
ALB,1966,41,0.09285
ALB,1966,42,0.07896
ALB,1966,43,0.06588
ALB,1966,44,0.05394
ALB,1966,45,0.04337
ALB,1966,46,0.03429
ALB,1966,47,0.02668
ALB,1966,48,0.02044
ALB,1966,49,0.03699
ALB,1966,50,0.04158
ALB,1967,14,5.1e-4
ALB,1967,15,0.00393
ALB,1967,16,0.01357
ALB,1967,17,0.03486
ALB,1967,18,0.06931
ALB,1967,19,0.11389
ALB,1967,20,0.1623
ALB,1967,21,0.20786
ALB,1967,22,0.24563
ALB,1967,23,0.27317
ALB,1967,24,0.29012
ALB,1967,25,0.29756
ALB,1967,26,0.29718
ALB,1967,27,0.29085
ALB,1967,28,0.28026
ALB,1967,29,0.26682
ALB,1967,30,0.25162
ALB,1967,31,0.23545
ALB,1967,32,0.21888
ALB,1967,33,0.20229
ALB,1967,34,0.18591
ALB,1967,35,0.16991
ALB,1967,36,0.15438
ALB,1967,37,0.13941
ALB,1967,38,0.12503
ALB,1967,39,0.1113
ALB,1967,40,0.09827
ALB,1967,41,0.086
ALB,1967,42,0.07453
ALB,1967,43,0.06391
ALB,1967,44,0.05419
ALB,1967,45,0.04539
ALB,1967,46,0.03754
ALB,1967,47,0.03062
ALB,1967,48,0.02462
ALB,1967,49,0.03814
ALB,1967,50,0.03839
ALB,1968,14,5e-5
ALB,1968,15,6.5e-4
ALB,1968,16,0.00661
ALB,1968,17,0.02937
ALB,1968,18,0.0773
ALB,1968,19,0.14333
ALB,1968,20,0.21008
ALB,1968,21,0.26284
ALB,1968,22,0.29556
ALB,1968,23,0.30942
ALB,1968,24,0.30898
ALB,1968,25,0.29935
ALB,1968,26,0.28478
ALB,1968,27,0.26832
ALB,1968,28,0.25187
ALB,1968,29,0.23647
ALB,1968,30,0.22254
ALB,1968,31,0.2101
ALB,1968,32,0.19892
ALB,1968,33,0.1886
ALB,1968,34,0.17869
ALB,1968,35,0.16873
ALB,1968,36,0.15832
ALB,1968,37,0.14716
ALB,1968,38,0.13508
ALB,1968,39,0.12209
ALB,1968,40,0.10833
ALB,1968,41,0.09414
ALB,1968,42,0.07991
ALB,1968,43,0.06612
ALB,1968,44,0.05322
ALB,1968,45,0.04159
ALB,1968,46,0.0315
ALB,1968,47,0.02309
ALB,1968,48,0.01635
ALB,1968,49,0.0168
ALB,1968,50,0.0127
ALB,1969,14,0.00369
ALB,1969,15,0.01489
ALB,1969,16,0.01496
ALB,1969,17,0.03331
ALB,1969,18,0.06621
ALB,1969,19,0.11623
ALB,1969,20,0.17894
ALB,1969,21,0.24319
ALB,1969,22,0.2964
ALB,1969,23,0.33046
ALB,1969,24,0.34394
ALB,1969,25,0.3405
ALB,1969,26,0.32598
ALB,1969,27,0.30603
ALB,1969,28,0.28493
ALB,1969,29,0.26539
ALB,1969,30,0.24865
ALB,1969,31,0.23489
ALB,1969,32,0.22351
ALB,1969,33,0.21344
ALB,1969,34,0.2034
ALB,1969,35,0.19217
ALB,1969,36,0.17884
ALB,1969,37,0.16299
ALB,1969,38,0.14481
ALB,1969,39,0.125
ALB,1969,40,0.10465
ALB,1969,41,0.08493
ALB,1969,42,0.06686
ALB,1969,43,0.05113
ALB,1969,44,0.03806
ALB,1969,45,0.02759
ALB,1969,46,0.01944
ALB,1969,47,0.01316
ALB,1969,48,0.00822
ALB,1969,49,0.02005
ALB,1969,50,0.0282
ALB,1970,14,1e-5
ALB,1970,15,1.2e-4
ALB,1970,16,0.0025
ALB,1970,17,0.01655
ALB,1970,18,0.05509
ALB,1970,19,0.11714
ALB,1970,20,0.18595
ALB,1970,21,0.24373
ALB,1970,22,0.28184
ALB,1970,23,0.30041
ALB,1970,24,0.30399
ALB,1970,25,0.29795
ALB,1970,26,0.28675
ALB,1970,27,0.27346
ALB,1970,28,0.25992
ALB,1970,29,0.24698
ALB,1970,30,0.23489
ALB,1970,31,0.22347
ALB,1970,32,0.2123
ALB,1970,33,0.20092
ALB,1970,34,0.18889
ALB,1970,35,0.17588
ALB,1970,36,0.16174
ALB,1970,37,0.14651
ALB,1970,38,0.13045
ALB,1970,39,0.11395
ALB,1970,40,0.09752
ALB,1970,41,0.08168
ALB,1970,42,0.06691
ALB,1970,43,0.05359
ALB,1970,44,0.04197
ALB,1970,45,0.03215
ALB,1970,46,0.0241
ALB,1970,47,0.01769
ALB,1970,48,0.01273
ALB,1970,49,0.01502
ALB,1970,50,0.01288
ALB,1971,14,0
ALB,1971,15,0
ALB,1971,16,4.2e-4
ALB,1971,17,0.00801
ALB,1971,18,0.04312
ALB,1971,19,0.11229
ALB,1971,20,0.19156
ALB,1971,21,0.25511
ALB,1971,22,0.29383
ALB,1971,23,0.31097
ALB,1971,24,0.31356
ALB,1971,25,0.30779
ALB,1971,26,0.29785
ALB,1971,27,0.28608
ALB,1971,28,0.27362
ALB,1971,29,0.26085
ALB,1971,30,0.2478
ALB,1971,31,0.23438
ALB,1971,32,0.22046
ALB,1971,33,0.20601
ALB,1971,34,0.19103
ALB,1971,35,0.17561
ALB,1971,36,0.15986
ALB,1971,37,0.14394
ALB,1971,38,0.128
ALB,1971,39,0.1122
ALB,1971,40,0.09672
ALB,1971,41,0.08174
ALB,1971,42,0.06747
ALB,1971,43,0.05414
ALB,1971,44,0.04201
ALB,1971,45,0.03132
ALB,1971,46,0.02228
ALB,1971,47,0.01499
ALB,1971,48,0.00946
ALB,1971,49,0.00691
ALB,1971,50,0.00405
ALB,1972,14,2e-5
ALB,1972,15,1.4e-4
ALB,1972,16,0.00103
ALB,1972,17,0.00917
ALB,1972,18,0.04268
ALB,1972,19,0.10753
ALB,1972,20,0.18279
ALB,1972,21,0.24493
ALB,1972,22,0.28449
ALB,1972,23,0.30324
ALB,1972,24,0.30711
ALB,1972,25,0.30189
ALB,1972,26,0.29186
ALB,1972,27,0.27967
ALB,1972,28,0.26674
ALB,1972,29,0.25368
ALB,1972,30,0.24065
ALB,1972,31,0.22755
ALB,1972,32,0.21422
ALB,1972,33,0.20048
ALB,1972,34,0.18623
ALB,1972,35,0.1714
ALB,1972,36,0.15604
ALB,1972,37,0.14026
ALB,1972,38,0.12425
ALB,1972,39,0.10826
ALB,1972,40,0.09257
ALB,1972,41,0.07749
ALB,1972,42,0.0633
ALB,1972,43,0.05028
ALB,1972,44,0.03864
ALB,1972,45,0.02858
ALB,1972,46,0.0202
ALB,1972,47,0.01355
ALB,1972,48,0.00854
ALB,1972,49,0.00637
ALB,1972,50,0.00382
ALB,1973,14,2e-5
ALB,1973,15,2.1e-4
ALB,1973,16,0.00134
ALB,1973,17,0.00925
ALB,1973,18,0.03943
ALB,1973,19,0.09706
ALB,1973,20,0.16457
ALB,1973,21,0.22149
ALB,1973,22,0.25881
ALB,1973,23,0.27726
ALB,1973,24,0.28166
ALB,1973,25,0.27715
ALB,1973,26,0.26776
ALB,1973,27,0.25615
ALB,1973,28,0.24384
ALB,1973,29,0.23151
ALB,1973,30,0.21939
ALB,1973,31,0.20741
ALB,1973,32,0.19537
ALB,1973,33,0.18304
ALB,1973,34,0.17024
ALB,1973,35,0.15682
ALB,1973,36,0.14277
ALB,1973,37,0.12818
ALB,1973,38,0.11324
ALB,1973,39,0.09824
ALB,1973,40,0.08352
ALB,1973,41,0.06943
ALB,1973,42,0.05629
ALB,1973,43,0.04436
ALB,1973,44,0.03385
ALB,1973,45,0.02487
ALB,1973,46,0.0175
ALB,1973,47,0.0117
ALB,1973,48,0.00738
ALB,1973,49,0.00559
ALB,1973,50,0.00341
ALB,1974,14,5e-5
ALB,1974,15,4e-4
ALB,1974,16,0.00217
ALB,1974,17,0.01108
ALB,1974,18,0.04025
ALB,1974,19,0.09431
ALB,1974,20,0.159
ALB,1974,21,0.2161
ALB,1974,22,0.25581
ALB,1974,23,0.277
ALB,1974,24,0.28321
ALB,1974,25,0.27926
ALB,1974,26,0.26943
ALB,1974,27,0.25686
ALB,1974,28,0.2435
ALB,1974,29,0.23037
ALB,1974,30,0.21784
ALB,1974,31,0.20586
ALB,1974,32,0.19415
ALB,1974,33,0.18232
ALB,1974,34,0.17
ALB,1974,35,0.15689
ALB,1974,36,0.14285
ALB,1974,37,0.12793
ALB,1974,38,0.11237
ALB,1974,39,0.09659
ALB,1974,40,0.08108
ALB,1974,41,0.06637
ALB,1974,42,0.05288
ALB,1974,43,0.04092
ALB,1974,44,0.03067
ALB,1974,45,0.02219
ALB,1974,46,0.01542
ALB,1974,47,0.01024
ALB,1974,48,0.00645
ALB,1974,49,0.00509
ALB,1974,50,0.00322
ALB,1975,14,6e-5
ALB,1975,15,5.2e-4
ALB,1975,16,0.00272
ALB,1975,17,0.012
ALB,1975,18,0.03912
ALB,1975,19,0.08809
ALB,1975,20,0.14778
ALB,1975,21,0.20252
ALB,1975,22,0.24234
ALB,1975,23,0.26471
ALB,1975,24,0.27204
ALB,1975,25,0.26868
ALB,1975,26,0.25894
ALB,1975,27,0.24618
ALB,1975,28,0.23261
ALB,1975,29,0.21944
ALB,1975,30,0.20714
ALB,1975,31,0.19569
ALB,1975,32,0.18474
ALB,1975,33,0.17381
ALB,1975,34,0.1624
ALB,1975,35,0.1501
ALB,1975,36,0.13667
ALB,1975,37,0.12215
ALB,1975,38,0.10679
ALB,1975,39,0.0911
ALB,1975,40,0.07567
ALB,1975,41,0.06112
ALB,1975,42,0.04794
ALB,1975,43,0.03649
ALB,1975,44,0.0269
ALB,1975,45,0.01916
ALB,1975,46,0.01315
ALB,1975,47,0.00867
ALB,1975,48,0.00546
ALB,1975,49,0.00448
ALB,1975,50,0.00296
ALB,1976,14,9e-5
ALB,1976,15,6.6e-4
ALB,1976,16,0.0033
ALB,1976,17,0.01308
ALB,1976,18,0.0386
ALB,1976,19,0.08328
ALB,1976,20,0.13897
ALB,1976,21,0.19222
ALB,1976,22,0.23274
ALB,1976,23,0.25662
ALB,1976,24,0.26516
ALB,1976,25,0.26234
ALB,1976,26,0.25254
ALB,1976,27,0.2394
ALB,1976,28,0.22541
ALB,1976,29,0.212
ALB,1976,30,0.19974
ALB,1976,31,0.18863
ALB,1976,32,0.17826
ALB,1976,33,0.16806
ALB,1976,34,0.15737
ALB,1976,35,0.14568
ALB,1976,36,0.13266
ALB,1976,37,0.1183
ALB,1976,38,0.10292
ALB,1976,39,0.08707
ALB,1976,40,0.07149
ALB,1976,41,0.05687
ALB,1976,42,0.04381
ALB,1976,43,0.03268
ALB,1976,44,0.02359
ALB,1976,45,0.01647
ALB,1976,46,0.01112
ALB,1976,47,0.00725
ALB,1976,48,0.00456
ALB,1976,49,0.00393
ALB,1976,50,0.00274
ALB,1977,14,1e-4
ALB,1977,15,8.3e-4
ALB,1977,16,0.00406
ALB,1977,17,0.01482
ALB,1977,18,0.03983
ALB,1977,19,0.08208
ALB,1977,20,0.13614
ALB,1977,21,0.19026
ALB,1977,22,0.23338
ALB,1977,23,0.25992
ALB,1977,24,0.27014
ALB,1977,25,0.26775
ALB,1977,26,0.25743
ALB,1977,27,0.24329
ALB,1977,28,0.22822
ALB,1977,29,0.21394
ALB,1977,30,0.20117
ALB,1977,31,0.1899
ALB,1977,32,0.17967
ALB,1977,33,0.16975
ALB,1977,34,0.15934
ALB,1977,35,0.14774
ALB,1977,36,0.13455
ALB,1977,37,0.11971
ALB,1977,38,0.10359
ALB,1977,39,0.08686
ALB,1977,40,0.07039
ALB,1977,41,0.05504
ALB,1977,42,0.0415
ALB,1977,43,0.03019
ALB,1977,44,0.02121
ALB,1977,45,0.01441
ALB,1977,46,0.0095
ALB,1977,47,0.0061
ALB,1977,48,0.00383
ALB,1977,49,0.00354
ALB,1977,50,0.00265
ALB,1978,14,8e-5
ALB,1978,15,6.2e-4
ALB,1978,16,0.00332
ALB,1978,17,0.0128
ALB,1978,18,0.03554
ALB,1978,19,0.07466
ALB,1978,20,0.12523
ALB,1978,21,0.17629
ALB,1978,22,0.21738
ALB,1978,23,0.24317
ALB,1978,24,0.25378
ALB,1978,25,0.25255
ALB,1978,26,0.24377
ALB,1978,27,0.23118
ALB,1978,28,0.21744
ALB,1978,29,0.20412
ALB,1978,30,0.19188
ALB,1978,31,0.18072
ALB,1978,32,0.17022
ALB,1978,33,0.15976
ALB,1978,34,0.14869
ALB,1978,35,0.1365
ALB,1978,36,0.12294
ALB,1978,37,0.10811
ALB,1978,38,0.09243
ALB,1978,39,0.07658
ALB,1978,40,0.06134
ALB,1978,41,0.04743
ALB,1978,42,0.03539
ALB,1978,43,0.02549
ALB,1978,44,0.01774
ALB,1978,45,0.01196
ALB,1978,46,0.00783
ALB,1978,47,0.00499
ALB,1978,48,0.00311
ALB,1978,49,0.00284
ALB,1978,50,0.00212
ALB,1979,14,5e-5
ALB,1979,15,4.4e-4
ALB,1979,16,0.0028
ALB,1979,17,0.01161
ALB,1979,18,0.03355
ALB,1979,19,0.07207
ALB,1979,20,0.12243
ALB,1979,21,0.17371
ALB,1979,22,0.21542
ALB,1979,23,0.24213
ALB,1979,24,0.25381
ALB,1979,25,0.25368
ALB,1979,26,0.24586
ALB,1979,27,0.23401
ALB,1979,28,0.22071
ALB,1979,29,0.2075
ALB,1979,30,0.19499
ALB,1979,31,0.18321
ALB,1979,32,0.17176
ALB,1979,33,0.16009
ALB,1979,34,0.14765
ALB,1979,35,0.13408
ALB,1979,36,0.11928
ALB,1979,37,0.10349
ALB,1979,38,0.08724
ALB,1979,39,0.07124
ALB,1979,40,0.05625
ALB,1979,41,0.04288
ALB,1979,42,0.03156
ALB,1979,43,0.02244
ALB,1979,44,0.01543
ALB,1979,45,0.01028
ALB,1979,46,0.00665
ALB,1979,47,0.0042
ALB,1979,48,0.0026
ALB,1979,49,0.00232
ALB,1979,50,0.00173
ALB,1980,14,2e-5
ALB,1980,15,2.5e-4
ALB,1980,16,0.00214
ALB,1980,17,0.01008
ALB,1980,18,0.03052
ALB,1980,19,0.06646
ALB,1980,20,0.11325
ALB,1980,21,0.16112
ALB,1980,22,0.20087
ALB,1980,23,0.22757
ALB,1980,24,0.24073
ALB,1980,25,0.24267
ALB,1980,26,0.23666
ALB,1980,27,0.22582
ALB,1980,28,0.21256
ALB,1980,29,0.1985
ALB,1980,30,0.18455
ALB,1980,31,0.1711
ALB,1980,32,0.15817
ALB,1980,33,0.14558
ALB,1980,34,0.13306
ALB,1980,35,0.12034
ALB,1980,36,0.10727
ALB,1980,37,0.09383
ALB,1980,38,0.08019
ALB,1980,39,0.06667
ALB,1980,40,0.0537
ALB,1980,41,0.04174
ALB,1980,42,0.0312
ALB,1980,43,0.02235
ALB,1980,44,0.01529
ALB,1980,45,0.00996
ALB,1980,46,0.00615
ALB,1980,47,0.0036
ALB,1980,48,0.00199
ALB,1980,49,0.00124
ALB,1980,50,6.9e-4
ALB,1981,14,0
ALB,1981,15,0
ALB,1981,16,2.9e-4
ALB,1981,17,0.0047
ALB,1981,18,0.02465
ALB,1981,19,0.06596
ALB,1981,20,0.11816
ALB,1981,21,0.16615
ALB,1981,22,0.2015
ALB,1981,23,0.22298
ALB,1981,24,0.23286
ALB,1981,25,0.23422
ALB,1981,26,0.22968
ALB,1981,27,0.22116
ALB,1981,28,0.21002
ALB,1981,29,0.19719
ALB,1981,30,0.18335
ALB,1981,31,0.16901
ALB,1981,32,0.15454
ALB,1981,33,0.14022
ALB,1981,34,0.12625
ALB,1981,35,0.11271
ALB,1981,36,0.09964
ALB,1981,37,0.08703
ALB,1981,38,0.07484
ALB,1981,39,0.06308
ALB,1981,40,0.05181
ALB,1981,41,0.04116
ALB,1981,42,0.03138
ALB,1981,43,0.02274
ALB,1981,44,0.01549
ALB,1981,45,0.0098
ALB,1981,46,0.00568
ALB,1981,47,0.00298
ALB,1981,48,0.00139
ALB,1981,49,5.9e-4
